"dataset","seed","fold","s","n_sel","p","n_info_selected","info_share","k_sel","gamma_sel","bal_acc_knn","acc_knn","macro_f1_knn","bal_acc_kfda","acc_kfda","macro_f1_kfda"
"Setting5_async",18,4,1.27642657509994,2,5,2,1,3,0.125,0.833333333333333,0.833333333333333,0.836363636363636,0.777777777777778,0.777777777777778,0.783333333333333
"Setting5_async",18,4,1.42788644391977,4,5,2,0.5,5,0.125,0.833333333333333,0.833333333333333,0.836363636363636,0.777777777777778,0.777777777777778,0.775252525252525
"Setting5_async",18,4,1.59731843296212,5,5,2,0.4,5,0.125,0.777777777777778,0.777777777777778,0.783333333333333,0.722222222222222,0.722222222222222,0.724183006535948
"Setting5_async",18,4,1.78685510121975,5,5,2,0.4,5,0.125,0.777777777777778,0.777777777777778,0.783333333333333,0.722222222222222,0.722222222222222,0.724183006535948
"Setting5_async",18,4,1.9988820556175,5,5,2,0.4,5,0.125,0.777777777777778,0.777777777777778,0.783333333333333,0.722222222222222,0.722222222222222,0.724183006535948
"Setting5_async",18,4,2.23606797749979,5,5,2,0.4,5,0.125,0.777777777777778,0.777777777777778,0.783333333333333,0.722222222222222,0.722222222222222,0.724183006535948
"Setting5_async",18,5,1.02,2,5,2,1,1,0.125,0.833333333333333,0.833333333333333,0.815628815628816,0.888888888888889,0.888888888888889,0.885714285714286
"Setting5_async",18,5,1.14103247394714,2,5,2,1,5,0.25,0.777777777777778,0.777777777777778,0.76969696969697,0.888888888888889,0.888888888888889,0.885714285714286
"Setting5_async",18,5,1.27642657509994,2,5,2,1,5,0.5,0.777777777777778,0.777777777777778,0.76969696969697,0.944444444444444,0.944444444444444,0.944055944055944
"Setting5_async",18,5,1.42788644391977,4,5,2,0.5,1,1,0.722222222222222,0.722222222222222,0.722943722943723,0.888888888888889,0.888888888888889,0.888888888888889
"Setting5_async",18,5,1.59731843296212,5,5,2,0.4,5,0.5,0.833333333333333,0.833333333333333,0.822222222222222,0.888888888888889,0.888888888888889,0.888888888888889
"Setting5_async",18,5,1.78685510121975,5,5,2,0.4,5,0.5,0.833333333333333,0.833333333333333,0.822222222222222,0.888888888888889,0.888888888888889,0.888888888888889
"Setting5_async",18,5,1.9988820556175,5,5,2,0.4,5,0.5,0.833333333333333,0.833333333333333,0.822222222222222,0.888888888888889,0.888888888888889,0.888888888888889
"Setting5_async",18,5,2.23606797749979,5,5,2,0.4,5,0.5,0.833333333333333,0.833333333333333,0.822222222222222,0.888888888888889,0.888888888888889,0.888888888888889
"Setting5_async",19,1,1.02,2,5,2,1,9,0.125,0.722222222222222,0.722222222222222,0.712820512820513,0.722222222222222,0.722222222222222,0.693935693935694
"Setting5_async",19,1,1.14103247394714,2,5,2,1,1,2,0.555555555555556,0.555555555555556,0.553968253968254,0.611111111111111,0.611111111111111,0.608391608391608
"Setting5_async",19,1,1.27642657509994,2,5,2,1,5,0.5,0.666666666666667,0.666666666666667,0.657142857142857,0.777777777777778,0.777777777777778,0.771428571428571
"Setting5_async",19,1,1.42788644391977,4,5,2,0.5,3,0.25,0.722222222222222,0.722222222222222,0.703703703703704,0.666666666666667,0.666666666666667,0.625
"Setting5_async",19,1,1.59731843296212,5,5,2,0.4,3,0.25,0.722222222222222,0.722222222222222,0.703703703703704,0.777777777777778,0.777777777777778,0.771428571428571
"Setting5_async",19,1,1.78685510121975,5,5,2,0.4,3,0.25,0.722222222222222,0.722222222222222,0.703703703703704,0.777777777777778,0.777777777777778,0.771428571428571
"Setting5_async",19,1,1.9988820556175,5,5,2,0.4,3,0.25,0.722222222222222,0.722222222222222,0.703703703703704,0.777777777777778,0.777777777777778,0.771428571428571
"Setting5_async",19,1,2.23606797749979,5,5,2,0.4,3,0.25,0.722222222222222,0.722222222222222,0.703703703703704,0.777777777777778,0.777777777777778,0.771428571428571
"Setting5_async",19,2,1.02,2,5,2,1,7,0.125,0.777777777777778,0.777777777777778,0.782539682539683,0.833333333333333,0.833333333333333,0.827894327894328
"Setting5_async",19,2,1.14103247394714,2,5,2,1,5,0.125,0.833333333333333,0.833333333333333,0.830769230769231,0.722222222222222,0.722222222222222,0.693935693935694
"Setting5_async",19,2,1.27642657509994,2,5,2,1,5,2,0.777777777777778,0.777777777777778,0.772338772338772,0.722222222222222,0.722222222222222,0.711732711732712
"Setting5_async",19,2,1.42788644391977,3,5,2,0.666666666666667,11,8,0.777777777777778,0.777777777777778,0.764102564102564,0.777777777777778,0.777777777777778,0.76969696969697
"Setting5_async",19,2,1.59731843296212,5,5,2,0.4,11,8,0.722222222222222,0.722222222222222,0.711732711732712,0.722222222222222,0.722222222222222,0.652930402930403
"Setting5_async",19,2,1.78685510121975,5,5,2,0.4,11,8,0.722222222222222,0.722222222222222,0.711732711732712,0.722222222222222,0.722222222222222,0.652930402930403
"Setting5_async",19,2,1.9988820556175,5,5,2,0.4,11,8,0.722222222222222,0.722222222222222,0.711732711732712,0.722222222222222,0.722222222222222,0.652930402930403
"Setting5_async",19,2,2.23606797749979,5,5,2,0.4,11,8,0.722222222222222,0.722222222222222,0.711732711732712,0.722222222222222,0.722222222222222,0.652930402930403
"Setting5_async",19,3,1.02,2,5,2,1,9,0.25,0.666666666666667,0.666666666666667,0.655555555555556,0.722222222222222,0.722222222222222,0.713064713064713
"Setting5_async",19,3,1.14103247394714,2,5,2,1,11,0.125,0.666666666666667,0.666666666666667,0.655555555555556,0.833333333333333,0.833333333333333,0.832167832167832
"Setting5_async",19,3,1.27642657509994,2,5,2,1,9,2,0.777777777777778,0.777777777777778,0.768009768009768,0.666666666666667,0.666666666666667,0.656177156177156
"Setting5_async",19,3,1.42788644391977,5,5,2,0.4,5,1,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.888888888888889
"Setting5_async",19,3,1.59731843296212,5,5,2,0.4,5,2,0.777777777777778,0.777777777777778,0.771428571428571,0.611111111111111,0.611111111111111,0.587708587708588
"Setting5_async",19,3,1.78685510121975,5,5,2,0.4,5,2,0.777777777777778,0.777777777777778,0.771428571428571,0.611111111111111,0.611111111111111,0.587708587708588
"Setting5_async",19,3,1.9988820556175,5,5,2,0.4,5,2,0.777777777777778,0.777777777777778,0.771428571428571,0.611111111111111,0.611111111111111,0.587708587708588
"Setting5_async",19,3,2.23606797749979,5,5,2,0.4,5,2,0.777777777777778,0.777777777777778,0.771428571428571,0.611111111111111,0.611111111111111,0.587708587708588
"Setting5_async",19,4,1.02,2,5,2,1,11,0.125,0.833333333333333,0.833333333333333,0.831168831168831,0.833333333333333,0.833333333333333,0.827894327894328
"Setting5_async",19,4,1.14103247394714,2,5,2,1,9,0.5,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.888888888888889
"Setting5_async",19,4,1.27642657509994,2,5,2,1,5,2,0.944444444444444,0.944444444444444,0.944055944055944,0.722222222222222,0.722222222222222,0.72027972027972
"Setting5_async",19,4,1.42788644391977,4,5,2,0.5,5,4,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.822222222222222
"Setting5_async",19,4,1.59731843296212,5,5,2,0.4,5,8,0.944444444444444,0.944444444444444,0.944055944055944,0.777777777777778,0.777777777777778,0.741025641025641
"Setting5_async",19,4,1.78685510121975,5,5,2,0.4,5,8,0.944444444444444,0.944444444444444,0.944055944055944,0.777777777777778,0.777777777777778,0.741025641025641
"Setting5_async",19,4,1.9988820556175,5,5,2,0.4,5,8,0.944444444444444,0.944444444444444,0.944055944055944,0.777777777777778,0.777777777777778,0.741025641025641
"Setting5_async",19,4,2.23606797749979,5,5,2,0.4,5,8,0.944444444444444,0.944444444444444,0.944055944055944,0.777777777777778,0.777777777777778,0.741025641025641
"Setting5_async",19,5,1.02,2,5,2,1,3,8,0.666666666666667,0.666666666666667,0.675324675324675,0.833333333333333,0.833333333333333,0.822222222222222
"Setting5_async",19,5,1.14103247394714,2,5,2,1,11,2,0.722222222222222,0.722222222222222,0.725252525252525,0.611111111111111,0.611111111111111,0.594871794871795
"Setting5_async",19,5,1.27642657509994,2,5,2,1,9,1,0.722222222222222,0.722222222222222,0.725252525252525,0.666666666666667,0.666666666666667,0.656177156177156
"Setting5_async",19,5,1.42788644391977,3,5,2,0.666666666666667,5,0.5,0.777777777777778,0.777777777777778,0.783549783549784,0.722222222222222,0.722222222222222,0.72027972027972
"Setting5_async",19,5,1.59731843296212,5,5,2,0.4,5,8,0.833333333333333,0.833333333333333,0.836363636363636,0.833333333333333,0.833333333333333,0.832167832167832
"Setting5_async",19,5,1.78685510121975,5,5,2,0.4,5,8,0.833333333333333,0.833333333333333,0.836363636363636,0.833333333333333,0.833333333333333,0.832167832167832
"Setting5_async",19,5,1.9988820556175,5,5,2,0.4,5,8,0.833333333333333,0.833333333333333,0.836363636363636,0.833333333333333,0.833333333333333,0.832167832167832
"Setting5_async",19,5,2.23606797749979,5,5,2,0.4,5,8,0.833333333333333,0.833333333333333,0.836363636363636,0.833333333333333,0.833333333333333,0.832167832167832
"Setting5_async",20,1,1.02,2,5,2,1,9,0.5,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.822222222222222
"Setting5_async",20,1,1.14103247394714,2,5,2,1,7,1,1,1,1,0.722222222222222,0.722222222222222,0.703703703703704
"Setting5_async",20,1,1.27642657509994,2,5,2,1,11,2,1,1,1,0.833333333333333,0.833333333333333,0.832167832167832
"Setting5_async",20,1,1.42788644391977,5,5,2,0.4,9,0.5,0.944444444444444,0.944444444444444,0.944055944055944,0.888888888888889,0.888888888888889,0.888888888888889
"Setting5_async",20,1,1.59731843296212,5,5,2,0.4,11,0.5,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.832167832167832
"Setting5_async",20,1,1.78685510121975,5,5,2,0.4,11,0.5,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.832167832167832
"Setting5_async",20,1,1.9988820556175,5,5,2,0.4,11,0.5,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.832167832167832
"Setting5_async",20,1,2.23606797749979,5,5,2,0.4,11,0.5,0.944444444444444,0.944444444444444,0.944055944055944,0.833333333333333,0.833333333333333,0.832167832167832
"Setting5_async",20,2,1.02,2,5,2,1,1,0.25,0.833333333333333,0.833333333333333,0.83015873015873,0.888888888888889,0.888888888888889,0.888888888888889
"Setting5_async",20,2,1.14103247394714,2,5,2,1,1,0.125,0.888888888888889,0.888888888888889,0.885714285714286,0.833333333333333,0.833333333333333,0.832167832167832
"Setting5_async",20,2,1.27642657509994,2,5,2,1,1,0.125,0.833333333333333,0.833333333333333,0.832167832167832,0.777777777777778,0.777777777777778,0.777777777777778
"Setting5_async",20,2,1.42788644391977,4,5,2,0.5,1,0.25,0.777777777777778,0.777777777777778,0.783549783549784,0.611111111111111,0.611111111111111,0.623543123543123
"Setting5_async",20,2,1.59731843296212,5,5,2,0.4,1,0.125,0.777777777777778,0.777777777777778,0.783549783549784,0.666666666666667,0.666666666666667,0.674825174825175
"Setting5_async",20,2,1.78685510121975,5,5,2,0.4,1,0.125,0.777777777777778,0.777777777777778,0.783549783549784,0.666666666666667,0.666666666666667,0.674825174825175
"Setting5_async",20,2,1.9988820556175,5,5,2,0.4,1,0.125,0.777777777777778,0.777777777777778,0.783549783549784,0.666666666666667,0.666666666666667,0.674825174825175
"Setting5_async",20,2,2.23606797749979,5,5,2,0.4,1,0.125,0.777777777777778,0.777777777777778,0.783549783549784,0.666666666666667,0.666666666666667,0.674825174825175
"Setting5_async",20,3,1.02,2,5,2,1,9,0.125,0.555555555555556,0.555555555555556,0.549339549339549,0.611111111111111,0.611111111111111,0.613442113442113
"Setting5_async",20,3,1.14103247394714,2,5,2,1,9,8,0.555555555555556,0.555555555555556,0.549339549339549,0.555555555555556,0.555555555555556,0.555555555555556
"Setting5_async",20,3,1.27642657509994,2,5,2,1,11,8,0.611111111111111,0.611111111111111,0.61025641025641,0.833333333333333,0.833333333333333,0.837218337218337
"Setting5_async",20,3,1.42788644391977,4,5,2,0.5,5,4,0.777777777777778,0.777777777777778,0.772338772338772,0.888888888888889,0.888888888888889,0.891774891774892
"Setting5_async",20,3,1.59731843296212,5,5,2,0.4,11,8,0.722222222222222,0.722222222222222,0.712820512820513,0.722222222222222,0.722222222222222,0.713064713064713
"Setting5_async",20,3,1.78685510121975,5,5,2,0.4,11,8,0.722222222222222,0.722222222222222,0.712820512820513,0.722222222222222,0.722222222222222,0.713064713064713
"Setting5_async",20,3,1.9988820556175,5,5,2,0.4,11,8,0.722222222222222,0.722222222222222,0.712820512820513,0.722222222222222,0.722222222222222,0.713064713064713
"Setting5_async",20,3,2.23606797749979,5,5,2,0.4,11,8,0.722222222222222,0.722222222222222,0.712820512820513,0.722222222222222,0.722222222222222,0.713064713064713
"Setting5_async",20,4,1.02,2,5,2,1,11,0.125,0.777777777777778,0.777777777777778,0.774603174603175,0.777777777777778,0.777777777777778,0.775757575757576
"Setting5_async",20,4,1.14103247394714,2,5,2,1,7,0.125,0.722222222222222,0.722222222222222,0.715151515151515,0.777777777777778,0.777777777777778,0.772338772338772
"Setting5_async",20,4,1.27642657509994,2,5,2,1,1,8,0.777777777777778,0.777777777777778,0.772338772338772,0.666666666666667,0.666666666666667,0.642424242424242
"Setting5_async",20,4,1.42788644391977,3,5,2,0.666666666666667,1,4,0.833333333333333,0.833333333333333,0.830769230769231,0.833333333333333,0.833333333333333,0.815628815628816
"Setting5_async",20,4,1.59731843296212,5,5,2,0.4,1,8,0.833333333333333,0.833333333333333,0.830769230769231,0.833333333333333,0.833333333333333,0.830769230769231
"Setting5_async",20,4,1.78685510121975,5,5,2,0.4,1,8,0.833333333333333,0.833333333333333,0.830769230769231,0.833333333333333,0.833333333333333,0.830769230769231
"Setting5_async",20,4,1.9988820556175,5,5,2,0.4,1,8,0.833333333333333,0.833333333333333,0.830769230769231,0.833333333333333,0.833333333333333,0.830769230769231
"Setting5_async",20,4,2.23606797749979,5,5,2,0.4,1,8,0.833333333333333,0.833333333333333,0.830769230769231,0.833333333333333,0.833333333333333,0.830769230769231
"Setting5_async",20,5,1.02,2,5,2,1,11,0.25,0.833333333333333,0.833333333333333,0.836363636363636,0.777777777777778,0.777777777777778,0.766666666666667
"Setting5_async",20,5,1.14103247394714,2,5,2,1,7,0.125,0.777777777777778,0.777777777777778,0.775252525252525,0.777777777777778,0.777777777777778,0.766666666666667
"Setting5_async",20,5,1.27642657509994,2,5,2,1,7,2,0.777777777777778,0.777777777777778,0.775252525252525,0.777777777777778,0.777777777777778,0.766666666666667
"Setting5_async",20,5,1.42788644391977,5,5,2,0.4,1,8,0.833333333333333,0.833333333333333,0.830769230769231,0.777777777777778,0.777777777777778,0.764102564102564
"Setting5_async",20,5,1.59731843296212,5,5,2,0.4,11,8,0.722222222222222,0.722222222222222,0.716666666666667,0.833333333333333,0.833333333333333,0.827894327894328
"Setting5_async",20,5,1.78685510121975,5,5,2,0.4,11,8,0.722222222222222,0.722222222222222,0.716666666666667,0.833333333333333,0.833333333333333,0.827894327894328
"Setting5_async",20,5,1.9988820556175,5,5,2,0.4,11,8,0.722222222222222,0.722222222222222,0.716666666666667,0.833333333333333,0.833333333333333,0.827894327894328
"Setting5_async",20,5,2.23606797749979,5,5,2,0.4,11,8,0.722222222222222,0.722222222222222,0.716666666666667,0.833333333333333,0.833333333333333,0.827894327894328
"Setting6_async",1,1,1.02,2,10,2,1,3,4,0.666666666666667,0.666666666666667,0.66977466977467,0.777777777777778,0.777777777777778,0.776612276612277
"Setting6_async",1,1,1.19894744691887,2,10,2,1,7,1,0.888888888888889,0.888888888888889,0.888500388500388,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",1,1,1.40928919654242,2,10,2,1,1,1,0.888888888888889,0.888888888888889,0.888500388500388,0.888888888888889,0.888888888888889,0.882051282051282
"Setting6_async",1,1,1.65653302369106,10,10,3,0.3,1,8,0.888888888888889,0.888888888888889,0.888500388500388,0.833333333333333,0.833333333333333,0.815628815628816
"Setting6_async",1,1,1.94715297989332,10,10,3,0.3,1,8,0.888888888888889,0.888888888888889,0.888500388500388,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",1,1,2.28875891568977,10,10,3,0.3,1,8,0.888888888888889,0.888888888888889,0.888500388500388,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",1,1,2.69029574370495,10,10,3,0.3,1,8,0.888888888888889,0.888888888888889,0.888500388500388,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",1,1,3.16227766016838,10,10,3,0.3,1,8,0.888888888888889,0.888888888888889,0.888500388500388,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",1,2,1.02,2,10,2,1,9,8,0.833333333333333,0.833333333333333,0.83015873015873,0.777777777777778,0.777777777777778,0.783549783549784
"Setting6_async",1,2,1.19894744691887,2,10,2,1,9,8,0.833333333333333,0.833333333333333,0.83015873015873,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",1,2,1.40928919654242,3,10,3,1,1,0.5,0.888888888888889,0.888888888888889,0.888500388500388,0.888888888888889,0.888888888888889,0.888888888888889
"Setting6_async",1,2,1.65653302369106,10,10,3,0.3,1,8,0.833333333333333,0.833333333333333,0.83015873015873,0.888888888888889,0.888888888888889,0.888500388500388
"Setting6_async",1,2,1.94715297989332,10,10,3,0.3,1,4,0.833333333333333,0.833333333333333,0.83015873015873,0.833333333333333,0.833333333333333,0.836363636363636
"Setting6_async",1,2,2.28875891568977,10,10,3,0.3,1,4,0.833333333333333,0.833333333333333,0.83015873015873,0.833333333333333,0.833333333333333,0.836363636363636
"Setting6_async",1,2,2.69029574370495,10,10,3,0.3,1,4,0.833333333333333,0.833333333333333,0.83015873015873,0.833333333333333,0.833333333333333,0.836363636363636
"Setting6_async",1,2,3.16227766016838,10,10,3,0.3,1,4,0.833333333333333,0.833333333333333,0.83015873015873,0.833333333333333,0.833333333333333,0.836363636363636
"Setting6_async",1,3,1.02,2,10,2,1,7,0.5,0.777777777777778,0.777777777777778,0.772338772338772,0.833333333333333,0.833333333333333,0.827894327894328
"Setting6_async",1,3,1.19894744691887,2,10,2,1,7,8,0.944444444444444,0.944444444444444,0.944055944055944,0.777777777777778,0.777777777777778,0.763492063492063
"Setting6_async",1,3,1.40928919654242,2,10,2,1,1,4,0.888888888888889,0.888888888888889,0.891774891774892,0.888888888888889,0.888888888888889,0.888888888888889
"Setting6_async",1,3,1.65653302369106,10,10,3,0.3,1,2,0.888888888888889,0.888888888888889,0.891774891774892,0.833333333333333,0.833333333333333,0.832167832167832
"Setting6_async",1,3,1.94715297989332,10,10,3,0.3,1,2,0.888888888888889,0.888888888888889,0.891774891774892,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",1,3,2.28875891568977,10,10,3,0.3,1,2,0.888888888888889,0.888888888888889,0.891774891774892,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",1,3,2.69029574370495,10,10,3,0.3,1,2,0.888888888888889,0.888888888888889,0.891774891774892,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",1,3,3.16227766016838,10,10,3,0.3,1,2,0.888888888888889,0.888888888888889,0.891774891774892,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",1,4,1.02,2,10,2,1,7,0.125,0.888888888888889,0.888888888888889,0.885714285714286,0.777777777777778,0.777777777777778,0.779487179487179
"Setting6_async",1,4,1.19894744691887,2,10,2,1,1,0.5,0.777777777777778,0.777777777777778,0.75,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",1,4,1.40928919654242,2,10,2,1,3,1,0.833333333333333,0.833333333333333,0.830769230769231,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",1,4,1.65653302369106,10,10,3,0.3,3,0.5,0.833333333333333,0.833333333333333,0.830769230769231,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",1,4,1.94715297989332,10,10,3,0.3,3,0.5,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",1,4,2.28875891568977,10,10,3,0.3,3,0.5,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",1,4,2.69029574370495,10,10,3,0.3,3,0.5,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",1,4,3.16227766016838,10,10,3,0.3,3,0.5,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",1,5,1.02,2,10,2,1,7,0.125,0.888888888888889,0.888888888888889,0.891774891774892,0.777777777777778,0.777777777777778,0.764102564102564
"Setting6_async",1,5,1.19894744691887,2,10,2,1,9,1,0.888888888888889,0.888888888888889,0.891774891774892,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",1,5,1.40928919654242,2,10,2,1,5,2,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.888888888888889
"Setting6_async",1,5,1.65653302369106,10,10,3,0.3,1,1,1,1,1,0.833333333333333,0.833333333333333,0.832167832167832
"Setting6_async",1,5,1.94715297989332,10,10,3,0.3,1,0.5,1,1,1,0.777777777777778,0.777777777777778,0.772338772338772
"Setting6_async",1,5,2.28875891568977,10,10,3,0.3,1,0.5,1,1,1,0.777777777777778,0.777777777777778,0.772338772338772
"Setting6_async",1,5,2.69029574370495,10,10,3,0.3,1,0.5,1,1,1,0.777777777777778,0.777777777777778,0.772338772338772
"Setting6_async",1,5,3.16227766016838,10,10,3,0.3,1,0.5,1,1,1,0.777777777777778,0.777777777777778,0.772338772338772
"Setting6_async",2,1,1.02,2,10,2,1,9,0.125,0.722222222222222,0.722222222222222,0.692592592592593,0.833333333333333,0.833333333333333,0.827894327894328
"Setting6_async",2,1,1.19894744691887,2,10,2,1,3,0.5,0.777777777777778,0.777777777777778,0.741025641025641,0.833333333333333,0.833333333333333,0.827894327894328
"Setting6_async",2,1,1.40928919654242,3,10,3,1,11,0.125,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,0.833333333333333,0.822222222222222
"Setting6_async",2,1,1.65653302369106,10,10,3,0.3,5,4,0.888888888888889,0.888888888888889,0.885714285714286,0.833333333333333,0.833333333333333,0.837218337218337
"Setting6_async",2,1,1.94715297989332,10,10,3,0.3,5,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",2,1,2.28875891568977,10,10,3,0.3,5,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",2,1,2.69029574370495,10,10,3,0.3,5,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",2,1,3.16227766016838,10,10,3,0.3,5,8,0.888888888888889,0.888888888888889,0.885714285714286,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",2,2,1.02,2,10,2,1,3,0.5,0.722222222222222,0.722222222222222,0.715151515151515,0.777777777777778,0.777777777777778,0.76969696969697
"Setting6_async",2,2,1.19894744691887,2,10,2,1,1,4,0.722222222222222,0.722222222222222,0.715151515151515,0.722222222222222,0.722222222222222,0.713064713064713
"Setting6_async",2,2,1.40928919654242,2,10,2,1,11,4,0.777777777777778,0.777777777777778,0.774603174603175,0.777777777777778,0.777777777777778,0.774603174603175
"Setting6_async",2,2,1.65653302369106,10,10,3,0.3,7,8,0.777777777777778,0.777777777777778,0.774603174603175,0.666666666666667,0.666666666666667,0.679365079365079
"Setting6_async",2,2,1.94715297989332,10,10,3,0.3,9,8,0.777777777777778,0.777777777777778,0.774603174603175,0.888888888888889,0.888888888888889,0.888500388500388
"Setting6_async",2,2,2.28875891568977,10,10,3,0.3,9,8,0.777777777777778,0.777777777777778,0.774603174603175,0.888888888888889,0.888888888888889,0.888500388500388
"Setting6_async",2,2,2.69029574370495,10,10,3,0.3,9,8,0.777777777777778,0.777777777777778,0.774603174603175,0.888888888888889,0.888888888888889,0.888500388500388
"Setting6_async",2,2,3.16227766016838,10,10,3,0.3,9,8,0.777777777777778,0.777777777777778,0.774603174603175,0.888888888888889,0.888888888888889,0.888500388500388
"Setting6_async",2,3,1.02,2,10,2,1,1,0.125,0.777777777777778,0.777777777777778,0.772338772338772,0.722222222222222,0.722222222222222,0.725330225330225
"Setting6_async",2,3,1.19894744691887,2,10,2,1,9,8,0.833333333333333,0.833333333333333,0.830769230769231,0.833333333333333,0.833333333333333,0.827894327894328
"Setting6_async",2,3,1.40928919654242,2,10,2,1,1,8,0.888888888888889,0.888888888888889,0.888500388500388,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",2,3,1.65653302369106,10,10,3,0.3,11,8,0.777777777777778,0.777777777777778,0.772338772338772,1,1,1
"Setting6_async",2,3,1.94715297989332,10,10,3,0.3,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",2,3,2.28875891568977,10,10,3,0.3,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",2,3,2.69029574370495,10,10,3,0.3,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",2,3,3.16227766016838,10,10,3,0.3,1,8,0.944444444444444,0.944444444444444,0.944055944055944,0.944444444444444,0.944444444444444,0.944055944055944
"Setting6_async",2,4,1.02,2,10,2,1,11,0.125,0.777777777777778,0.777777777777778,0.774603174603175,0.777777777777778,0.777777777777778,0.768009768009768
"Setting6_async",2,4,1.19894744691887,2,10,2,1,11,0.125,0.777777777777778,0.777777777777778,0.774603174603175,0.833333333333333,0.833333333333333,0.822222222222222
"Setting6_async",2,4,1.40928919654242,2,10,2,1,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",2,4,1.65653302369106,10,10,3,0.3,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.882051282051282
"Setting6_async",2,4,1.94715297989332,10,10,3,0.3,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",2,4,2.28875891568977,10,10,3,0.3,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",2,4,2.69029574370495,10,10,3,0.3,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",2,4,3.16227766016838,10,10,3,0.3,1,8,0.888888888888889,0.888888888888889,0.885714285714286,0.888888888888889,0.888888888888889,0.885714285714286
"Setting6_async",2,5,1.02,2,10,2,1,5,0.125,0.722222222222222,0.722222222222222,0.724183006535948,0.666666666666667,0.666666666666667,0.672979797979798
"Setting6_async",2,5,1.19894744691887,2,10,2,1,1,8,0.833333333333333,0.833333333333333,0.836363636363636,0.611111111111111,0.611111111111111,0.611111111111111
"Setting6_async",2,5,1.40928919654242,3,10,3,1,1,8,0.833333333333333,0.833333333333333,0.832167832167832,0.833333333333333,0.833333333333333,0.837218337218337
"Setting6_async",2,5,1.65653302369106,10,10,3,0.3,1,8,0.833333333333333,0.833333333333333,0.822222222222222,0.777777777777778,0.777777777777778,0.783333333333333
"Setting6_async",2,5,1.94715297989332,10,10,3,0.3,1,8,0.833333333333333,0.833333333333333,0.822222222222222,0.833333333333333,0.833333333333333,0.836363636363636
"Setting6_async",2,5,2.28875891568977,10,10,3,0.3,1,8,0.833333333333333,0.833333333333333,0.822222222222222,0.833333333333333,0.833333333333333,0.836363636363636
