"dataset","seed","fold","n_var","n_info_included","k_sel","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier"
"Setting5",3,4,3,2,5,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,0.234267252543493,0.16
"Setting5",3,4,4,2,9,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,0.423639938999122,0.300411522633745
"Setting5",3,4,5,2,1,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting5",3,5,1,1,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",3,5,2,2,3,1,1,1,1,1,1,1,NA,0,0
"Setting5",3,5,3,2,5,1,1,1,1,1,1,1,NA,0.106345858488268,0.0533333333333333
"Setting5",3,5,4,2,1,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting5",3,5,5,2,9,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,0.222782592761477,0.13443072702332
"Setting5",4,1,1,1,9,0.888888888888889,0.888888888888889,0.896825396825397,0.888888888888889,0.888500388500388,0.888888888888889,0.833333333333333,NA,0.315411746074394,0.196159122085048
"Setting5",4,1,2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,1,3,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting5",4,1,4,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting5",4,1,5,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting5",4,2,1,1,11,0.611111111111111,0.611111111111111,0.751515151515151,0.611111111111111,0.605169340463458,0.611111111111111,0.416666666666667,NA,2.40581564253547,0.451790633608815
"Setting5",4,2,2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,2,3,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,2,4,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting5",4,2,5,2,1,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting5",4,3,1,1,11,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,2.19170843595458,0.280073461891644
"Setting5",4,3,2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,3,3,2,3,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,0.144593871413577,0.0987654320987654
"Setting5",4,3,4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,3,5,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,4,1,1,5,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.192173602449186,0.115555555555556
"Setting5",4,4,2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,4,3,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,4,4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,4,5,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,5,1,1,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting5",4,5,2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,5,3,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,5,4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",4,5,5,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",5,1,1,1,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting5",5,1,2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting5",5,1,3,2,5,1,1,1,1,1,1,1,NA,0.106345858488268,0.0533333333333333
"Setting5",5,1,4,2,11,1,1,1,1,1,1,1,NA,0.204993450379593,0.111111111111111
