"dataset","seed","fold","n_var","n_info_included","k_sel","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier"
"Setting6_async",18,1,5,3,3,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,4.05635671306926,0.358024691358025
"Setting6_async",18,1,6,3,9,0.777777777777778,0.777777777777778,0.821428571428571,0.777777777777778,0.764346764346764,0.777777777777778,0.666666666666667,NA,2.319307565676,0.36076817558299
"Setting6_async",18,1,7,3,1,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting6_async",18,1,8,3,5,0.777777777777778,0.777777777777778,0.821428571428571,0.777777777777778,0.764346764346764,0.777777777777778,0.666666666666667,NA,2.28195986119947,0.324444444444444
"Setting6_async",18,1,9,3,1,0.666666666666667,0.666666666666667,0.672222222222222,0.666666666666667,0.648484848484848,0.666666666666667,0.5,NA,11.5129254649702,0.666666666666667
"Setting6_async",18,1,10,3,11,0.611111111111111,0.611111111111111,0.7,0.611111111111111,0.583333333333333,0.611111111111111,0.416666666666667,NA,2.42516987259792,0.447199265381084
"Setting6_async",18,2,1,1,3,0.777777777777778,0.777777777777778,0.819444444444444,0.777777777777778,0.782539682539683,0.777777777777778,0.666666666666667,NA,2.16950047695775,0.296296296296296
"Setting6_async",18,2,2,2,1,0.833333333333333,0.833333333333333,0.849206349206349,0.833333333333333,0.837218337218337,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting6_async",18,2,3,3,1,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting6_async",18,2,4,3,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting6_async",18,2,5,3,3,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,0.189645550092262,0.135802469135802
"Setting6_async",18,2,6,3,1,0.777777777777778,0.777777777777778,0.808333333333333,0.777777777777778,0.783549783549784,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting6_async",18,2,7,3,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting6_async",18,2,8,3,5,0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,0.830769230769231,0.833333333333333,0.75,NA,0.481558813861039,0.315555555555556
"Setting6_async",18,2,9,3,11,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.763492063492063,0.777777777777778,0.666666666666667,NA,0.479450201642705,0.287419651056015
"Setting6_async",18,2,10,3,9,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.548900763701867,0.336076817558299
"Setting6_async",18,3,1,1,1,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting6_async",18,3,2,2,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.17366321273383,0.111111111111111
"Setting6_async",18,3,3,3,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting6_async",18,3,4,3,5,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,0.415361575842851,0.266666666666667
"Setting6_async",18,3,5,3,5,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,0.341930695843833,0.204444444444444
"Setting6_async",18,3,6,3,1,0.722222222222222,0.722222222222222,0.722222222222222,0.722222222222222,0.707936507936508,0.722222222222222,0.583333333333333,NA,9.59410455414186,0.555555555555556
"Setting6_async",18,3,7,3,1,0.777777777777778,0.777777777777778,0.774603174603175,0.777777777777778,0.772338772338772,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting6_async",18,3,8,3,5,0.777777777777778,0.777777777777778,0.822222222222222,0.777777777777778,0.775757575757576,0.777777777777778,0.666666666666667,NA,0.39056784791905,0.253333333333333
"Setting6_async",18,3,9,3,1,0.666666666666667,0.666666666666667,0.672222222222222,0.666666666666667,0.648484848484848,0.666666666666667,0.5,NA,11.5129254649702,0.666666666666667
"Setting6_async",18,3,10,3,1,0.611111111111111,0.611111111111111,0.618518518518519,0.611111111111111,0.597979797979798,0.611111111111111,0.416666666666667,NA,13.4317463757986,0.777777777777778
"Setting6_async",18,4,1,1,5,0.777777777777778,0.777777777777778,0.866666666666667,0.777777777777778,0.783333333333333,0.777777777777778,0.666666666666667,NA,4.17957251750058,0.431111111111111
"Setting6_async",18,4,2,2,1,0.888888888888889,0.888888888888889,0.904761904761905,0.888888888888889,0.882051282051282,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting6_async",18,4,3,3,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting6_async",18,4,4,3,5,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.891774891774892,0.888888888888889,0.833333333333333,NA,0.243078643108861,0.155555555555556
"Setting6_async",18,4,5,3,3,0.833333333333333,0.833333333333333,0.849206349206349,0.833333333333333,0.837218337218337,0.833333333333333,0.75,NA,0.250679566129379,0.17283950617284
"Setting6_async",18,4,6,3,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting6_async",18,4,7,3,1,0.777777777777778,0.777777777777778,0.791666666666667,0.777777777777778,0.771428571428571,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting6_async",18,4,8,3,3,0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,0.830769230769231,0.833333333333333,0.75,NA,0.363308762826091,0.234567901234568
"Setting6_async",18,4,9,3,1,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting6_async",18,4,10,3,1,0.666666666666667,0.666666666666667,0.722222222222222,0.666666666666667,0.679365079365079,0.666666666666667,0.5,NA,11.5129254649702,0.666666666666667
"Setting6_async",18,5,1,1,9,0.777777777777778,0.777777777777778,0.80952380952381,0.777777777777778,0.779487179487179,0.777777777777778,0.666666666666667,NA,4.18249244649245,0.381344307270233
"Setting6_async",18,5,2,2,3,0.777777777777778,0.777777777777778,0.841269841269841,0.777777777777778,0.741025641025641,0.777777777777778,0.666666666666667,NA,2.16950047695775,0.296296296296296
"Setting6_async",18,5,3,3,3,0.833333333333333,0.833333333333333,0.869047619047619,0.833333333333333,0.815628815628816,0.833333333333333,0.75,NA,0.228153726790037,0.17283950617284
"Setting6_async",18,5,4,3,3,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,2.10846646092063,0.234567901234568
"Setting6_async",18,5,5,3,3,0.888888888888889,0.888888888888889,0.904761904761905,0.888888888888889,0.882051282051282,0.888888888888889,0.833333333333333,NA,2.04743244488352,0.197530864197531
"Setting6_async",18,5,6,3,9,0.833333333333333,0.833333333333333,0.869047619047619,0.833333333333333,0.815628815628816,0.833333333333333,0.75,NA,0.436974406869241,0.241426611796982
"Setting6_async",18,5,7,3,1,0.888888888888889,0.888888888888889,0.904761904761905,0.888888888888889,0.882051282051282,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting6_async",18,5,8,3,1,0.888888888888889,0.888888888888889,0.896825396825397,0.888888888888889,0.888500388500388,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting6_async",18,5,9,3,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting6_async",18,5,10,3,7,0.777777777777778,0.777777777777778,0.841269841269841,0.777777777777778,0.741025641025641,0.777777777777778,0.666666666666667,NA,0.565123147629224,0.317460317460317
"Setting6_async",19,1,1,1,5,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,4.01741856014403,0.315555555555556
"Setting6_async",19,1,2,2,1,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting6_async",19,1,3,3,1,0.833333333333333,0.833333333333333,0.83015873015873,0.833333333333333,0.827894327894328,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting6_async",19,1,4,3,3,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,2.13099230025998,0.246913580246914
"Setting6_async",19,1,5,3,1,0.777777777777778,0.777777777777778,0.827380952380952,0.777777777777778,0.768009768009768,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting6_async",19,1,6,3,9,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.412428142853739,0.253772290809328
"Setting6_async",19,1,7,3,5,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.315819383107959,0.2
"Setting6_async",19,1,8,3,7,0.777777777777778,0.777777777777778,0.866666666666667,0.777777777777778,0.75,0.777777777777778,0.666666666666667,NA,0.373457172860803,0.229024943310658
"Setting6_async",19,1,9,3,9,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.364676342961764,0.197530864197531
"Setting6_async",19,1,10,3,5,0.777777777777778,0.777777777777778,0.866666666666667,0.777777777777778,0.75,0.777777777777778,0.666666666666667,NA,0.329533831881933,0.226666666666667
"Setting6_async",19,2,1,1,5,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.32821624706986,0.177777777777778
"Setting6_async",19,2,2,2,3,0.777777777777778,0.777777777777778,0.805555555555556,0.777777777777778,0.774603174603175,0.777777777777778,0.666666666666667,NA,2.14697463761841,0.271604938271605
"Setting6_async",19,2,3,3,1,0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,0.830769230769231,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting6_async",19,2,4,3,3,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,0.295731244808064,0.209876543209877
"Setting6_async",19,2,5,3,5,0.666666666666667,0.666666666666667,0.678571428571429,0.666666666666667,0.661538461538462,0.666666666666667,0.5,NA,0.453869752540626,0.333333333333333
"Setting6_async",19,2,6,3,11,0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,0.830769230769231,0.833333333333333,0.75,NA,0.394973925709641,0.241505968778696
"Setting6_async",19,2,7,3,11,0.777777777777778,0.777777777777778,0.774603174603175,0.777777777777778,0.772338772338772,0.777777777777778,0.666666666666667,NA,0.414686224336831,0.245179063360882
"Setting6_async",19,2,8,3,9,0.833333333333333,0.833333333333333,0.849206349206349,0.833333333333333,0.837218337218337,0.833333333333333,0.75,NA,0.466905957045779,0.294924554183813
"Setting6_async",19,2,9,3,7,0.722222222222222,0.722222222222222,0.707936507936508,0.722222222222222,0.711732711732712,0.722222222222222,0.583333333333333,NA,0.427528154152345,0.26984126984127
"Setting6_async",19,2,10,3,7,0.777777777777778,0.777777777777778,0.793650793650794,0.777777777777778,0.781662781662782,0.777777777777778,0.666666666666667,NA,0.415378754098744,0.258503401360544
"Setting6_async",19,3,1,1,3,0.666666666666667,0.666666666666667,0.708333333333333,0.666666666666667,0.671428571428571,0.666666666666667,0.5,NA,5.98461645927515,0.481481481481482
"Setting6_async",19,3,2,2,3,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.891774891774892,0.888888888888889,0.833333333333333,NA,3.90521933967477,0.259259259259259
"Setting6_async",19,3,3,3,1,0.888888888888889,0.888888888888889,0.896825396825397,0.888888888888889,0.888500388500388,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting6_async",19,3,4,3,3,0.777777777777778,0.777777777777778,0.822222222222222,0.777777777777778,0.775757575757576,0.777777777777778,0.666666666666667,NA,4.07233905042769,0.345679012345679
"Setting6_async",19,3,5,3,9,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.836363636363636,0.833333333333333,0.75,NA,4.12121096654704,0.347050754458162
"Setting6_async",19,3,6,3,11,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.836363636363636,0.833333333333333,0.75,NA,4.19208147734742,0.392102846648301
"Setting6_async",19,3,7,3,5,0.666666666666667,0.666666666666667,0.7,0.666666666666667,0.65,0.666666666666667,0.5,NA,4.17598704410404,0.413333333333333
"Setting6_async",19,3,8,3,9,0.611111111111111,0.611111111111111,0.723809523809524,0.611111111111111,0.5503663003663,0.611111111111111,0.416666666666667,NA,4.25480095386272,0.46639231824417
"Setting6_async",19,3,9,3,9,0.666666666666667,0.666666666666667,0.765151515151515,0.666666666666667,0.657516339869281,0.666666666666667,0.5,NA,4.26764049391624,0.458161865569273
"Setting6_async",19,3,10,3,9,0.722222222222222,0.722222222222222,0.8,0.722222222222222,0.714646464646465,0.722222222222222,0.583333333333333,NA,2.37674340845242,0.366255144032922
"Setting6_async",19,4,1,1,9,0.777777777777778,0.777777777777778,0.827380952380952,0.777777777777778,0.768009768009768,0.777777777777778,0.666666666666667,NA,0.421682209510729,0.283950617283951
"Setting6_async",19,4,2,2,1,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting6_async",19,4,3,3,5,1,1,1,1,1,1,1,NA,0.118742722450168,0.0577777777777778
"Setting6_async",19,4,4,3,5,1,1,1,1,1,1,1,NA,0.175501125090834,0.0933333333333333
"Setting6_async",19,4,5,3,7,0.888888888888889,0.888888888888889,0.904761904761905,0.888888888888889,0.882051282051282,0.888888888888889,0.833333333333333,NA,0.415821430190365,0.233560090702948
"Setting6_async",19,4,6,3,9,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.448213055011267,0.246913580246914
"Setting6_async",19,4,7,3,7,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,0.411988492885534,0.229024943310658
"Setting6_async",19,4,8,3,3,0.777777777777778,0.777777777777778,0.791666666666667,0.777777777777778,0.771428571428571,0.777777777777778,0.666666666666667,NA,2.28212967365446,0.358024691358025
"Setting6_async",19,4,9,3,11,0.833333333333333,0.833333333333333,0.83015873015873,0.833333333333333,0.827894327894328,0.833333333333333,0.75,NA,0.539902722361005,0.312213039485767
"Setting6_async",19,4,10,3,11,0.777777777777778,0.777777777777778,0.774603174603175,0.777777777777778,0.772338772338772,0.777777777777778,0.666666666666667,NA,0.549589021646826,0.332415059687787
"Setting6_async",19,5,1,1,1,0.611111111111111,0.611111111111111,0.68452380952381,0.611111111111111,0.614163614163614,0.611111111111111,0.416666666666667,NA,13.4317463757986,0.777777777777778
"Setting6_async",19,5,2,2,1,0.777777777777778,0.777777777777778,0.866666666666667,0.777777777777778,0.775252525252525,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting6_async",19,5,3,3,7,0.777777777777778,0.777777777777778,0.827380952380952,0.777777777777778,0.768009768009768,0.777777777777778,0.666666666666667,NA,2.33688708627624,0.374149659863946
"Setting6_async",19,5,4,3,9,0.666666666666667,0.666666666666667,0.75,0.666666666666667,0.642857142857143,0.666666666666667,0.5,NA,0.575024776301908,0.392318244170096
"Setting6_async",19,5,5,3,9,0.666666666666667,0.666666666666667,0.75,0.666666666666667,0.642857142857143,0.666666666666667,0.5,NA,0.527767904226531,0.34156378600823
"Setting6_async",19,5,6,3,7,0.611111111111111,0.611111111111111,0.437229437229437,0.611111111111111,0.503770739064857,0.611111111111111,0.416666666666667,NA,0.611752574892448,0.433106575963719
"Setting6_async",19,5,7,3,5,0.666666666666667,0.666666666666667,0.785714285714286,0.666666666666667,0.611263736263736,0.666666666666667,0.5,NA,0.584059035180309,0.404444444444444
"Setting6_async",19,5,8,3,9,0.611111111111111,0.611111111111111,0.437229437229437,0.611111111111111,0.503770739064857,0.611111111111111,0.416666666666667,NA,0.734000093162422,0.502057613168724
"Setting6_async",19,5,9,3,11,0.611111111111111,0.611111111111111,0.762626262626263,0.611111111111111,0.569094304388422,0.611111111111111,0.416666666666667,NA,0.735712522517819,0.489439853076217
"Setting6_async",19,5,10,3,9,0.611111111111111,0.611111111111111,0.437229437229437,0.611111111111111,0.503770739064857,0.611111111111111,0.416666666666667,NA,0.772531413187153,0.513031550068587
"Setting6_async",20,1,1,1,7,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,2.15604022688518,0.210884353741497
"Setting6_async",20,1,2,2,1,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting6_async",20,1,3,3,5,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.891774891774892,0.888888888888889,0.833333333333333,NA,0.255475507070762,0.137777777777778
"Setting6_async",20,1,4,3,1,0.777777777777778,0.777777777777778,0.774603174603175,0.777777777777778,0.772338772338772,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting6_async",20,1,5,3,9,0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,0.830769230769231,0.833333333333333,0.75,NA,0.356544648933526,0.203017832647462
"Setting6_async",20,1,6,3,7,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.308837683427154,0.160997732426304
"Setting6_async",20,1,7,3,11,0.888888888888889,0.888888888888889,0.904761904761905,0.888888888888889,0.882051282051282,0.888888888888889,0.833333333333333,NA,0.414789200372904,0.222222222222222
"Setting6_async",20,1,8,3,7,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,0.388564601498783,0.201814058956916
"Setting6_async",20,1,9,3,1,0.777777777777778,0.777777777777778,0.793650793650794,0.777777777777778,0.781662781662782,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting6_async",20,1,10,3,11,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,0.474016372426379,0.25068870523416
"Setting6_async",20,2,1,1,9,0.722222222222222,0.722222222222222,0.746031746031746,0.722222222222222,0.73038073038073,0.722222222222222,0.583333333333333,NA,0.477295096195687,0.322359396433471
"Setting6_async",20,2,2,2,1,0.777777777777778,0.777777777777778,0.793650793650794,0.777777777777778,0.781662781662782,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting6_async",20,2,3,3,5,0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,0.830769230769231,0.833333333333333,0.75,NA,0.354327559805734,0.222222222222222
"Setting6_async",20,2,4,3,9,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.666666666666667,NA,0.50882753828372,0.322359396433471
"Setting6_async",20,2,5,3,5,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,0.452552167728553,0.293333333333333
"Setting6_async",20,2,6,3,7,0.722222222222222,0.722222222222222,0.768518518518518,0.722222222222222,0.725252525252525,0.722222222222222,0.583333333333333,NA,0.482708808208472,0.306122448979592
"Setting6_async",20,2,7,3,5,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,0.379121287729535,0.235555555555556
"Setting6_async",20,2,8,3,3,0.777777777777778,0.777777777777778,0.774603174603175,0.777777777777778,0.772338772338772,0.777777777777778,0.666666666666667,NA,0.356765260845181,0.259259259259259
"Setting6_async",20,2,9,3,7,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.836363636363636,0.833333333333333,0.75,NA,0.497373560754831,0.321995464852608
"Setting6_async",20,2,10,3,5,0.777777777777778,0.777777777777778,0.866666666666667,0.777777777777778,0.75,0.777777777777778,0.666666666666667,NA,0.50635254178484,0.333333333333333
"Setting6_async",20,3,1,1,3,0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,0.830769230769231,0.833333333333333,0.75,NA,5.93012594521894,0.432098765432099
"Setting6_async",20,3,2,2,9,0.888888888888889,0.888888888888889,0.904761904761905,0.888888888888889,0.882051282051282,0.888888888888889,0.833333333333333,NA,0.179814033946719,0.0946502057613169
"Setting6_async",20,3,3,3,9,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.250706418126022,0.131687242798354
"Setting6_async",20,3,4,3,7,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,0.320531707524968,0.192743764172336
"Setting6_async",20,3,5,3,9,0.888888888888889,0.888888888888889,0.904761904761905,0.888888888888889,0.882051282051282,0.888888888888889,0.833333333333333,NA,0.345725533556164,0.203017832647462
"Setting6_async",20,3,6,3,9,0.888888888888889,0.888888888888889,0.904761904761905,0.888888888888889,0.882051282051282,0.888888888888889,0.833333333333333,NA,0.394805361723001,0.237311385459534
"Setting6_async",20,3,7,3,7,0.833333333333333,0.833333333333333,0.83015873015873,0.833333333333333,0.827894327894328,0.833333333333333,0.75,NA,0.35364189819754,0.204081632653061
"Setting6_async",20,3,8,3,5,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.307958296314976,0.177777777777778
"Setting6_async",20,3,9,3,5,0.888888888888889,0.888888888888889,0.896825396825397,0.888888888888889,0.888500388500388,0.888888888888889,0.833333333333333,NA,0.353009974993661,0.213333333333333
"Setting6_async",20,3,10,3,5,0.722222222222222,0.722222222222222,0.716666666666667,0.722222222222222,0.70995670995671,0.722222222222222,0.583333333333333,NA,0.398061653672346,0.253333333333333
"Setting6_async",20,4,1,1,5,0.777777777777778,0.777777777777778,0.782539682539683,0.777777777777778,0.776612276612277,0.777777777777778,0.666666666666667,NA,0.440155303766652,0.266666666666667
"Setting6_async",20,4,2,2,3,0.777777777777778,0.777777777777778,0.827380952380952,0.777777777777778,0.768009768009768,0.777777777777778,0.666666666666667,NA,2.12444879827907,0.246913580246914
"Setting6_async",20,4,3,3,11,0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,0.830769230769231,0.833333333333333,0.75,NA,2.24473120868146,0.289256198347107
"Setting6_async",20,4,4,3,9,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,2.27198799841285,0.300411522633745
"Setting6_async",20,4,5,3,5,0.777777777777778,0.777777777777778,0.822222222222222,0.777777777777778,0.775757575757576,0.777777777777778,0.666666666666667,NA,2.26502722006866,0.32
"Setting6_async",20,4,6,3,11,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,0.546296067824661,0.307621671258035
"Setting6_async",20,4,7,3,1,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting6_async",20,4,8,3,1,0.722222222222222,0.722222222222222,0.777777777777778,0.722222222222222,0.711111111111111,0.722222222222222,0.583333333333333,NA,9.59410455414186,0.555555555555556
"Setting6_async",20,4,9,3,1,0.666666666666667,0.666666666666667,0.688888888888889,0.666666666666667,0.64057239057239,0.666666666666667,0.5,NA,11.5129254649702,0.666666666666667
"Setting6_async",20,4,10,3,3,0.722222222222222,0.722222222222222,0.783333333333333,0.722222222222222,0.716666666666667,0.722222222222222,0.583333333333333,NA,4.08832138778612,0.37037037037037
"Setting6_async",20,5,1,1,5,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,3.95997001750344,0.288888888888889
"Setting6_async",20,5,2,2,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.9863984288464,0.148148148148148
"Setting6_async",20,5,3,3,9,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.292380535455664,0.200274348422497
"Setting6_async",20,5,4,3,7,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.274334512890575,0.17687074829932
"Setting6_async",20,5,5,3,7,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.354764270826291,0.215419501133787
"Setting6_async",20,5,6,3,9,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.441497484173992,0.264746227709191
"Setting6_async",20,5,7,3,11,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.456468986347575,0.269972451790634
"Setting6_async",20,5,8,3,7,0.777777777777778,0.777777777777778,0.866666666666667,0.777777777777778,0.775252525252525,0.777777777777778,0.666666666666667,NA,2.24747386891879,0.303854875283447
"Setting6_async",20,5,9,3,11,0.777777777777778,0.777777777777778,0.866666666666667,0.777777777777778,0.75,0.777777777777778,0.666666666666667,NA,0.439232488352333,0.264462809917355
"Setting6_async",20,5,10,3,3,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,3.98877919505123,0.320987654320988
"Shape_noise",1,1,1,1,1,1,1,1,1,1,1,1,NA,0,0
"Shape_noise",1,1,2,2,1,1,1,1,1,1,1,1,NA,0,0
"Shape_noise",1,1,3,2,1,1,1,1,1,1,1,1,NA,0,0
"Shape_noise",1,1,4,2,11,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.294970688373933,0.157943067033976
"Shape_noise",1,1,5,2,5,1,1,1,1,1,1,1,NA,0.118742722450168,0.0533333333333333
"Shape_noise",1,2,1,1,1,1,1,1,1,1,1,1,NA,0,0
"Shape_noise",1,2,2,2,1,1,1,1,1,1,1,1,NA,0,0
"Shape_noise",1,2,3,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Shape_noise",1,2,4,2,1,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Shape_noise",1,2,5,2,11,1,1,1,1,1,1,1,NA,0.216286310221938,0.100091827364555
"Shape_noise",1,3,1,1,1,1,1,1,1,1,1,1,NA,0,0
"Shape_noise",1,3,2,2,1,1,1,1,1,1,1,1,NA,0,0
