"dataset","method","family","needs_grid","seed","fold","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier","k_sel","gamma_sel","s_sel","n_sel","lambda","seconds","ok","error"
"Epilepsy","SFKmL-C(gaplab) + medoid","proposed",FALSE,3,5,0.528301886792453,0.523351648351648,0.503409090909091,0.523351648351648,0.503676470588235,0.528301886792453,0.36964795432921,NA,1.19724577334805,0.656945123704991,NA,NA,1.02,2,0.024390243902439,0.0232429504394531,TRUE,""
"Epilepsy","KmL3d-C (NC-Euclid)","distance",TRUE,3,5,0.60377358490566,0.610805860805861,0.613704004329004,0.610805860805861,0.60684350132626,0.60377358490566,0.472761724301279,NA,1.31766414723634,0.715509973855541,NA,NA,NA,NA,0.024390243902439,0.023298978805542,TRUE,""
"Epilepsy","1NN-Euclid","distance",TRUE,3,5,0.660377358490566,0.66025641025641,0.723333333333333,0.66025641025641,0.636602189233768,0.660377358490566,0.546362339514979,NA,11.7301504737433,0.679245283018868,1,NA,NA,3,0.024390243902439,0.00123214721679688,TRUE,""
"Epilepsy","1NN-DTW","distance",FALSE,3,5,1,1,1,1,1,1,1,NA,0,0,1,NA,NA,3,0.024390243902439,0.00148892402648926,TRUE,""
"Epilepsy","1NN-DDTW","distance",FALSE,3,5,0.962264150943396,0.958333333333333,0.96875,0.958333333333333,0.960606060606061,0.962264150943396,0.94952380952381,NA,1.17068335073138,0.639261166581995,1,NA,NA,NA,0.024390243902439,0.369030952453613,TRUE,""
"Epilepsy","NC-DBA","distance",FALSE,3,5,0.943396226415094,0.945054945054945,0.947619047619048,0.945054945054945,0.942917771883289,0.943396226415094,0.92453725676317,NA,1.20755749908044,0.655938671859107,NA,NA,NA,NA,0.024390243902439,0.260247945785522,TRUE,""
"Epilepsy","MaxDepth-MBD","depth",TRUE,3,5,0.339622641509434,0.333333333333333,0.24113475177305,0.333333333333333,0.225865209471767,0.339622641509434,0.107744107744108,NA,1.26716244755445,0.690397859302005,NA,NA,NA,NA,0.024390243902439,0.113492965698242,TRUE,""
"Epilepsy","MaxDepth-MBD (w)","depth",TRUE,3,5,0.30188679245283,0.291666666666667,0.236666666666667,0.291666666666667,0.176041666666667,0.30188679245283,0.0540279787747226,NA,1.27449624872279,0.693971524184958,NA,NA,NA,NA,0.024390243902439,0.142891883850098,TRUE,""
"Epilepsy","MaxDepth-MFHD","depth",TRUE,3,5,0.245283018867925,0.25,0.0613207547169811,0.25,0.0984848484848485,0.245283018867925,0,NA,34.5387763949107,1,NA,NA,NA,NA,0.024390243902439,0.0704829692840576,TRUE,""
"Epilepsy","DD-classifier","depth",TRUE,3,5,0.811320754716981,0.809752747252747,0.813702963702964,0.809752747252747,0.810070163331033,0.811320754716981,0.748098859315589,NA,0.782728279836202,0.454926624737946,NA,NA,NA,NA,0.024390243902439,10.4067850112915,TRUE,""
