"dataset","method","seed","fold","variable","w","informative"
"Epilepsy","DTW + medoid",12,3,"V02",1,NA
"Epilepsy","DTW + medoid",12,3,"V03",1,NA
"Epilepsy","Euclid + medoid",12,3,"V01",1,NA
"Epilepsy","Euclid + medoid",12,3,"V02",1,NA
"Epilepsy","Euclid + medoid",12,3,"V03",1,NA
"Epilepsy","SFKmL-C + medoid",12,3,"V01",0.0212080546091994,NA
"Epilepsy","SFKmL-C + medoid",12,3,"V02",0.990699187778011,NA
"Epilepsy","SFKmL-C + medoid",12,3,"V03",0.134407357520642,NA
"Epilepsy","SFKmL-C(dense) + mean",12,3,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + mean",12,3,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + mean",12,3,"V03",1,NA
"Epilepsy","MFKmL-C + mean",12,3,"V01",1,NA
"Epilepsy","MFKmL-C + mean",12,3,"V02",1,NA
"Epilepsy","MFKmL-C + mean",12,3,"V03",1,NA
"Epilepsy","DTW + DBA",12,3,"V01",1,NA
"Epilepsy","DTW + DBA",12,3,"V02",1,NA
"Epilepsy","DTW + DBA",12,3,"V03",1,NA
"Epilepsy","Euclid + centroid",12,3,"V01",1,NA
"Epilepsy","Euclid + centroid",12,3,"V02",1,NA
"Epilepsy","Euclid + centroid",12,3,"V03",1,NA
"Epilepsy","SFKmL-C + mean",12,3,"V01",0.0212080546091994,NA
"Epilepsy","SFKmL-C + mean",12,3,"V02",0.990699187778011,NA
"Epilepsy","SFKmL-C + mean",12,3,"V03",0.134407357520642,NA
"Epilepsy","SFKmL-C(dense) + kNN",12,3,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",12,3,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",12,3,"V03",1,NA
"Epilepsy","MFKmL-C + kNN",12,3,"V01",1,NA
"Epilepsy","MFKmL-C + kNN",12,3,"V02",1,NA
"Epilepsy","MFKmL-C + kNN",12,3,"V03",1,NA
"Epilepsy","DTW + kNN",12,3,"V01",1,NA
"Epilepsy","DTW + kNN",12,3,"V02",1,NA
"Epilepsy","DTW + kNN",12,3,"V03",1,NA
"Epilepsy","Euclid + kNN",12,3,"V01",1,NA
"Epilepsy","Euclid + kNN",12,3,"V02",1,NA
"Epilepsy","Euclid + kNN",12,3,"V03",1,NA
"Epilepsy","SFKmL-C + kNN",12,3,"V01",0.0212080546091994,NA
"Epilepsy","SFKmL-C + kNN",12,3,"V02",0.990699187778011,NA
"Epilepsy","SFKmL-C + kNN",12,3,"V03",0.134407357520642,NA
"Epilepsy","SFKmL-C(dense) + SVM",12,3,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",12,3,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",12,3,"V03",1,NA
"Epilepsy","MFKmL-C + SVM",12,3,"V01",1,NA
"Epilepsy","MFKmL-C + SVM",12,3,"V02",1,NA
"Epilepsy","MFKmL-C + SVM",12,3,"V03",1,NA
"Epilepsy","DTW + SVM",12,3,"V01",1,NA
"Epilepsy","DTW + SVM",12,3,"V02",1,NA
"Epilepsy","DTW + SVM",12,3,"V03",1,NA
"Epilepsy","Euclid + SVM",12,3,"V01",1,NA
"Epilepsy","Euclid + SVM",12,3,"V02",1,NA
"Epilepsy","Euclid + SVM",12,3,"V03",1,NA
"Epilepsy","SFKmL-C + SVM",12,3,"V01",0.0212080546091994,NA
"Epilepsy","SFKmL-C + SVM",12,3,"V02",0.990699187778011,NA
"Epilepsy","SFKmL-C + SVM",12,3,"V03",0.134407357520642,NA
"Epilepsy","SFKmL-C(dense) + kFDA",12,3,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",12,3,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",12,3,"V03",1,NA
"Epilepsy","MFKmL-C + kFDA",12,3,"V01",1,NA
"Epilepsy","MFKmL-C + kFDA",12,3,"V02",1,NA
"Epilepsy","MFKmL-C + kFDA",12,3,"V03",1,NA
"Epilepsy","DTW + kFDA",12,3,"V01",1,NA
"Epilepsy","DTW + kFDA",12,3,"V02",1,NA
"Epilepsy","DTW + kFDA",12,3,"V03",1,NA
"Epilepsy","Euclid + kFDA",12,3,"V01",1,NA
"Epilepsy","Euclid + kFDA",12,3,"V02",1,NA
"Epilepsy","Euclid + kFDA",12,3,"V03",1,NA
"Epilepsy","SFKmL-C + kFDA",12,3,"V01",0.0212080546091994,NA
"Epilepsy","SFKmL-C + kFDA",12,3,"V02",0.990699187778011,NA
"Epilepsy","SFKmL-C + kFDA",12,3,"V03",0.134407357520642,NA
"Epilepsy","SFKmL-C(gap) + medoid",12,4,"V01",0.0135913375398922,NA
"Epilepsy","SFKmL-C(gap) + medoid",12,4,"V02",0.999886361107573,NA
"Epilepsy","SFKmL-C(gap) + medoid",12,4,"V03",0.00652230135253605,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",12,4,"V01",0.0135913375398922,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",12,4,"V02",0.999886361107573,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",12,4,"V03",0.00652230135253605,NA
"Epilepsy","1NN-Euclid",12,4,"V01",1,NA
"Epilepsy","1NN-Euclid",12,4,"V02",1,NA
"Epilepsy","1NN-Euclid",12,4,"V03",1,NA
"Epilepsy","1NN-DTW",12,4,"V01",1,NA
"Epilepsy","1NN-DTW",12,4,"V02",1,NA
"Epilepsy","1NN-DTW",12,4,"V03",1,NA
"Epilepsy","DistSpace-Frechet",12,4,"V01",0.150252492950745,NA
"Epilepsy","DistSpace-Frechet",12,4,"V02",0.978057309044175,NA
"Epilepsy","DistSpace-Frechet",12,4,"V03",0.144319397820786,NA
"Epilepsy","SFKmL-C(dense) + medoid",12,4,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",12,4,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",12,4,"V03",1,NA
"Epilepsy","MFKmL-C + medoid",12,4,"V01",1,NA
"Epilepsy","MFKmL-C + medoid",12,4,"V02",1,NA
"Epilepsy","MFKmL-C + medoid",12,4,"V03",1,NA
"Epilepsy","DTW + medoid",12,4,"V01",1,NA
"Epilepsy","DTW + medoid",12,4,"V02",1,NA
"Epilepsy","DTW + medoid",12,4,"V03",1,NA
"Epilepsy","Euclid + medoid",12,4,"V01",1,NA
"Epilepsy","Euclid + medoid",12,4,"V02",1,NA
"Epilepsy","Euclid + medoid",12,4,"V03",1,NA
"Epilepsy","SFKmL-C + medoid",12,4,"V01",0.150252492950745,NA
"Epilepsy","SFKmL-C + medoid",12,4,"V02",0.978057309044175,NA
"Epilepsy","SFKmL-C + medoid",12,4,"V03",0.144319397820786,NA
"Epilepsy","SFKmL-C(dense) + mean",12,4,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + mean",12,4,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + mean",12,4,"V03",1,NA
"Epilepsy","MFKmL-C + mean",12,4,"V01",1,NA
"Epilepsy","MFKmL-C + mean",12,4,"V02",1,NA
"Epilepsy","MFKmL-C + mean",12,4,"V03",1,NA
"Epilepsy","DTW + DBA",12,4,"V01",1,NA
"Epilepsy","DTW + DBA",12,4,"V02",1,NA
"Epilepsy","DTW + DBA",12,4,"V03",1,NA
"Epilepsy","Euclid + centroid",12,4,"V01",1,NA
"Epilepsy","Euclid + centroid",12,4,"V02",1,NA
"Epilepsy","Euclid + centroid",12,4,"V03",1,NA
"Epilepsy","SFKmL-C + mean",12,4,"V01",0.150252492950745,NA
"Epilepsy","SFKmL-C + mean",12,4,"V02",0.978057309044175,NA
"Epilepsy","SFKmL-C + mean",12,4,"V03",0.144319397820786,NA
"Epilepsy","SFKmL-C(dense) + kNN",12,4,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",12,4,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",12,4,"V03",1,NA
"Epilepsy","MFKmL-C + kNN",12,4,"V01",1,NA
"Epilepsy","MFKmL-C + kNN",12,4,"V02",1,NA
"Epilepsy","MFKmL-C + kNN",12,4,"V03",1,NA
"Epilepsy","DTW + kNN",12,4,"V01",1,NA
"Epilepsy","DTW + kNN",12,4,"V02",1,NA
"Epilepsy","DTW + kNN",12,4,"V03",1,NA
"Epilepsy","Euclid + kNN",12,4,"V01",1,NA
"Epilepsy","Euclid + kNN",12,4,"V02",1,NA
"Epilepsy","Euclid + kNN",12,4,"V03",1,NA
"Epilepsy","SFKmL-C + kNN",12,4,"V01",0.150252492950745,NA
"Epilepsy","SFKmL-C + kNN",12,4,"V02",0.978057309044175,NA
"Epilepsy","SFKmL-C + kNN",12,4,"V03",0.144319397820786,NA
"Epilepsy","SFKmL-C(dense) + SVM",12,4,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",12,4,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",12,4,"V03",1,NA
"Epilepsy","MFKmL-C + SVM",12,4,"V01",1,NA
"Epilepsy","MFKmL-C + SVM",12,4,"V02",1,NA
"Epilepsy","MFKmL-C + SVM",12,4,"V03",1,NA
"Epilepsy","DTW + SVM",12,4,"V01",1,NA
"Epilepsy","DTW + SVM",12,4,"V02",1,NA
"Epilepsy","DTW + SVM",12,4,"V03",1,NA
"Epilepsy","Euclid + SVM",12,4,"V01",1,NA
"Epilepsy","Euclid + SVM",12,4,"V02",1,NA
"Epilepsy","Euclid + SVM",12,4,"V03",1,NA
"Epilepsy","SFKmL-C + SVM",12,4,"V01",0.150252492950745,NA
"Epilepsy","SFKmL-C + SVM",12,4,"V02",0.978057309044175,NA
"Epilepsy","SFKmL-C + SVM",12,4,"V03",0.144319397820786,NA
"Epilepsy","SFKmL-C(dense) + kFDA",12,4,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",12,4,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",12,4,"V03",1,NA
"Epilepsy","MFKmL-C + kFDA",12,4,"V01",1,NA
"Epilepsy","MFKmL-C + kFDA",12,4,"V02",1,NA
"Epilepsy","MFKmL-C + kFDA",12,4,"V03",1,NA
"Epilepsy","DTW + kFDA",12,4,"V01",1,NA
"Epilepsy","DTW + kFDA",12,4,"V02",1,NA
"Epilepsy","DTW + kFDA",12,4,"V03",1,NA
"Epilepsy","Euclid + kFDA",12,4,"V01",1,NA
"Epilepsy","Euclid + kFDA",12,4,"V02",1,NA
"Epilepsy","Euclid + kFDA",12,4,"V03",1,NA
"Epilepsy","SFKmL-C + kFDA",12,4,"V01",0.150252492950745,NA
"Epilepsy","SFKmL-C + kFDA",12,4,"V02",0.978057309044175,NA
"Epilepsy","SFKmL-C + kFDA",12,4,"V03",0.144319397820786,NA
"Epilepsy","SFKmL-C(gap) + medoid",12,5,"V01",0.476493091470927,NA
"Epilepsy","SFKmL-C(gap) + medoid",12,5,"V02",0.790699913927271,NA
"Epilepsy","SFKmL-C(gap) + medoid",12,5,"V03",0.384379994141064,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",12,5,"V01",0.0202041241496604,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",12,5,"V02",0.999795875850338,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",12,5,"V03",0,NA
"Epilepsy","1NN-Euclid",12,5,"V01",1,NA
"Epilepsy","1NN-Euclid",12,5,"V02",1,NA
"Epilepsy","1NN-Euclid",12,5,"V03",1,NA
"Epilepsy","1NN-DTW",12,5,"V01",1,NA
"Epilepsy","1NN-DTW",12,5,"V02",1,NA
"Epilepsy","1NN-DTW",12,5,"V03",1,NA
"Epilepsy","DistSpace-Frechet",12,5,"V01",0.257526947370503,NA
"Epilepsy","DistSpace-Frechet",12,5,"V02",0.964969741890115,NA
"Epilepsy","DistSpace-Frechet",12,5,"V03",0.0501325105550863,NA
"Epilepsy","SFKmL-C(dense) + medoid",12,5,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",12,5,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",12,5,"V03",1,NA
"Epilepsy","MFKmL-C + medoid",12,5,"V01",1,NA
"Epilepsy","MFKmL-C + medoid",12,5,"V02",1,NA
"Epilepsy","MFKmL-C + medoid",12,5,"V03",1,NA
"Epilepsy","DTW + medoid",12,5,"V01",1,NA
"Epilepsy","DTW + medoid",12,5,"V02",1,NA
"Epilepsy","DTW + medoid",12,5,"V03",1,NA
"Epilepsy","Euclid + medoid",12,5,"V01",1,NA
"Epilepsy","Euclid + medoid",12,5,"V02",1,NA
"Epilepsy","Euclid + medoid",12,5,"V03",1,NA
"Epilepsy","SFKmL-C + medoid",12,5,"V01",0.257526947370503,NA
"Epilepsy","SFKmL-C + medoid",12,5,"V02",0.964969741890115,NA
"Epilepsy","SFKmL-C + medoid",12,5,"V03",0.0501325105550863,NA
"Epilepsy","SFKmL-C(dense) + mean",12,5,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + mean",12,5,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + mean",12,5,"V03",1,NA
"Epilepsy","MFKmL-C + mean",12,5,"V01",1,NA
"Epilepsy","MFKmL-C + mean",12,5,"V02",1,NA
"Epilepsy","MFKmL-C + mean",12,5,"V03",1,NA
"Epilepsy","DTW + DBA",12,5,"V01",1,NA
"Epilepsy","DTW + DBA",12,5,"V02",1,NA
"Epilepsy","DTW + DBA",12,5,"V03",1,NA
"Epilepsy","Euclid + centroid",12,5,"V01",1,NA
"Epilepsy","Euclid + centroid",12,5,"V02",1,NA
"Epilepsy","Euclid + centroid",12,5,"V03",1,NA
"Epilepsy","SFKmL-C + mean",12,5,"V01",0.257526947370503,NA
"Epilepsy","SFKmL-C + mean",12,5,"V02",0.964969741890115,NA
"Epilepsy","SFKmL-C + mean",12,5,"V03",0.0501325105550863,NA
"Epilepsy","SFKmL-C(dense) + kNN",12,5,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",12,5,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",12,5,"V03",1,NA
"Epilepsy","MFKmL-C + kNN",12,5,"V01",1,NA
"Epilepsy","MFKmL-C + kNN",12,5,"V02",1,NA
"Epilepsy","MFKmL-C + kNN",12,5,"V03",1,NA
"Epilepsy","DTW + kNN",12,5,"V01",1,NA
"Epilepsy","DTW + kNN",12,5,"V02",1,NA
"Epilepsy","DTW + kNN",12,5,"V03",1,NA
"Epilepsy","Euclid + kNN",12,5,"V01",1,NA
"Epilepsy","Euclid + kNN",12,5,"V02",1,NA
"Epilepsy","Euclid + kNN",12,5,"V03",1,NA
"Epilepsy","SFKmL-C + kNN",12,5,"V01",0.257526947370503,NA
"Epilepsy","SFKmL-C + kNN",12,5,"V02",0.964969741890115,NA
"Epilepsy","SFKmL-C + kNN",12,5,"V03",0.0501325105550863,NA
"Epilepsy","SFKmL-C(dense) + SVM",12,5,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",12,5,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",12,5,"V03",1,NA
"Epilepsy","MFKmL-C + SVM",12,5,"V01",1,NA
"Epilepsy","MFKmL-C + SVM",12,5,"V02",1,NA
"Epilepsy","MFKmL-C + SVM",12,5,"V03",1,NA
"Epilepsy","DTW + SVM",12,5,"V01",1,NA
"Epilepsy","DTW + SVM",12,5,"V02",1,NA
"Epilepsy","DTW + SVM",12,5,"V03",1,NA
"Epilepsy","Euclid + SVM",12,5,"V01",1,NA
"Epilepsy","Euclid + SVM",12,5,"V02",1,NA
"Epilepsy","Euclid + SVM",12,5,"V03",1,NA
"Epilepsy","SFKmL-C + SVM",12,5,"V01",0.257526947370503,NA
"Epilepsy","SFKmL-C + SVM",12,5,"V02",0.964969741890115,NA
"Epilepsy","SFKmL-C + SVM",12,5,"V03",0.0501325105550863,NA
"Epilepsy","SFKmL-C(dense) + kFDA",12,5,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",12,5,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",12,5,"V03",1,NA
"Epilepsy","MFKmL-C + kFDA",12,5,"V01",1,NA
"Epilepsy","MFKmL-C + kFDA",12,5,"V02",1,NA
"Epilepsy","MFKmL-C + kFDA",12,5,"V03",1,NA
"Epilepsy","DTW + kFDA",12,5,"V01",1,NA
"Epilepsy","DTW + kFDA",12,5,"V02",1,NA
"Epilepsy","DTW + kFDA",12,5,"V03",1,NA
"Epilepsy","Euclid + kFDA",12,5,"V01",1,NA
"Epilepsy","Euclid + kFDA",12,5,"V02",1,NA
"Epilepsy","Euclid + kFDA",12,5,"V03",1,NA
"Epilepsy","SFKmL-C + kFDA",12,5,"V01",0.257526947370503,NA
"Epilepsy","SFKmL-C + kFDA",12,5,"V02",0.964969741890115,NA
"Epilepsy","SFKmL-C + kFDA",12,5,"V03",0.0501325105550863,NA
"Epilepsy","SFKmL-C(gap) + medoid",13,1,"V01",0.522879136393052,NA
"Epilepsy","SFKmL-C(gap) + medoid",13,1,"V02",0.714791127644195,NA
"Epilepsy","SFKmL-C(gap) + medoid",13,1,"V03",0.4644039756139,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",13,1,"V01",0.0202041241496615,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",13,1,"V02",0.999795875850338,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",13,1,"V03",0,NA
"Epilepsy","1NN-Euclid",13,1,"V01",1,NA
"Epilepsy","1NN-Euclid",13,1,"V02",1,NA
"Epilepsy","1NN-Euclid",13,1,"V03",1,NA
"Epilepsy","1NN-DTW",13,1,"V01",1,NA
"Epilepsy","1NN-DTW",13,1,"V02",1,NA
"Epilepsy","1NN-DTW",13,1,"V03",1,NA
"Epilepsy","DistSpace-Frechet",13,1,"V01",0.478183324201344,NA
"Epilepsy","DistSpace-Frechet",13,1,"V02",0.79031095117786,NA
"Epilepsy","DistSpace-Frechet",13,1,"V03",0.383078724160058,NA
"Epilepsy","SFKmL-C(dense) + medoid",13,1,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",13,1,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",13,1,"V03",1,NA
"Epilepsy","MFKmL-C + medoid",13,1,"V01",1,NA
"Epilepsy","MFKmL-C + medoid",13,1,"V02",1,NA
"Epilepsy","MFKmL-C + medoid",13,1,"V03",1,NA
"Epilepsy","DTW + medoid",13,1,"V01",1,NA
"Epilepsy","DTW + medoid",13,1,"V02",1,NA
"Epilepsy","DTW + medoid",13,1,"V03",1,NA
"Epilepsy","Euclid + medoid",13,1,"V01",1,NA
"Epilepsy","Euclid + medoid",13,1,"V02",1,NA
"Epilepsy","Euclid + medoid",13,1,"V03",1,NA
"Epilepsy","SFKmL-C + medoid",13,1,"V01",0.478183324201344,NA
"Epilepsy","SFKmL-C + medoid",13,1,"V02",0.79031095117786,NA
"Epilepsy","SFKmL-C + medoid",13,1,"V03",0.383078724160058,NA
"Epilepsy","SFKmL-C(dense) + mean",13,1,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + mean",13,1,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + mean",13,1,"V03",1,NA
"Epilepsy","MFKmL-C + mean",13,1,"V01",1,NA
"Epilepsy","MFKmL-C + mean",13,1,"V02",1,NA
"Epilepsy","MFKmL-C + mean",13,1,"V03",1,NA
"Epilepsy","DTW + DBA",13,1,"V01",1,NA
"Epilepsy","DTW + DBA",13,1,"V02",1,NA
"Epilepsy","DTW + DBA",13,1,"V03",1,NA
"Epilepsy","Euclid + centroid",13,1,"V01",1,NA
"Epilepsy","Euclid + centroid",13,1,"V02",1,NA
"Epilepsy","Euclid + centroid",13,1,"V03",1,NA
"Epilepsy","SFKmL-C + mean",13,1,"V01",0.478183324201344,NA
"Epilepsy","SFKmL-C + mean",13,1,"V02",0.79031095117786,NA
"Epilepsy","SFKmL-C + mean",13,1,"V03",0.383078724160058,NA
"Epilepsy","SFKmL-C(dense) + kNN",13,1,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",13,1,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",13,1,"V03",1,NA
"Epilepsy","MFKmL-C + kNN",13,1,"V01",1,NA
"Epilepsy","MFKmL-C + kNN",13,1,"V02",1,NA
"Epilepsy","MFKmL-C + kNN",13,1,"V03",1,NA
"Epilepsy","DTW + kNN",13,1,"V01",1,NA
"Epilepsy","DTW + kNN",13,1,"V02",1,NA
"Epilepsy","DTW + kNN",13,1,"V03",1,NA
"Epilepsy","Euclid + kNN",13,1,"V01",1,NA
"Epilepsy","Euclid + kNN",13,1,"V02",1,NA
"Epilepsy","Euclid + kNN",13,1,"V03",1,NA
"Epilepsy","SFKmL-C + kNN",13,1,"V01",0.478183324201344,NA
"Epilepsy","SFKmL-C + kNN",13,1,"V02",0.79031095117786,NA
"Epilepsy","SFKmL-C + kNN",13,1,"V03",0.383078724160058,NA
"Epilepsy","SFKmL-C(dense) + SVM",13,1,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",13,1,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",13,1,"V03",1,NA
"Epilepsy","MFKmL-C + SVM",13,1,"V01",1,NA
"Epilepsy","MFKmL-C + SVM",13,1,"V02",1,NA
"Epilepsy","MFKmL-C + SVM",13,1,"V03",1,NA
"Epilepsy","DTW + SVM",13,1,"V01",1,NA
"Epilepsy","DTW + SVM",13,1,"V02",1,NA
"Epilepsy","DTW + SVM",13,1,"V03",1,NA
"Epilepsy","Euclid + SVM",13,1,"V01",1,NA
"Epilepsy","Euclid + SVM",13,1,"V02",1,NA
"Epilepsy","Euclid + SVM",13,1,"V03",1,NA
"Epilepsy","SFKmL-C + SVM",13,1,"V01",0.478183324201344,NA
"Epilepsy","SFKmL-C + SVM",13,1,"V02",0.79031095117786,NA
"Epilepsy","SFKmL-C + SVM",13,1,"V03",0.383078724160058,NA
"Epilepsy","SFKmL-C(dense) + kFDA",13,1,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",13,1,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",13,1,"V03",1,NA
"Epilepsy","MFKmL-C + kFDA",13,1,"V01",1,NA
"Epilepsy","MFKmL-C + kFDA",13,1,"V02",1,NA
"Epilepsy","MFKmL-C + kFDA",13,1,"V03",1,NA
"Epilepsy","DTW + kFDA",13,1,"V01",1,NA
"Epilepsy","DTW + kFDA",13,1,"V02",1,NA
"Epilepsy","DTW + kFDA",13,1,"V03",1,NA
"Epilepsy","Euclid + kFDA",13,1,"V01",1,NA
"Epilepsy","Euclid + kFDA",13,1,"V02",1,NA
"Epilepsy","Euclid + kFDA",13,1,"V03",1,NA
"Epilepsy","SFKmL-C + kFDA",13,1,"V01",0.478183324201344,NA
"Epilepsy","SFKmL-C + kFDA",13,1,"V02",0.79031095117786,NA
"Epilepsy","SFKmL-C + kFDA",13,1,"V03",0.383078724160058,NA
"Epilepsy","SFKmL-C(gap) + medoid",13,2,"V01",0.517026900866525,NA
"Epilepsy","SFKmL-C(gap) + medoid",13,2,"V02",0.723107999121886,NA
"Epilepsy","SFKmL-C(gap) + medoid",13,2,"V03",0.458037122279733,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",13,2,"V01",0.0202041241496609,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",13,2,"V02",0.999795875850338,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",13,2,"V03",0,NA
"Epilepsy","1NN-Euclid",13,2,"V01",1,NA
"Epilepsy","1NN-Euclid",13,2,"V02",1,NA
"Epilepsy","1NN-Euclid",13,2,"V03",1,NA
"Epilepsy","1NN-DTW",13,2,"V01",1,NA
"Epilepsy","1NN-DTW",13,2,"V02",1,NA
"Epilepsy","1NN-DTW",13,2,"V03",1,NA
"Epilepsy","DistSpace-Frechet",13,2,"V01",0.31943084970312,NA
"Epilepsy","DistSpace-Frechet",13,2,"V02",0.936801703936993,NA
"Epilepsy","DistSpace-Frechet",13,2,"V03",0.142711246083443,NA
"Epilepsy","SFKmL-C(dense) + medoid",13,2,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",13,2,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",13,2,"V03",1,NA
"Epilepsy","MFKmL-C + medoid",13,2,"V01",1,NA
"Epilepsy","MFKmL-C + medoid",13,2,"V02",1,NA
"Epilepsy","MFKmL-C + medoid",13,2,"V03",1,NA
"Epilepsy","DTW + medoid",13,2,"V01",1,NA
"Epilepsy","DTW + medoid",13,2,"V02",1,NA
"Epilepsy","DTW + medoid",13,2,"V03",1,NA
"Epilepsy","Euclid + medoid",13,2,"V01",1,NA
"Epilepsy","Euclid + medoid",13,2,"V02",1,NA
"Epilepsy","Euclid + medoid",13,2,"V03",1,NA
"Epilepsy","SFKmL-C + medoid",13,2,"V01",0.31943084970312,NA
"Epilepsy","SFKmL-C + medoid",13,2,"V02",0.936801703936993,NA
"Epilepsy","SFKmL-C + medoid",13,2,"V03",0.142711246083443,NA
"Epilepsy","SFKmL-C(dense) + mean",13,2,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + mean",13,2,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + mean",13,2,"V03",1,NA
"Epilepsy","MFKmL-C + mean",13,2,"V01",1,NA
"Epilepsy","MFKmL-C + mean",13,2,"V02",1,NA
"Epilepsy","MFKmL-C + mean",13,2,"V03",1,NA
"Epilepsy","DTW + DBA",13,2,"V01",1,NA
"Epilepsy","DTW + DBA",13,2,"V02",1,NA
"Epilepsy","DTW + DBA",13,2,"V03",1,NA
"Epilepsy","Euclid + centroid",13,2,"V01",1,NA
"Epilepsy","Euclid + centroid",13,2,"V02",1,NA
"Epilepsy","Euclid + centroid",13,2,"V03",1,NA
"Epilepsy","SFKmL-C + mean",13,2,"V01",0.31943084970312,NA
"Epilepsy","SFKmL-C + mean",13,2,"V02",0.936801703936993,NA
"Epilepsy","SFKmL-C + mean",13,2,"V03",0.142711246083443,NA
"Epilepsy","SFKmL-C(dense) + kNN",13,2,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",13,2,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",13,2,"V03",1,NA
"Epilepsy","MFKmL-C + kNN",13,2,"V01",1,NA
"Epilepsy","MFKmL-C + kNN",13,2,"V02",1,NA
"Epilepsy","MFKmL-C + kNN",13,2,"V03",1,NA
"Epilepsy","DTW + kNN",13,2,"V01",1,NA
"Epilepsy","DTW + kNN",13,2,"V02",1,NA
"Epilepsy","DTW + kNN",13,2,"V03",1,NA
"Epilepsy","Euclid + kNN",13,2,"V01",1,NA
"Epilepsy","Euclid + kNN",13,2,"V02",1,NA
"Epilepsy","Euclid + kNN",13,2,"V03",1,NA
"Epilepsy","SFKmL-C + kNN",13,2,"V01",0.31943084970312,NA
"Epilepsy","SFKmL-C + kNN",13,2,"V02",0.936801703936993,NA
"Epilepsy","SFKmL-C + kNN",13,2,"V03",0.142711246083443,NA
"Epilepsy","SFKmL-C(dense) + SVM",13,2,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",13,2,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",13,2,"V03",1,NA
"Epilepsy","MFKmL-C + SVM",13,2,"V01",1,NA
"Epilepsy","MFKmL-C + SVM",13,2,"V02",1,NA
"Epilepsy","MFKmL-C + SVM",13,2,"V03",1,NA
"Epilepsy","DTW + SVM",13,2,"V01",1,NA
"Epilepsy","DTW + SVM",13,2,"V02",1,NA
"Epilepsy","DTW + SVM",13,2,"V03",1,NA
"Epilepsy","Euclid + SVM",13,2,"V01",1,NA
"Epilepsy","Euclid + SVM",13,2,"V02",1,NA
"Epilepsy","Euclid + SVM",13,2,"V03",1,NA
