"dataset","method","seed","fold","variable","w","informative"
"Epilepsy","Euclid + kNN",4,1,"V03",1,NA
"Epilepsy","SFKmL-C + kNN",4,1,"V01",0.224076951695518,NA
"Epilepsy","SFKmL-C + kNN",4,1,"V02",0.947734315229386,NA
"Epilepsy","SFKmL-C + kNN",4,1,"V03",0.227132532798653,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,1,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,1,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,1,"V03",1,NA
"Epilepsy","MFKmL-C + SVM",4,1,"V01",1,NA
"Epilepsy","MFKmL-C + SVM",4,1,"V02",1,NA
"Epilepsy","MFKmL-C + SVM",4,1,"V03",1,NA
"Epilepsy","DTW + SVM",4,1,"V01",1,NA
"Epilepsy","DTW + SVM",4,1,"V02",1,NA
"Epilepsy","DTW + SVM",4,1,"V03",1,NA
"Epilepsy","Euclid + SVM",4,1,"V01",1,NA
"Epilepsy","Euclid + SVM",4,1,"V02",1,NA
"Epilepsy","Euclid + SVM",4,1,"V03",1,NA
"Epilepsy","SFKmL-C + SVM",4,1,"V01",0.224076951695518,NA
"Epilepsy","SFKmL-C + SVM",4,1,"V02",0.947734315229386,NA
"Epilepsy","SFKmL-C + SVM",4,1,"V03",0.227132532798653,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,1,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,1,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,1,"V03",1,NA
"Epilepsy","MFKmL-C + kFDA",4,1,"V01",1,NA
"Epilepsy","MFKmL-C + kFDA",4,1,"V02",1,NA
"Epilepsy","MFKmL-C + kFDA",4,1,"V03",1,NA
"Epilepsy","DTW + kFDA",4,1,"V01",1,NA
"Epilepsy","DTW + kFDA",4,1,"V02",1,NA
"Epilepsy","DTW + kFDA",4,1,"V03",1,NA
"Epilepsy","Euclid + kFDA",4,1,"V01",1,NA
"Epilepsy","Euclid + kFDA",4,1,"V02",1,NA
"Epilepsy","Euclid + kFDA",4,1,"V03",1,NA
"Epilepsy","SFKmL-C + kFDA",4,1,"V01",0.224076951695518,NA
"Epilepsy","SFKmL-C + kFDA",4,1,"V02",0.947734315229386,NA
"Epilepsy","SFKmL-C + kFDA",4,1,"V03",0.227132532798653,NA
"Epilepsy","SFKmL-C(gap) + medoid",4,2,"V01",0,NA
"Epilepsy","SFKmL-C(gap) + medoid",4,2,"V02",0.999795875850338,NA
"Epilepsy","SFKmL-C(gap) + medoid",4,2,"V03",0.0202041241496607,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",4,2,"V01",0,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",4,2,"V02",0.999795875850338,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",4,2,"V03",0.0202041241496607,NA
"Epilepsy","1NN-Euclid",4,2,"V01",1,NA
"Epilepsy","1NN-Euclid",4,2,"V02",1,NA
"Epilepsy","1NN-Euclid",4,2,"V03",1,NA
"Epilepsy","1NN-DTW",4,2,"V01",1,NA
"Epilepsy","1NN-DTW",4,2,"V02",1,NA
"Epilepsy","1NN-DTW",4,2,"V03",1,NA
"Epilepsy","DistSpace-Frechet",4,2,"V01",0.138205958099113,NA
"Epilepsy","DistSpace-Frechet",4,2,"V02",0.977967672227302,NA
"Epilepsy","DistSpace-Frechet",4,2,"V03",0.156455569489289,NA
"Epilepsy","SFKmL-C(dense) + medoid",4,2,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",4,2,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",4,2,"V03",1,NA
"Epilepsy","MFKmL-C + medoid",4,2,"V01",1,NA
"Epilepsy","MFKmL-C + medoid",4,2,"V02",1,NA
"Epilepsy","MFKmL-C + medoid",4,2,"V03",1,NA
"Epilepsy","DTW + medoid",4,2,"V01",1,NA
"Epilepsy","DTW + medoid",4,2,"V02",1,NA
"Epilepsy","DTW + medoid",4,2,"V03",1,NA
"Epilepsy","Euclid + medoid",4,2,"V01",1,NA
"Epilepsy","Euclid + medoid",4,2,"V02",1,NA
"Epilepsy","Euclid + medoid",4,2,"V03",1,NA
"Epilepsy","SFKmL-C + medoid",4,2,"V01",0.138205958099113,NA
"Epilepsy","SFKmL-C + medoid",4,2,"V02",0.977967672227302,NA
"Epilepsy","SFKmL-C + medoid",4,2,"V03",0.156455569489289,NA
"Epilepsy","SFKmL-C(dense) + mean",4,2,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + mean",4,2,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + mean",4,2,"V03",1,NA
"Epilepsy","MFKmL-C + mean",4,2,"V01",1,NA
"Epilepsy","MFKmL-C + mean",4,2,"V02",1,NA
"Epilepsy","MFKmL-C + mean",4,2,"V03",1,NA
"Epilepsy","DTW + DBA",4,2,"V01",1,NA
"Epilepsy","DTW + DBA",4,2,"V02",1,NA
"Epilepsy","DTW + DBA",4,2,"V03",1,NA
"Epilepsy","Euclid + centroid",4,2,"V01",1,NA
"Epilepsy","Euclid + centroid",4,2,"V02",1,NA
"Epilepsy","Euclid + centroid",4,2,"V03",1,NA
"Epilepsy","SFKmL-C + mean",4,2,"V01",0.138205958099113,NA
"Epilepsy","SFKmL-C + mean",4,2,"V02",0.977967672227302,NA
"Epilepsy","SFKmL-C + mean",4,2,"V03",0.156455569489289,NA
"Epilepsy","SFKmL-C(dense) + kNN",4,2,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",4,2,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",4,2,"V03",1,NA
"Epilepsy","MFKmL-C + kNN",4,2,"V01",1,NA
"Epilepsy","MFKmL-C + kNN",4,2,"V02",1,NA
"Epilepsy","MFKmL-C + kNN",4,2,"V03",1,NA
"Epilepsy","DTW + kNN",4,2,"V01",1,NA
"Epilepsy","DTW + kNN",4,2,"V02",1,NA
"Epilepsy","DTW + kNN",4,2,"V03",1,NA
"Epilepsy","Euclid + kNN",4,2,"V01",1,NA
"Epilepsy","Euclid + kNN",4,2,"V02",1,NA
"Epilepsy","Euclid + kNN",4,2,"V03",1,NA
"Epilepsy","SFKmL-C + kNN",4,2,"V01",0.138205958099113,NA
"Epilepsy","SFKmL-C + kNN",4,2,"V02",0.977967672227302,NA
"Epilepsy","SFKmL-C + kNN",4,2,"V03",0.156455569489289,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,2,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,2,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,2,"V03",1,NA
"Epilepsy","MFKmL-C + SVM",4,2,"V01",1,NA
"Epilepsy","MFKmL-C + SVM",4,2,"V02",1,NA
"Epilepsy","MFKmL-C + SVM",4,2,"V03",1,NA
"Epilepsy","DTW + SVM",4,2,"V01",1,NA
"Epilepsy","DTW + SVM",4,2,"V02",1,NA
"Epilepsy","DTW + SVM",4,2,"V03",1,NA
"Epilepsy","Euclid + SVM",4,2,"V01",1,NA
"Epilepsy","Euclid + SVM",4,2,"V02",1,NA
"Epilepsy","Euclid + SVM",4,2,"V03",1,NA
"Epilepsy","SFKmL-C + SVM",4,2,"V01",0.138205958099113,NA
"Epilepsy","SFKmL-C + SVM",4,2,"V02",0.977967672227302,NA
"Epilepsy","SFKmL-C + SVM",4,2,"V03",0.156455569489289,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,2,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,2,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,2,"V03",1,NA
"Epilepsy","MFKmL-C + kFDA",4,2,"V01",1,NA
"Epilepsy","MFKmL-C + kFDA",4,2,"V02",1,NA
"Epilepsy","MFKmL-C + kFDA",4,2,"V03",1,NA
"Epilepsy","DTW + kFDA",4,2,"V01",1,NA
"Epilepsy","DTW + kFDA",4,2,"V02",1,NA
"Epilepsy","DTW + kFDA",4,2,"V03",1,NA
"Epilepsy","Euclid + kFDA",4,2,"V01",1,NA
"Epilepsy","Euclid + kFDA",4,2,"V02",1,NA
"Epilepsy","Euclid + kFDA",4,2,"V03",1,NA
"Epilepsy","SFKmL-C + kFDA",4,2,"V01",0.138205958099113,NA
"Epilepsy","SFKmL-C + kFDA",4,2,"V02",0.977967672227302,NA
"Epilepsy","SFKmL-C + kFDA",4,2,"V03",0.156455569489289,NA
"Epilepsy","SFKmL-C(gap) + medoid",4,3,"V01",0.493524245590092,NA
"Epilepsy","SFKmL-C(gap) + medoid",4,3,"V02",0.723647427428339,NA
"Epilepsy","SFKmL-C(gap) + medoid",4,3,"V03",0.482460588847502,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",4,3,"V01",0.0202041241496632,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",4,3,"V02",0.999795875850338,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",4,3,"V03",0,NA
"Epilepsy","1NN-Euclid",4,3,"V01",1,NA
"Epilepsy","1NN-Euclid",4,3,"V02",1,NA
"Epilepsy","1NN-Euclid",4,3,"V03",1,NA
"Epilepsy","1NN-DTW",4,3,"V01",1,NA
"Epilepsy","1NN-DTW",4,3,"V02",1,NA
"Epilepsy","1NN-DTW",4,3,"V03",1,NA
"Epilepsy","DistSpace-Frechet",4,3,"V01",0.166995285627793,NA
"Epilepsy","DistSpace-Frechet",4,3,"V02",0.977610670840317,NA
"Epilepsy","DistSpace-Frechet",4,3,"V03",0.128023243347596,NA
"Epilepsy","SFKmL-C(dense) + medoid",4,3,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",4,3,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",4,3,"V03",1,NA
"Epilepsy","MFKmL-C + medoid",4,3,"V01",1,NA
"Epilepsy","MFKmL-C + medoid",4,3,"V02",1,NA
"Epilepsy","MFKmL-C + medoid",4,3,"V03",1,NA
"Epilepsy","DTW + medoid",4,3,"V01",1,NA
"Epilepsy","DTW + medoid",4,3,"V02",1,NA
"Epilepsy","DTW + medoid",4,3,"V03",1,NA
"Epilepsy","Euclid + medoid",4,3,"V01",1,NA
"Epilepsy","Euclid + medoid",4,3,"V02",1,NA
"Epilepsy","Euclid + medoid",4,3,"V03",1,NA
"Epilepsy","SFKmL-C + medoid",4,3,"V01",0.166995285627793,NA
"Epilepsy","SFKmL-C + medoid",4,3,"V02",0.977610670840317,NA
"Epilepsy","SFKmL-C + medoid",4,3,"V03",0.128023243347596,NA
"Epilepsy","SFKmL-C(dense) + mean",4,3,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + mean",4,3,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + mean",4,3,"V03",1,NA
"Epilepsy","MFKmL-C + mean",4,3,"V01",1,NA
"Epilepsy","MFKmL-C + mean",4,3,"V02",1,NA
"Epilepsy","MFKmL-C + mean",4,3,"V03",1,NA
"Epilepsy","DTW + DBA",4,3,"V01",1,NA
"Epilepsy","DTW + DBA",4,3,"V02",1,NA
"Epilepsy","DTW + DBA",4,3,"V03",1,NA
"Epilepsy","Euclid + centroid",4,3,"V01",1,NA
"Epilepsy","Euclid + centroid",4,3,"V02",1,NA
"Epilepsy","Euclid + centroid",4,3,"V03",1,NA
"Epilepsy","SFKmL-C + mean",4,3,"V01",0.166995285627793,NA
"Epilepsy","SFKmL-C + mean",4,3,"V02",0.977610670840317,NA
"Epilepsy","SFKmL-C + mean",4,3,"V03",0.128023243347596,NA
"Epilepsy","SFKmL-C(dense) + kNN",4,3,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",4,3,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",4,3,"V03",1,NA
"Epilepsy","MFKmL-C + kNN",4,3,"V01",1,NA
"Epilepsy","MFKmL-C + kNN",4,3,"V02",1,NA
"Epilepsy","MFKmL-C + kNN",4,3,"V03",1,NA
"Epilepsy","DTW + kNN",4,3,"V01",1,NA
"Epilepsy","DTW + kNN",4,3,"V02",1,NA
"Epilepsy","DTW + kNN",4,3,"V03",1,NA
"Epilepsy","Euclid + kNN",4,3,"V01",1,NA
"Epilepsy","Euclid + kNN",4,3,"V02",1,NA
"Epilepsy","Euclid + kNN",4,3,"V03",1,NA
"Epilepsy","SFKmL-C + kNN",4,3,"V01",0.166995285627793,NA
"Epilepsy","SFKmL-C + kNN",4,3,"V02",0.977610670840317,NA
"Epilepsy","SFKmL-C + kNN",4,3,"V03",0.128023243347596,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,3,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,3,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,3,"V03",1,NA
"Epilepsy","MFKmL-C + SVM",4,3,"V01",1,NA
"Epilepsy","MFKmL-C + SVM",4,3,"V02",1,NA
"Epilepsy","MFKmL-C + SVM",4,3,"V03",1,NA
"Epilepsy","DTW + SVM",4,3,"V01",1,NA
"Epilepsy","DTW + SVM",4,3,"V02",1,NA
"Epilepsy","DTW + SVM",4,3,"V03",1,NA
"Epilepsy","Euclid + SVM",4,3,"V01",1,NA
"Epilepsy","Euclid + SVM",4,3,"V02",1,NA
"Epilepsy","Euclid + SVM",4,3,"V03",1,NA
"Epilepsy","SFKmL-C + SVM",4,3,"V01",0.166995285627793,NA
"Epilepsy","SFKmL-C + SVM",4,3,"V02",0.977610670840317,NA
"Epilepsy","SFKmL-C + SVM",4,3,"V03",0.128023243347596,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,3,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,3,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,3,"V03",1,NA
"Epilepsy","MFKmL-C + kFDA",4,3,"V01",1,NA
"Epilepsy","MFKmL-C + kFDA",4,3,"V02",1,NA
"Epilepsy","MFKmL-C + kFDA",4,3,"V03",1,NA
"Epilepsy","DTW + kFDA",4,3,"V01",1,NA
"Epilepsy","DTW + kFDA",4,3,"V02",1,NA
"Epilepsy","DTW + kFDA",4,3,"V03",1,NA
"Epilepsy","Euclid + kFDA",4,3,"V01",1,NA
"Epilepsy","Euclid + kFDA",4,3,"V02",1,NA
"Epilepsy","Euclid + kFDA",4,3,"V03",1,NA
"Epilepsy","SFKmL-C + kFDA",4,3,"V01",0.166995285627793,NA
"Epilepsy","SFKmL-C + kFDA",4,3,"V02",0.977610670840317,NA
"Epilepsy","SFKmL-C + kFDA",4,3,"V03",0.128023243347596,NA
"Epilepsy","SFKmL-C(gap) + medoid",4,4,"V01",0.0202041241496624,NA
"Epilepsy","SFKmL-C(gap) + medoid",4,4,"V02",0.999795875850338,NA
"Epilepsy","SFKmL-C(gap) + medoid",4,4,"V03",0,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",4,4,"V01",0.0202041241496624,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",4,4,"V02",0.999795875850338,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",4,4,"V03",0,NA
"Epilepsy","1NN-Euclid",4,4,"V01",1,NA
"Epilepsy","1NN-Euclid",4,4,"V02",1,NA
"Epilepsy","1NN-Euclid",4,4,"V03",1,NA
"Epilepsy","1NN-DTW",4,4,"V01",1,NA
"Epilepsy","1NN-DTW",4,4,"V02",1,NA
"Epilepsy","1NN-DTW",4,4,"V03",1,NA
"Epilepsy","DistSpace-Frechet",4,4,"V01",0.208768670643684,NA
"Epilepsy","DistSpace-Frechet",4,4,"V02",0.977694345607388,NA
"Epilepsy","DistSpace-Frechet",4,4,"V03",0.023008883610708,NA
"Epilepsy","SFKmL-C(dense) + medoid",4,4,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",4,4,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",4,4,"V03",1,NA
"Epilepsy","MFKmL-C + medoid",4,4,"V01",1,NA
"Epilepsy","MFKmL-C + medoid",4,4,"V02",1,NA
"Epilepsy","MFKmL-C + medoid",4,4,"V03",1,NA
"Epilepsy","DTW + medoid",4,4,"V01",1,NA
"Epilepsy","DTW + medoid",4,4,"V02",1,NA
"Epilepsy","DTW + medoid",4,4,"V03",1,NA
"Epilepsy","Euclid + medoid",4,4,"V01",1,NA
"Epilepsy","Euclid + medoid",4,4,"V02",1,NA
"Epilepsy","Euclid + medoid",4,4,"V03",1,NA
"Epilepsy","SFKmL-C + medoid",4,4,"V01",0.208768670643684,NA
"Epilepsy","SFKmL-C + medoid",4,4,"V02",0.977694345607388,NA
"Epilepsy","SFKmL-C + medoid",4,4,"V03",0.023008883610708,NA
"Epilepsy","SFKmL-C(dense) + mean",4,4,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + mean",4,4,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + mean",4,4,"V03",1,NA
"Epilepsy","MFKmL-C + mean",4,4,"V01",1,NA
"Epilepsy","MFKmL-C + mean",4,4,"V02",1,NA
"Epilepsy","MFKmL-C + mean",4,4,"V03",1,NA
"Epilepsy","DTW + DBA",4,4,"V01",1,NA
"Epilepsy","DTW + DBA",4,4,"V02",1,NA
"Epilepsy","DTW + DBA",4,4,"V03",1,NA
"Epilepsy","Euclid + centroid",4,4,"V01",1,NA
"Epilepsy","Euclid + centroid",4,4,"V02",1,NA
"Epilepsy","Euclid + centroid",4,4,"V03",1,NA
"Epilepsy","SFKmL-C + mean",4,4,"V01",0.208768670643684,NA
"Epilepsy","SFKmL-C + mean",4,4,"V02",0.977694345607388,NA
"Epilepsy","SFKmL-C + mean",4,4,"V03",0.023008883610708,NA
"Epilepsy","SFKmL-C(dense) + kNN",4,4,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",4,4,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",4,4,"V03",1,NA
"Epilepsy","MFKmL-C + kNN",4,4,"V01",1,NA
"Epilepsy","MFKmL-C + kNN",4,4,"V02",1,NA
"Epilepsy","MFKmL-C + kNN",4,4,"V03",1,NA
"Epilepsy","DTW + kNN",4,4,"V01",1,NA
"Epilepsy","DTW + kNN",4,4,"V02",1,NA
"Epilepsy","DTW + kNN",4,4,"V03",1,NA
"Epilepsy","Euclid + kNN",4,4,"V01",1,NA
"Epilepsy","Euclid + kNN",4,4,"V02",1,NA
"Epilepsy","Euclid + kNN",4,4,"V03",1,NA
"Epilepsy","SFKmL-C + kNN",4,4,"V01",0.208768670643684,NA
"Epilepsy","SFKmL-C + kNN",4,4,"V02",0.977694345607388,NA
"Epilepsy","SFKmL-C + kNN",4,4,"V03",0.023008883610708,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,4,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,4,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,4,"V03",1,NA
"Epilepsy","MFKmL-C + SVM",4,4,"V01",1,NA
"Epilepsy","MFKmL-C + SVM",4,4,"V02",1,NA
"Epilepsy","MFKmL-C + SVM",4,4,"V03",1,NA
"Epilepsy","DTW + SVM",4,4,"V01",1,NA
"Epilepsy","DTW + SVM",4,4,"V02",1,NA
"Epilepsy","DTW + SVM",4,4,"V03",1,NA
"Epilepsy","Euclid + SVM",4,4,"V01",1,NA
"Epilepsy","Euclid + SVM",4,4,"V02",1,NA
"Epilepsy","Euclid + SVM",4,4,"V03",1,NA
"Epilepsy","SFKmL-C + SVM",4,4,"V01",0.208768670643684,NA
"Epilepsy","SFKmL-C + SVM",4,4,"V02",0.977694345607388,NA
"Epilepsy","SFKmL-C + SVM",4,4,"V03",0.023008883610708,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,4,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,4,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,4,"V03",1,NA
"Epilepsy","MFKmL-C + kFDA",4,4,"V01",1,NA
"Epilepsy","MFKmL-C + kFDA",4,4,"V02",1,NA
"Epilepsy","MFKmL-C + kFDA",4,4,"V03",1,NA
"Epilepsy","DTW + kFDA",4,4,"V01",1,NA
"Epilepsy","DTW + kFDA",4,4,"V02",1,NA
"Epilepsy","DTW + kFDA",4,4,"V03",1,NA
"Epilepsy","Euclid + kFDA",4,4,"V01",1,NA
"Epilepsy","Euclid + kFDA",4,4,"V02",1,NA
"Epilepsy","Euclid + kFDA",4,4,"V03",1,NA
"Epilepsy","SFKmL-C + kFDA",4,4,"V01",0.208768670643684,NA
"Epilepsy","SFKmL-C + kFDA",4,4,"V02",0.977694345607388,NA
"Epilepsy","SFKmL-C + kFDA",4,4,"V03",0.023008883610708,NA
"Epilepsy","SFKmL-C(gap) + medoid",4,5,"V01",0,NA
"Epilepsy","SFKmL-C(gap) + medoid",4,5,"V02",0.999795875850338,NA
"Epilepsy","SFKmL-C(gap) + medoid",4,5,"V03",0.0202041241496605,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",4,5,"V01",0,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",4,5,"V02",0.999795875850338,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",4,5,"V03",0.0202041241496605,NA
"Epilepsy","1NN-Euclid",4,5,"V01",1,NA
"Epilepsy","1NN-Euclid",4,5,"V02",1,NA
"Epilepsy","1NN-Euclid",4,5,"V03",1,NA
"Epilepsy","1NN-DTW",4,5,"V01",1,NA
"Epilepsy","1NN-DTW",4,5,"V02",1,NA
"Epilepsy","1NN-DTW",4,5,"V03",1,NA
"Epilepsy","DistSpace-Frechet",4,5,"V01",0.127666768132399,NA
"Epilepsy","DistSpace-Frechet",4,5,"V02",0.977593367801795,NA
"Epilepsy","DistSpace-Frechet",4,5,"V03",0.167369063881513,NA
"Epilepsy","SFKmL-C(dense) + medoid",4,5,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",4,5,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + medoid",4,5,"V03",1,NA
"Epilepsy","MFKmL-C + medoid",4,5,"V01",1,NA
"Epilepsy","MFKmL-C + medoid",4,5,"V02",1,NA
"Epilepsy","MFKmL-C + medoid",4,5,"V03",1,NA
"Epilepsy","DTW + medoid",4,5,"V01",1,NA
"Epilepsy","DTW + medoid",4,5,"V02",1,NA
"Epilepsy","DTW + medoid",4,5,"V03",1,NA
"Epilepsy","Euclid + medoid",4,5,"V01",1,NA
"Epilepsy","Euclid + medoid",4,5,"V02",1,NA
"Epilepsy","Euclid + medoid",4,5,"V03",1,NA
"Epilepsy","SFKmL-C + medoid",4,5,"V01",0.127666768132399,NA
"Epilepsy","SFKmL-C + medoid",4,5,"V02",0.977593367801795,NA
"Epilepsy","SFKmL-C + medoid",4,5,"V03",0.167369063881513,NA
"Epilepsy","SFKmL-C(dense) + mean",4,5,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + mean",4,5,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + mean",4,5,"V03",1,NA
"Epilepsy","MFKmL-C + mean",4,5,"V01",1,NA
"Epilepsy","MFKmL-C + mean",4,5,"V02",1,NA
"Epilepsy","MFKmL-C + mean",4,5,"V03",1,NA
"Epilepsy","DTW + DBA",4,5,"V01",1,NA
"Epilepsy","DTW + DBA",4,5,"V02",1,NA
"Epilepsy","DTW + DBA",4,5,"V03",1,NA
"Epilepsy","Euclid + centroid",4,5,"V01",1,NA
"Epilepsy","Euclid + centroid",4,5,"V02",1,NA
"Epilepsy","Euclid + centroid",4,5,"V03",1,NA
"Epilepsy","SFKmL-C + mean",4,5,"V01",0.127666768132399,NA
"Epilepsy","SFKmL-C + mean",4,5,"V02",0.977593367801795,NA
"Epilepsy","SFKmL-C + mean",4,5,"V03",0.167369063881513,NA
"Epilepsy","SFKmL-C(dense) + kNN",4,5,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",4,5,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kNN",4,5,"V03",1,NA
"Epilepsy","MFKmL-C + kNN",4,5,"V01",1,NA
"Epilepsy","MFKmL-C + kNN",4,5,"V02",1,NA
"Epilepsy","MFKmL-C + kNN",4,5,"V03",1,NA
"Epilepsy","DTW + kNN",4,5,"V01",1,NA
"Epilepsy","DTW + kNN",4,5,"V02",1,NA
"Epilepsy","DTW + kNN",4,5,"V03",1,NA
"Epilepsy","Euclid + kNN",4,5,"V01",1,NA
"Epilepsy","Euclid + kNN",4,5,"V02",1,NA
"Epilepsy","Euclid + kNN",4,5,"V03",1,NA
"Epilepsy","SFKmL-C + kNN",4,5,"V01",0.127666768132399,NA
"Epilepsy","SFKmL-C + kNN",4,5,"V02",0.977593367801795,NA
"Epilepsy","SFKmL-C + kNN",4,5,"V03",0.167369063881513,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,5,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,5,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + SVM",4,5,"V03",1,NA
"Epilepsy","MFKmL-C + SVM",4,5,"V01",1,NA
"Epilepsy","MFKmL-C + SVM",4,5,"V02",1,NA
"Epilepsy","MFKmL-C + SVM",4,5,"V03",1,NA
"Epilepsy","DTW + SVM",4,5,"V01",1,NA
"Epilepsy","DTW + SVM",4,5,"V02",1,NA
"Epilepsy","DTW + SVM",4,5,"V03",1,NA
"Epilepsy","Euclid + SVM",4,5,"V01",1,NA
"Epilepsy","Euclid + SVM",4,5,"V02",1,NA
"Epilepsy","Euclid + SVM",4,5,"V03",1,NA
"Epilepsy","SFKmL-C + SVM",4,5,"V01",0.127666768132399,NA
"Epilepsy","SFKmL-C + SVM",4,5,"V02",0.977593367801795,NA
"Epilepsy","SFKmL-C + SVM",4,5,"V03",0.167369063881513,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,5,"V01",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,5,"V02",1,NA
"Epilepsy","SFKmL-C(dense) + kFDA",4,5,"V03",1,NA
"Epilepsy","MFKmL-C + kFDA",4,5,"V01",1,NA
"Epilepsy","MFKmL-C + kFDA",4,5,"V02",1,NA
"Epilepsy","MFKmL-C + kFDA",4,5,"V03",1,NA
"Epilepsy","DTW + kFDA",4,5,"V01",1,NA
"Epilepsy","DTW + kFDA",4,5,"V02",1,NA
"Epilepsy","DTW + kFDA",4,5,"V03",1,NA
"Epilepsy","Euclid + kFDA",4,5,"V01",1,NA
"Epilepsy","Euclid + kFDA",4,5,"V02",1,NA
"Epilepsy","Euclid + kFDA",4,5,"V03",1,NA
"Epilepsy","SFKmL-C + kFDA",4,5,"V01",0.127666768132399,NA
"Epilepsy","SFKmL-C + kFDA",4,5,"V02",0.977593367801795,NA
"Epilepsy","SFKmL-C + kFDA",4,5,"V03",0.167369063881513,NA
"Epilepsy","SFKmL-C(gap) + medoid",5,1,"V01",0.496464031868466,NA
"Epilepsy","SFKmL-C(gap) + medoid",5,1,"V02",0.720211172971077,NA
"Epilepsy","SFKmL-C(gap) + medoid",5,1,"V03",0.484581604467743,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",5,1,"V01",0.0202041241496632,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",5,1,"V02",0.999795875850338,NA
"Epilepsy","SFKmL-C(gaplab) + medoid",5,1,"V03",0,NA
"Epilepsy","1NN-Euclid",5,1,"V01",1,NA
"Epilepsy","1NN-Euclid",5,1,"V02",1,NA
"Epilepsy","1NN-Euclid",5,1,"V03",1,NA
"Epilepsy","1NN-DTW",5,1,"V01",1,NA
"Epilepsy","1NN-DTW",5,1,"V02",1,NA
"Epilepsy","1NN-DTW",5,1,"V03",1,NA
"Epilepsy","DistSpace-Frechet",5,1,"V01",0.169026110252805,NA
"Epilepsy","DistSpace-Frechet",5,1,"V02",0.977512881491208,NA
