"dataset","seed","fold","distance","gamma_mult","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier"
"Epilepsy",2,3,"MFCL",1,0.785714285714286,0.78452380952381,0.777406417112299,0.78452380952381,0.776337864721485,0.785714285714286,0.713920817369093,NA,0.993840933236593,0.527041521658591
"Epilepsy",2,3,"MFCL",2,0.803571428571429,0.808333333333333,0.79611013986014,0.808333333333333,0.794377880184332,0.803571428571429,0.738428874734607,NA,0.980517213385903,0.52327622779065
"Epilepsy",2,3,"MFCL",4,0.75,0.743452380952381,0.766237745098039,0.743452380952381,0.725232897664071,0.75,0.666808329791755,NA,1.01586837769004,0.545040664468053
"Epilepsy",2,3,"MFCL",8,0.821428571428571,0.816666666666667,0.827176113360324,0.816666666666667,0.80548559599793,0.821428571428571,0.760990183525395,NA,0.975630586977098,0.520621737599931
"Epilepsy",2,4,"SFCL",0.125,0.851851851851852,0.848672161172161,0.858928571428571,0.848672161172161,0.846001824262694,0.851851851851852,0.801834862385321,NA,0.854790834194156,0.445767062571861
"Epilepsy",2,4,"SFCL",0.25,0.87037037037037,0.866529304029304,0.875641025641026,0.866529304029304,0.865147123407993,0.87037037037037,0.826446280991736,NA,0.843589587625656,0.439574786634318
"Epilepsy",2,4,"SFCL",0.5,0.907407407407407,0.903617216117216,0.909170486376369,0.903617216117216,0.904017857142857,0.907407407407407,0.87603305785124,NA,0.855162819759962,0.447398618192156
"Epilepsy",2,4,"SFCL",1,0.907407407407407,0.903617216117216,0.908088235294118,0.903617216117216,0.904282407407407,0.907407407407407,0.876089949518128,NA,0.829932107326545,0.431557436222721
"Epilepsy",2,4,"SFCL",2,0.962962962962963,0.964102564102564,0.964102564102564,0.964102564102564,0.964102564102564,0.962962962962963,0.950504124656279,NA,0.850536424828233,0.443680786856138
"Epilepsy",2,4,"SFCL",4,0.925925925925926,0.922435897435897,0.936651583710407,0.922435897435897,0.926791958041958,0.925925925925926,0.900735294117647,NA,0.934644806406918,0.495765690289207
"Epilepsy",2,4,"SFCL",8,0.888888888888889,0.879807692307692,0.914772727272727,0.879807692307692,0.886904761904762,0.888888888888889,0.850622406639004,NA,0.936816632012017,0.494745110636063
