"dataset","seed","fold","distance","k","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier"
"Epilepsy",2,1,"SFCL",9,0.892857142857143,0.895238095238095,0.903125,0.895238095238095,0.890232974910394,0.892857142857143,0.857082092726499,NA,0.352302335345195,0.216931216931217
"Epilepsy",2,1,"SFCL",11,0.785714285714286,0.788690476190476,0.798345588235294,0.788690476190476,0.782738095238095,0.785714285714286,0.714528462192014,NA,0.419404550389055,0.250295159386068
"Epilepsy",2,1,"MFCL",1,0.821428571428571,0.820238095238095,0.826761473820297,0.820238095238095,0.819543650793651,0.821428571428571,0.761600681140911,NA,6.16763864194834,0.357142857142857
"Epilepsy",2,1,"MFCL",3,0.714285714285714,0.716666666666667,0.737781954887218,0.716666666666667,0.710690045248869,0.714285714285714,0.619047619047619,NA,4.53735242876851,0.392857142857143
"Epilepsy",2,1,"MFCL",5,0.732142857142857,0.733333333333333,0.754807692307692,0.733333333333333,0.729059829059829,0.732142857142857,0.642096293140179,NA,2.20739628830316,0.331428571428571
"Epilepsy",2,1,"MFCL",7,0.732142857142857,0.733333333333333,0.775189786059351,0.733333333333333,0.72869213166696,0.732142857142857,0.642096293140179,NA,1.70529186393353,0.369533527696793
"Epilepsy",2,1,"MFCL",9,0.714285714285714,0.714285714285714,0.766757246376812,0.714285714285714,0.69932041642568,0.714285714285714,0.618723404255319,NA,1.19355933659258,0.407407407407407
"Epilepsy",2,1,"MFCL",11,0.660714285714286,0.663095238095238,0.694940476190476,0.663095238095238,0.640796703296703,0.660714285714286,0.547426626967248,NA,1.26180203740194,0.444214876033058
"Epilepsy",2,2,"SFCL",1,0.928571428571429,0.929761904761905,0.933333333333333,0.929761904761905,0.925555555555556,0.928571428571429,0.904761904761905,NA,2.46705545677933,0.142857142857143
"Epilepsy",2,2,"SFCL",3,0.928571428571429,0.929761904761905,0.9375,0.929761904761905,0.925665024630542,0.928571428571429,0.904883227176221,NA,1.36478644173049,0.146825396825397
"Epilepsy",2,2,"SFCL",5,0.875,0.877380952380952,0.891666666666667,0.877380952380952,0.870258620689655,0.875,0.833898305084746,NA,0.848023439726957,0.174285714285714
"Epilepsy",2,2,"SFCL",7,0.839285714285714,0.841666666666667,0.859978070175439,0.841666666666667,0.827351939865844,0.839285714285714,0.786531130876747,NA,0.911578148979031,0.206268221574344
"Epilepsy",2,2,"SFCL",9,0.857142857142857,0.858333333333333,0.891228070175439,0.858333333333333,0.843548387096774,0.857142857142857,0.810169491525424,NA,0.947016956954893,0.225308641975309
"Epilepsy",2,2,"SFCL",11,0.857142857142857,0.858333333333333,0.891228070175439,0.858333333333333,0.843548387096774,0.857142857142857,0.810169491525424,NA,0.411043823107627,0.235537190082645
"Epilepsy",2,2,"MFCL",1,0.785714285714286,0.793452380952381,0.816220238095238,0.793452380952381,0.782628924371561,0.785714285714286,0.714770797962649,NA,7.401166370338,0.428571428571429
"Epilepsy",2,2,"MFCL",3,0.75,0.760119047619048,0.799553571428571,0.760119047619048,0.740543611985737,0.75,0.667514843087362,NA,4.51259717231994,0.353174603174603
"Epilepsy",2,2,"MFCL",5,0.696428571428571,0.710119047619048,0.77282196969697,0.710119047619048,0.663381123058542,0.696428571428571,0.597122302158273,NA,3.45226722594527,0.398571428571429
"Epilepsy",2,2,"MFCL",7,0.696428571428571,0.708928571428571,0.7625,0.708928571428571,0.6731338545605,0.696428571428571,0.597292724196277,NA,1.7269303102129,0.379737609329446
"Epilepsy",2,2,"MFCL",9,0.732142857142857,0.742261904761905,0.776654411764706,0.742261904761905,0.719609089464484,0.732142857142857,0.644670050761421,NA,1.73757066766412,0.37037037037037
"Epilepsy",2,2,"MFCL",11,0.714285714285714,0.725595238095238,0.767667483660131,0.725595238095238,0.696207591768632,0.714285714285714,0.621141649048626,NA,0.612150829125812,0.360979929161747
"Epilepsy",2,3,"SFCL",1,0.875,0.878571428571429,0.881439393939394,0.878571428571429,0.872331691297209,0.875,0.833545647558386,NA,4.31734704936384,0.25
"Epilepsy",2,3,"SFCL",3,0.821428571428571,0.826190476190476,0.826470588235294,0.826190476190476,0.814942528735632,0.821428571428571,0.762409843020789,NA,2.6529618628825,0.273809523809524
"Epilepsy",2,3,"SFCL",5,0.839285714285714,0.841666666666667,0.869791666666667,0.841666666666667,0.826344086021505,0.839285714285714,0.78616885871871,NA,0.90412906086503,0.214285714285714
"Epilepsy",2,3,"SFCL",7,0.875,0.877380952380952,0.893137254901961,0.877380952380952,0.869215392303848,0.875,0.833616298811545,NA,0.962554029178415,0.228862973760933
"Epilepsy",2,3,"SFCL",9,0.857142857142857,0.85952380952381,0.878676470588235,0.85952380952381,0.849228896103896,0.857142857142857,0.809523809523809,NA,0.970029707540268,0.223985890652557
"Epilepsy",2,3,"SFCL",11,0.857142857142857,0.85952380952381,0.878676470588235,0.85952380952381,0.849228896103896,0.857142857142857,0.809523809523809,NA,0.992636921467922,0.23642266824085
"Epilepsy",2,3,"MFCL",1,0.803571428571429,0.803571428571429,0.830844155844156,0.803571428571429,0.807501194457716,0.803571428571429,0.737089201877934,NA,6.78440250614317,0.392857142857143
"Epilepsy",2,3,"MFCL",3,0.803571428571429,0.807738095238095,0.833333333333333,0.807738095238095,0.803366174055829,0.803571428571429,0.737537281636131,NA,3.30803123736657,0.301587301587302
"Epilepsy",2,3,"MFCL",5,0.803571428571429,0.808928571428571,0.824206349206349,0.808928571428571,0.800814846073467,0.803571428571429,0.738206544836379,NA,2.18421701485021,0.295714285714286
