"dataset","seed","fold","s","n_sel","p","k_sel","gamma_sel","bal_acc_knn","acc_knn","macro_f1_knn","bal_acc_kfda","acc_kfda","macro_f1_kfda"
"Epilepsy",5,2,1.10014939791998,3,3,1,2,0.841666666666667,0.839285714285714,0.826344086021505,0.844047619047619,0.839285714285714,0.833663200598684
"Epilepsy",5,2,1.18659676249382,3,3,1,2,0.85952380952381,0.857142857142857,0.848484848484849,0.895238095238095,0.892857142857143,0.88974358974359
"Epilepsy",5,2,1.27983697434448,3,3,1,2,0.895238095238095,0.892857142857143,0.889285714285714,0.930952380952381,0.928571428571429,0.928423645320197
"Epilepsy",5,2,1.3804038007459,3,3,1,2,0.929761904761905,0.928571428571429,0.926575682382134,0.930952380952381,0.928571428571429,0.928423645320197
"Epilepsy",5,2,1.48887295125201,3,3,1,1,0.929761904761905,0.928571428571429,0.926575682382134,0.895238095238095,0.892857142857143,0.88974358974359
"Epilepsy",5,2,1.60586537343063,3,3,1,1,0.930952380952381,0.928571428571429,0.928205128205128,0.895238095238095,0.892857142857143,0.88974358974359
"Epilepsy",5,2,1.73205080756888,3,3,1,4,0.930952380952381,0.928571428571429,0.928205128205128,0.895238095238095,0.892857142857143,0.89044665012407
"Epilepsy",5,3,1.02,2,3,1,0.5,0.791666666666667,0.785714285714286,0.777732974910394,0.804166666666667,0.803571428571429,0.797722966688484
"Epilepsy",5,3,1.10014939791998,3,3,1,1,0.823214285714286,0.821428571428571,0.818464696223317,0.873214285714286,0.875,0.869311847572717
"Epilepsy",5,3,1.18659676249382,3,3,1,0.125,0.841071428571429,0.839285714285714,0.837545787545788,0.913095238095238,0.910714285714286,0.908888888888889
"Epilepsy",5,3,1.27983697434448,3,3,1,1,0.857738095238095,0.857142857142857,0.854474548440066,0.857738095238095,0.857142857142857,0.852907947735534
"Epilepsy",5,3,1.3804038007459,3,3,1,0.5,0.875595238095238,0.875,0.873288142253659,0.861904761904762,0.857142857142857,0.855172413793103
"Epilepsy",5,3,1.48887295125201,3,3,1,2,0.892261904761905,0.892857142857143,0.890262685034654,0.927976190476191,0.928571428571429,0.927976190476191
"Epilepsy",5,3,1.60586537343063,3,3,3,0.25,0.929761904761905,0.928571428571429,0.926575682382134,0.932142857142857,0.928571428571429,0.927197802197802
"Epilepsy",5,3,1.73205080756888,3,3,1,0.25,0.911904761904762,0.910714285714286,0.906362007168459,0.914285714285714,0.910714285714286,0.908730158730159
"Epilepsy",5,4,1.02,2,3,1,2,0.834615384615385,0.833333333333333,0.824500768049155,0.853846153846154,0.851851851851852,0.845095309488113
"Epilepsy",5,4,1.10014939791998,3,3,1,4,0.867948717948718,0.87037037037037,0.85955710955711,0.762820512820513,0.759259259259259,0.73666253101737
"Epilepsy",5,4,1.18659676249382,3,3,1,8,0.867948717948718,0.87037037037037,0.857638888888889,0.693589743589744,0.703703703703704,0.679619565217391
"Epilepsy",5,4,1.27983697434448,3,3,1,1,0.887179487179487,0.888888888888889,0.881337412587413,0.868910256410256,0.87037037037037,0.866868054806344
"Epilepsy",5,4,1.3804038007459,3,3,1,1,0.903846153846154,0.907407407407407,0.901064425770308,0.86474358974359,0.87037037037037,0.864402173913043
"Epilepsy",5,4,1.48887295125201,3,3,3,1,0.90521978021978,0.907407407407407,0.901537145423015,0.86474358974359,0.87037037037037,0.864402173913043
"Epilepsy",5,4,1.60586537343063,3,3,1,1,0.923076923076923,0.925925925925926,0.919689685314685,0.924038461538462,0.925925925925926,0.92497311827957
"Epilepsy",5,4,1.73205080756888,3,3,1,0.25,0.942307692307692,0.944444444444444,0.940096018988025,0.904807692307692,0.907407407407407,0.906141304347826
"Epilepsy",5,5,1.02,2,3,1,2,0.866529304029304,0.867924528301887,0.864575558541076,0.841117216117216,0.849056603773585,0.840525534491052
"Epilepsy",5,5,1.10014939791998,3,3,1,2,0.903617216117216,0.905660377358491,0.902451933373972,0.821886446886447,0.830188679245283,0.820512134042869
"Epilepsy",5,5,1.18659676249382,3,3,1,2,0.882783882783883,0.886792452830189,0.883770614692654,0.84271978021978,0.849056603773585,0.841022167487685
"Epilepsy",5,5,1.27983697434448,3,3,1,2,0.900641025641026,0.905660377358491,0.901968370653383,0.823489010989011,0.830188679245283,0.819683908045977
"Epilepsy",5,5,1.3804038007459,3,3,1,2,0.90224358974359,0.905660377358491,0.899258098223615,0.823489010989011,0.830188679245283,0.819683908045977
"Epilepsy",5,5,1.48887295125201,3,3,1,2,0.921474358974359,0.924528301886792,0.920724637681159,0.84271978021978,0.849056603773585,0.841169415292354
"Epilepsy",5,5,1.60586537343063,3,3,1,0.5,0.90224358974359,0.905660377358491,0.899417249417249,0.922847985347985,0.924528301886792,0.922688834154351
"Epilepsy",5,5,1.73205080756888,3,3,1,1,0.90521978021978,0.905660377358491,0.899994447220834,0.865155677655678,0.867924528301887,0.859697135559205
"Epilepsy",6,1,1.02,2,3,1,1,0.805357142857143,0.803571428571429,0.798363095238095,0.870238095238095,0.875,0.877272727272727
"Epilepsy",6,1,1.10014939791998,3,3,1,0.25,0.839880952380952,0.839285714285714,0.837340992340992,0.874404761904762,0.875,0.871667771883289
"Epilepsy",6,1,1.18659676249382,3,3,1,2,0.878571428571429,0.875,0.873903724710176,0.838690476190476,0.839285714285714,0.837212643678161
"Epilepsy",6,1,1.27983697434448,3,3,1,0.125,0.929761904761905,0.928571428571429,0.927344913151365,0.930952380952381,0.928571428571429,0.929407984179953
"Epilepsy",6,1,1.3804038007459,3,3,1,2,0.930952380952381,0.928571428571429,0.928888888888889,0.908928571428571,0.910714285714286,0.912790108442282
"Epilepsy",6,1,1.48887295125201,3,3,1,2,0.930952380952381,0.928571428571429,0.928888888888889,0.925595238095238,0.928571428571429,0.929718670076726
"Epilepsy",6,1,1.60586537343063,3,3,1,8,0.930952380952381,0.928571428571429,0.928888888888889,0.875595238095238,0.875,0.874427273690344
"Epilepsy",6,1,1.73205080756888,3,3,1,2,0.895238095238095,0.892857142857143,0.89044665012407,0.890476190476191,0.892857142857143,0.891797470440407
"Epilepsy",6,2,1.02,2,3,1,0.5,0.860714285714286,0.857142857142857,0.852548725637181,0.689880952380952,0.696428571428571,0.693207267334075
"Epilepsy",6,2,1.10014939791998,2,3,1,0.125,0.822023809523809,0.821428571428571,0.813568215892054,0.791071428571429,0.803571428571429,0.791451302320867
"Epilepsy",6,2,1.18659676249382,3,3,1,0.5,0.822023809523809,0.821428571428571,0.815151515151515,0.930952380952381,0.928571428571429,0.927129384025936
"Epilepsy",6,2,1.27983697434448,3,3,1,0.5,0.839880952380952,0.839285714285714,0.835307346326837,0.910119047619048,0.910714285714286,0.908423645320197
"Epilepsy",6,2,1.3804038007459,3,3,1,0.5,0.819047619047619,0.821428571428571,0.816233572281959,0.927976190476191,0.928571428571429,0.927442528735632
"Epilepsy",6,2,1.48887295125201,3,3,1,8,0.856547619047619,0.857142857142857,0.850881123058542,0.822023809523809,0.821428571428571,0.812810013262599
"Epilepsy",6,2,1.60586537343063,3,3,1,0.5,0.839880952380952,0.839285714285714,0.833928571428571,0.96547619047619,0.964285714285714,0.962889281854799
"Epilepsy",6,2,1.73205080756888,3,3,1,0.125,0.857738095238095,0.857142857142857,0.853325123152709,0.914285714285714,0.910714285714286,0.910462717359269
"Epilepsy",6,3,1.02,2,3,1,1,0.894047619047619,0.892857142857143,0.888106060606061,0.832738095238095,0.839285714285714,0.832560483870968
"Epilepsy",6,3,1.10014939791998,3,3,1,1,0.894047619047619,0.892857142857143,0.887106888553242,0.888095238095238,0.892857142857143,0.887613730355666
"Epilepsy",6,3,1.18659676249382,3,3,1,0.125,0.911904761904762,0.910714285714286,0.906844499586435,0.832738095238095,0.839285714285714,0.831552419354839
"Epilepsy",6,3,1.27983697434448,3,3,3,0.125,0.874404761904762,0.875,0.872083333333333,0.910119047619048,0.910714285714286,0.908381107213143
"Epilepsy",6,3,1.3804038007459,3,3,3,0.5,0.944642857142857,0.946428571428571,0.947079743538369,0.875595238095238,0.875,0.871463363398847
"Epilepsy",6,3,1.48887295125201,3,3,3,0.5,0.926785714285714,0.928571428571429,0.926575682382134,0.871428571428571,0.875,0.870140612076096
"Epilepsy",6,3,1.60586537343063,3,3,3,0.5,0.910119047619048,0.910714285714286,0.908888888888889,0.923809523809524,0.928571428571429,0.927157519899455
"Epilepsy",6,3,1.73205080756888,3,3,1,0.5,0.930952380952381,0.928571428571429,0.9278135657446,0.923809523809524,0.928571428571429,0.927157519899455
"Epilepsy",6,4,1.02,2,3,1,0.5,0.79496336996337,0.796296296296296,0.775545494560775,0.851053113553114,0.851851851851852,0.850418160095579
"Epilepsy",6,4,1.10014939791998,3,3,1,0.5,0.851282051282051,0.851851851851852,0.841666666666667,0.885576923076923,0.888888888888889,0.889594474153298
"Epilepsy",6,4,1.18659676249382,3,3,1,1,0.887179487179487,0.888888888888889,0.880568356374808,0.881410256410256,0.888888888888889,0.883631713554987
"Epilepsy",6,4,1.27983697434448,3,3,1,0.5,0.903846153846154,0.907407407407407,0.897073412698413,0.900641025641026,0.907407407407407,0.90537084398977
"Epilepsy",6,4,1.3804038007459,3,3,1,0.5,0.90224358974359,0.907407407407407,0.901818181818182,0.90224358974359,0.907407407407407,0.904300356506239
"Epilepsy",6,4,1.48887295125201,3,3,1,0.25,0.921474358974359,0.925925925925926,0.921766304347826,0.849862637362637,0.851851851851852,0.852057109557109
"Epilepsy",6,4,1.60586537343063,3,3,1,1,0.959935897435897,0.962962962962963,0.961102150537634,0.940705128205128,0.944444444444444,0.945569828722003
"Epilepsy",6,4,1.73205080756888,3,3,1,0.25,0.959935897435897,0.962962962962963,0.961102150537634,0.869093406593407,0.87037037037037,0.87099358974359
"Epilepsy",6,5,1.02,3,3,1,2,0.851648351648352,0.849056603773585,0.844856417944874,0.79532967032967,0.792452830188679,0.786268266965418
"Epilepsy",6,5,1.10014939791998,3,3,1,2,0.870879120879121,0.867924528301887,0.867391304347826,0.906593406593407,0.905660377358491,0.903652828652829
"Epilepsy",6,5,1.18659676249382,3,3,1,8,0.888736263736264,0.886792452830189,0.885229885057471,0.830815018315018,0.830188679245283,0.826763925729443
"Epilepsy",6,5,1.27983697434448,3,3,1,0.125,0.906593406593407,0.905660377358491,0.903899240855763,0.884386446886447,0.886792452830189,0.886837121212121
"Epilepsy",6,5,1.3804038007459,3,3,1,0.125,0.943681318681319,0.943396226415094,0.94212962962963,0.922847985347985,0.924528301886792,0.925797101449275
"Epilepsy",6,5,1.48887295125201,3,3,1,0.125,0.924450549450549,0.924528301886792,0.922417759374281,0.885760073260073,0.886792452830189,0.886574074074074
"Epilepsy",6,5,1.60586537343063,3,3,3,0.125,0.924450549450549,0.924528301886792,0.921756383712905,0.885760073260073,0.886792452830189,0.886574074074074
"Epilepsy",6,5,1.73205080756888,3,3,1,0.125,0.961538461538462,0.962264150943396,0.959935897435897,0.86790293040293,0.867924528301887,0.867637292464879
"Epilepsy",7,1,1.02,3,3,1,1,0.826190476190476,0.821428571428571,0.815880078393983,0.839880952380952,0.839285714285714,0.83974358974359
"Epilepsy",7,1,1.10014939791998,3,3,1,1,0.860714285714286,0.857142857142857,0.853278951921889,0.801190476190476,0.803571428571429,0.80386189258312
"Epilepsy",7,1,1.18659676249382,3,3,1,1,0.860714285714286,0.857142857142857,0.85490288354582,0.888095238095238,0.892857142857143,0.88984500805153
"Epilepsy",7,1,1.27983697434448,3,3,1,0.5,0.873214285714286,0.875,0.867292771883289,0.964285714285714,0.964285714285714,0.965144230769231
"Epilepsy",7,1,1.3804038007459,3,3,1,0.25,0.907738095238095,0.910714285714286,0.904375,0.983333333333333,0.982142857142857,0.983314794215795
"Epilepsy",7,1,1.48887295125201,3,3,1,1,0.889880952380952,0.892857142857143,0.884772727272727,0.913095238095238,0.910714285714286,0.91037037037037
"Epilepsy",7,1,1.60586537343063,3,3,3,2,0.926785714285714,0.928571428571429,0.927195340501792,0.894642857142857,0.892857142857143,0.889550264550265
"Epilepsy",7,1,1.73205080756888,3,3,1,8,0.925595238095238,0.928571428571429,0.925080128205128,0.927976190476191,0.928571428571429,0.929935032483758
"Epilepsy",7,2,1.02,2,3,1,2,0.842857142857143,0.839285714285714,0.831866324902065,0.732142857142857,0.732142857142857,0.721869967793881
"Epilepsy",7,2,1.10014939791998,2,3,1,0.25,0.878571428571429,0.875,0.873278951921889,0.808333333333333,0.803571428571429,0.79068156537567
"Epilepsy",7,2,1.18659676249382,3,3,1,0.125,0.896428571428571,0.892857142857143,0.891806660772178,0.791666666666667,0.785714285714286,0.772680825485875
"Epilepsy",7,2,1.27983697434448,3,3,3,0.125,0.895238095238095,0.892857142857143,0.889285714285714,0.788690476190476,0.785714285714286,0.777444515069654
"Epilepsy",7,2,1.3804038007459,3,3,3,0.125,0.895238095238095,0.892857142857143,0.890232974910394,0.820238095238095,0.821428571428571,0.819727047146402
"Epilepsy",7,2,1.48887295125201,3,3,1,0.25,0.896428571428571,0.892857142857143,0.890657235484822,0.798214285714286,0.803571428571429,0.802122762148338
"Epilepsy",7,2,1.60586537343063,3,3,3,0.25,0.911904761904762,0.910714285714286,0.907852564102564,0.853571428571429,0.857142857142857,0.85530303030303
"Epilepsy",7,2,1.73205080756888,3,3,1,1,0.913095238095238,0.910714285714286,0.909493454265423,0.814880952380952,0.821428571428571,0.812560483870968
"Epilepsy",7,3,1.02,2,3,1,2,0.842857142857143,0.839285714285714,0.830650217413287,0.849404761904762,0.857142857142857,0.854545454545455
"Epilepsy",7,3,1.10014939791998,2,3,1,0.25,0.785714285714286,0.785714285714286,0.779534462159601,0.892261904761905,0.892857142857143,0.892547789725209
"Epilepsy",7,3,1.18659676249382,3,3,1,0.25,0.839880952380952,0.839285714285714,0.833376370570475,0.894047619047619,0.892857142857143,0.889621212121212
"Epilepsy",7,3,1.27983697434448,3,3,1,0.125,0.878571428571429,0.875,0.871451083214153,0.946428571428571,0.946428571428571,0.947272727272727
"Epilepsy",7,3,1.3804038007459,3,3,5,0.125,0.877380952380952,0.875,0.868971476243445,0.928571428571429,0.928571428571429,0.927541544477028
"Epilepsy",7,3,1.48887295125201,3,3,1,0.125,0.929761904761905,0.928571428571429,0.925665024630542,0.873214285714286,0.875,0.872636677391854
"Epilepsy",7,3,1.60586537343063,3,3,1,0.25,0.911904761904762,0.910714285714286,0.906609195402299,0.873214285714286,0.875,0.872636677391854
"Epilepsy",7,3,1.73205080756888,3,3,1,0.125,0.895238095238095,0.892857142857143,0.891091954022988,0.873214285714286,0.875,0.87481884057971
"Epilepsy",7,4,1.02,2,3,1,2,0.891117216117216,0.888888888888889,0.887497719394271,0.84945054945055,0.851851851851852,0.8497150997151
"Epilepsy",7,4,1.10014939791998,2,3,1,1,0.927014652014652,0.925925925925926,0.924843304843305,0.846886446886447,0.851851851851852,0.847450606961476
"Epilepsy",7,4,1.18659676249382,3,3,1,1,0.927014652014652,0.925925925925926,0.924843304843305,0.883974358974359,0.888888888888889,0.886141304347826
"Epilepsy",7,4,1.27983697434448,3,3,1,1,0.927014652014652,0.925925925925926,0.924843304843305,0.883974358974359,0.888888888888889,0.887845849802372
"Epilepsy",7,4,1.3804038007459,3,3,1,1,0.910347985347985,0.907407407407407,0.907100893997446,0.903205128205128,0.907407407407407,0.90625
"Epilepsy",7,4,1.48887295125201,3,3,1,1,0.946245421245421,0.944444444444444,0.944843304843305,0.983333333333333,0.981481481481482,0.981379310344828
"Epilepsy",7,4,1.60586537343063,3,3,1,0.25,0.929578754578755,0.925925925925926,0.926417133313685,0.983333333333333,0.981481481481482,0.981379310344828
"Epilepsy",7,4,1.73205080756888,3,3,1,8,0.911721611721612,0.907407407407407,0.907898614795167,0.929166666666667,0.925925925925926,0.925026455026455
"Epilepsy",7,5,1.02,2,3,1,1,0.868131868131868,0.867924528301887,0.861658456486043,0.677655677655678,0.679245283018868,0.682962962962963
"Epilepsy",7,5,1.10014939791998,2,3,1,0.125,0.865155677655678,0.867924528301887,0.859659816556368,0.866529304029304,0.867924528301887,0.863917133313685
"Epilepsy",7,5,1.18659676249382,3,3,1,1,0.924450549450549,0.924528301886792,0.921296296296296,0.8246336996337,0.830188679245283,0.828202171315776
"Epilepsy",7,5,1.27983697434448,3,3,1,0.5,0.924450549450549,0.924528301886792,0.921296296296296,0.924221611721612,0.924528301886792,0.924814569211121
"Epilepsy",7,5,1.3804038007459,3,3,1,0.25,0.943681318681319,0.943396226415094,0.941509971509972,0.943452380952381,0.943396226415094,0.942791005291005
"Epilepsy",7,5,1.48887295125201,3,3,1,0.125,0.943681318681319,0.943396226415094,0.941509971509972,0.906364468864469,0.905660377358491,0.906296050692602
"Epilepsy",7,5,1.60586537343063,3,3,1,0.25,0.924450549450549,0.924528301886792,0.921296296296296,0.888507326007326,0.886792452830189,0.887590311986864
"Epilepsy",7,5,1.73205080756888,3,3,1,0.125,0.943681318681319,0.943396226415094,0.941509971509972,0.909340659340659,0.905660377358491,0.909039408866995
"Epilepsy",8,1,1.02,2,3,1,0.25,0.80952380952381,0.803571428571429,0.799908540353479,0.795238095238095,0.803571428571429,0.800224253924444
"Epilepsy",8,1,1.10014939791998,3,3,1,0.25,0.860714285714286,0.857142857142857,0.852235023041475,0.831547619047619,0.839285714285714,0.830970010725188
"Epilepsy",8,1,1.18659676249382,3,3,1,0.125,0.911904761904762,0.910714285714286,0.905952380952381,0.873214285714286,0.875,0.869708869905223
"Epilepsy",8,1,1.27983697434448,3,3,1,0.125,0.929761904761905,0.928571428571429,0.925555555555556,0.891071428571429,0.892857142857143,0.890454545454545
"Epilepsy",8,1,1.3804038007459,3,3,1,0.125,0.929761904761905,0.928571428571429,0.925555555555556,0.891071428571429,0.892857142857143,0.89155669599218
"Epilepsy",8,1,1.48887295125201,3,3,3,2,0.929761904761905,0.928571428571429,0.926575682382134,0.911309523809524,0.910714285714286,0.911350574712644
"Epilepsy",8,1,1.60586537343063,3,3,1,0.25,0.964285714285714,0.964285714285714,0.962704714640199,0.904761904761905,0.910714285714286,0.908019399954884
"Epilepsy",8,1,1.73205080756888,3,3,1,0.5,0.947619047619048,0.946428571428571,0.945537016438018,0.907738095238095,0.910714285714286,0.909718670076726
"Epilepsy",8,2,1.02,2,3,1,4,0.84047619047619,0.839285714285714,0.819354838709677,0.754761904761905,0.75,0.717139959432049
"Epilepsy",8,2,1.10014939791998,3,3,1,2,0.822619047619048,0.821428571428571,0.794885398981324,0.878571428571429,0.875,0.873903724710176
"Epilepsy",8,2,1.18659676249382,3,3,1,0.125,0.84047619047619,0.839285714285714,0.81875,0.841666666666667,0.839285714285714,0.826373615184099
"Epilepsy",8,2,1.27983697434448,3,3,1,8,0.910714285714286,0.910714285714286,0.902249396135266,0.79047619047619,0.785714285714286,0.766887315270936
"Epilepsy",8,2,1.3804038007459,3,3,1,8,0.889880952380952,0.892857142857143,0.883413461538462,0.807142857142857,0.803571428571429,0.784819938820912
"Epilepsy",8,2,1.48887295125201,3,3,5,0.125,0.839285714285714,0.839285714285714,0.809063734386677,0.983333333333333,0.982142857142857,0.981379310344828
"Epilepsy",8,2,1.60586537343063,3,3,1,0.25,0.87202380952381,0.875,0.86272423228945,0.96547619047619,0.964285714285714,0.964074074074074
"Epilepsy",8,2,1.73205080756888,3,3,1,0.125,0.925595238095238,0.928571428571429,0.923473945409429,0.930952380952381,0.928571428571429,0.929407984179953
"Epilepsy",8,3,1.02,2,3,1,0.125,0.85952380952381,0.857142857142857,0.848392152897159,0.780357142857143,0.785714285714286,0.777920332355816
"Epilepsy",8,3,1.10014939791998,2,3,1,0.125,0.844047619047619,0.839285714285714,0.835307346326837,0.891071428571429,0.892857142857143,0.888621794871795
"Epilepsy",8,3,1.18659676249382,3,3,1,0.125,0.839880952380952,0.839285714285714,0.833928571428571,0.943452380952381,0.946428571428571,0.944310897435897
"Epilepsy",8,3,1.27983697434448,3,3,1,2,0.844047619047619,0.839285714285714,0.835307346326837,0.930952380952381,0.928571428571429,0.926587301587302
"Epilepsy",8,3,1.3804038007459,3,3,1,1,0.844047619047619,0.839285714285714,0.835629132438389,0.930952380952381,0.928571428571429,0.926587301587302
"Epilepsy",8,3,1.48887295125201,3,3,1,1,0.878571428571429,0.875,0.872619047619048,0.944642857142857,0.946428571428571,0.944642857142857
"Epilepsy",8,3,1.60586537343063,3,3,3,1,0.858928571428571,0.857142857142857,0.858998357963875,0.926785714285714,0.928571428571429,0.928685897435897
"Epilepsy",8,3,1.73205080756888,3,3,1,1,0.896428571428571,0.892857142857143,0.892222222222222,0.943452380952381,0.946428571428571,0.947172392824567
"Epilepsy",8,4,1.02,2,3,1,0.125,0.927014652014652,0.925925925925926,0.924843304843305,0.866529304029304,0.87037037037037,0.866291116291116
"Epilepsy",8,4,1.10014939791998,2,3,1,0.25,0.907783882783883,0.907407407407407,0.905649756456208,0.869093406593407,0.87037037037037,0.868114143920595
"Epilepsy",8,4,1.18659676249382,2,3,1,1,0.907783882783883,0.907407407407407,0.905649756456208,0.802838827838828,0.796296296296296,0.794770044770045
"Epilepsy",8,4,1.27983697434448,3,3,1,0.25,0.907783882783883,0.907407407407407,0.905649756456208,0.816529304029304,0.814814814814815,0.813734158561745
"Epilepsy",8,4,1.3804038007459,3,3,1,0.5,0.946245421245421,0.944444444444444,0.94365851262403,0.870283882783883,0.87037037037037,0.870418160095579
"Epilepsy",8,4,1.48887295125201,3,3,1,0.125,0.962912087912088,0.962962962962963,0.961509971509972,0.871657509157509,0.87037037037037,0.870512820512821
"Epilepsy",8,4,1.60586537343063,3,3,1,1,0.982142857142857,0.981481481481482,0.981481481481482,0.893681318681319,0.888888888888889,0.889944984772571
"Epilepsy",8,4,1.73205080756888,3,3,1,1,0.943681318681319,0.944444444444444,0.942676224611709,0.932142857142857,0.925925925925926,0.927100893997446
"Epilepsy",8,5,1.02,3,3,3,2,0.756639194139194,0.754716981132076,0.750327927747283,0.845467032967033,0.849056603773585,0.845784449045319
"Epilepsy",8,5,1.10014939791998,3,3,3,0.25,0.850045787545788,0.849056603773585,0.848707773707774,0.848672161172161,0.849056603773585,0.848672161172161
"Epilepsy",8,5,1.18659676249382,3,3,1,0.5,0.906593406593407,0.905660377358491,0.902777777777778,0.885760073260073,0.886792452830189,0.884529914529915
"Epilepsy",8,5,1.27983697434448,3,3,1,0.125,0.906593406593407,0.905660377358491,0.902777777777778,0.850045787545788,0.849056603773585,0.848707773707774
"Epilepsy",8,5,1.3804038007459,3,3,3,0.125,0.888736263736264,0.886792452830189,0.885185185185185,0.86790293040293,0.867924528301887,0.866666666666667
"Epilepsy",8,5,1.48887295125201,3,3,1,0.125,0.924450549450549,0.924528301886792,0.921245421245421,0.86790293040293,0.867924528301887,0.867724867724868
"Epilepsy",8,5,1.60586537343063,3,3,3,8,0.924450549450549,0.924528301886792,0.921245421245421,0.924221611721612,0.924528301886792,0.925638371290545
"Epilepsy",8,5,1.73205080756888,3,3,1,1,0.925824175824176,0.924528301886792,0.922991452991453,0.922847985347985,0.924528301886792,0.923240740740741
"Epilepsy",9,1,1.02,3,3,1,0.25,0.876190476190476,0.875,0.866644108579592,0.723809523809524,0.732142857142857,0.716394358329842
"Epilepsy",9,1,1.10014939791998,3,3,1,0.125,0.877380952380952,0.875,0.869487299361072,0.765476190476191,0.767857142857143,0.752078301127214
"Epilepsy",9,1,1.18659676249382,3,3,1,2,0.896428571428571,0.892857142857143,0.892222222222222,0.892261904761905,0.892857142857143,0.890140612076096
"Epilepsy",9,1,1.27983697434448,3,3,1,2,0.913095238095238,0.910714285714286,0.910446650124069,0.892261904761905,0.892857142857143,0.889150337982374
"Epilepsy",9,1,1.3804038007459,3,3,1,2,0.911904761904762,0.910714285714286,0.907852564102564,0.895238095238095,0.892857142857143,0.888295637127673
"Epilepsy",9,1,1.48887295125201,3,3,3,4,0.908928571428571,0.910714285714286,0.90875,0.892261904761905,0.892857142857143,0.891383301404853
"Epilepsy",9,1,1.60586537343063,3,3,3,2,0.908928571428571,0.910714285714286,0.90875,0.878571428571429,0.875,0.871182266009852
"Epilepsy",9,1,1.73205080756888,3,3,1,0.125,0.911904761904762,0.910714285714286,0.907852564102564,0.944642857142857,0.946428571428571,0.944624318025319
"Epilepsy",9,2,1.02,2,3,1,0.125,0.863095238095238,0.857142857142857,0.853846153846154,0.817261904761905,0.821428571428571,0.824171518137035
"Epilepsy",9,2,1.10014939791998,2,3,1,0.125,0.863095238095238,0.857142857142857,0.852907947735534,0.876785714285714,0.875,0.87610599078341
"Epilepsy",9,2,1.18659676249382,3,3,1,0.125,0.846428571428571,0.839285714285714,0.837627889352027,0.897619047619048,0.892857142857143,0.893253968253968
"Epilepsy",9,2,1.27983697434448,3,3,1,2,0.896428571428571,0.892857142857143,0.891483516483516,0.87797619047619,0.875,0.874599358974359
"Epilepsy",9,2,1.3804038007459,3,3,1,0.125,0.914285714285714,0.910714285714286,0.909340659340659,0.897619047619048,0.892857142857143,0.893330807123911
"Epilepsy",9,2,1.48887295125201,3,3,1,0.125,0.914285714285714,0.910714285714286,0.909340659340659,0.9125,0.910714285714286,0.910638142910112
"Epilepsy",9,2,1.60586537343063,3,3,3,1,0.914285714285714,0.910714285714286,0.909888004715591,0.9,0.892857142857143,0.890898541114058
"Epilepsy",9,2,1.73205080756888,3,3,3,0.5,0.914285714285714,0.910714285714286,0.911182266009852,0.895833333333333,0.892857142857143,0.896334660952352
"Epilepsy",9,3,1.02,2,3,3,1,0.813690476190476,0.821428571428571,0.81043378080545,0.830952380952381,0.839285714285714,0.833475887911372
"Epilepsy",9,3,1.10014939791998,3,3,1,0.125,0.891071428571429,0.892857142857143,0.887018497919499,0.87202380952381,0.875,0.863465909090909
"Epilepsy",9,3,1.18659676249382,3,3,1,0.125,0.929761904761905,0.928571428571429,0.925139994105511,0.889880952380952,0.892857142857143,0.884860385056738
"Epilepsy",9,3,1.27983697434448,3,3,1,0.125,0.925595238095238,0.928571428571429,0.923076923076923,0.964285714285714,0.964285714285714,0.962704714640199
"Epilepsy",9,3,1.3804038007459,3,3,1,0.125,0.925595238095238,0.928571428571429,0.923473945409429,0.943452380952381,0.946428571428571,0.944310897435897
"Epilepsy",9,3,1.48887295125201,3,3,3,0.25,0.870238095238095,0.875,0.869324970131422,0.958333333333333,0.964285714285714,0.961647727272727
"Epilepsy",9,3,1.60586537343063,3,3,1,0.125,0.908928571428571,0.910714285714286,0.906410256410256,1,1,1
"Epilepsy",9,3,1.73205080756888,3,3,1,0.125,0.908928571428571,0.910714285714286,0.906410256410256,0.983333333333333,0.982142857142857,0.981379310344828
"Epilepsy",9,4,1.02,2,3,1,1,0.758836996336996,0.759259259259259,0.750508094056481,0.869093406593407,0.87037037037037,0.867948717948718
"Epilepsy",9,4,1.10014939791998,2,3,1,1,0.833424908424908,0.833333333333333,0.827050264550265,0.890888278388278,0.888888888888889,0.888736263736264
"Epilepsy",9,4,1.18659676249382,3,3,1,1,0.852655677655678,0.851851851851852,0.846696853593405,0.888324175824176,0.888888888888889,0.889697802197802
"Epilepsy",9,4,1.27983697434448,3,3,1,0.125,0.869322344322344,0.87037037037037,0.863531144781145,0.856593406593407,0.851851851851852,0.853388278388278
"Epilepsy",9,4,1.3804038007459,3,3,1,8,0.887179487179487,0.888888888888889,0.881448412698413,0.797115384615385,0.796296296296296,0.786553963278101
"Epilepsy",9,4,1.48887295125201,3,3,1,0.5,0.903846153846154,0.907407407407407,0.898518148518148,0.875824175824176,0.87037037037037,0.872991452991453
"Epilepsy",9,4,1.60586537343063,3,3,1,0.25,0.961538461538462,0.962962962962963,0.961102150537634,0.873260073260073,0.87037037037037,0.8712158808933
"Epilepsy",9,4,1.73205080756888,3,3,1,0.125,0.980769230769231,0.981481481481482,0.981935483870968,0.834798534798535,0.833333333333333,0.831330128205128
