"dataset","seed","fold","n_var","k_sel","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier"
"Epilepsy",3,4,1,1,0.851851851851852,0.851282051282051,0.879595588235294,0.851282051282051,0.841573971078977,0.851851851851852,0.802288329519451,NA,5.11685576220899,0.296296296296296
"Epilepsy",3,4,2,1,0.981481481481482,0.983333333333333,0.980769230769231,0.983333333333333,0.981379310344828,0.981481481481482,0.975286041189931,NA,0.639606970276124,0.037037037037037
"Epilepsy",3,4,3,1,0.907407407407407,0.903617216117216,0.919871794871795,0.903617216117216,0.905404772361294,0.907407407407407,0.87603305785124,NA,3.19803485138062,0.185185185185185
"Epilepsy",3,5,1,1,0.867924528301887,0.869505494505495,0.882239819004525,0.869505494505495,0.865511688600144,0.867924528301887,0.824253908100426,NA,4.56172518423349,0.264150943396226
"Epilepsy",3,5,2,1,0.924528301886792,0.924450549450549,0.932142857142857,0.924450549450549,0.921756383712905,0.924528301886792,0.899383009017561,NA,2.60670010527628,0.150943396226415
"Epilepsy",3,5,3,1,0.886792452830189,0.884386446886447,0.890178571428571,0.884386446886447,0.881264709525579,0.886792452830189,0.848931116389549,NA,3.91005015791442,0.226415094339623
"Epilepsy",4,1,1,1,0.767857142857143,0.766666666666667,0.772222222222222,0.766666666666667,0.760131072631073,0.767857142857143,0.690344534240749,NA,8.01793023453284,0.464285714285714
"Epilepsy",4,1,2,1,0.803571428571429,0.807142857142857,0.799221611721612,0.807142857142857,0.789775441949355,0.803571428571429,0.737537281636131,NA,6.78440250614317,0.392857142857143
"Epilepsy",4,1,3,1,0.875,0.877380952380952,0.893382352941176,0.877380952380952,0.870067198543585,0.875,0.833404164895878,NA,4.31734704936384,0.25
"Epilepsy",4,2,1,1,0.857142857142857,0.858333333333333,0.885416666666667,0.858333333333333,0.84247311827957,0.857142857142857,0.809927874416631,NA,4.93411091355867,0.285714285714286
"Epilepsy",4,2,2,1,0.803571428571429,0.804166666666667,0.807102007469655,0.804166666666667,0.791773468104657,0.803571428571429,0.738539898132428,NA,6.78440250614317,0.392857142857143
"Epilepsy",4,2,3,1,0.928571428571429,0.926785714285714,0.925824175824176,0.926785714285714,0.925665024630542,0.928571428571429,0.904640272456364,NA,2.46705545677933,0.142857142857143
"Epilepsy",4,3,1,1,0.803571428571429,0.802380952380952,0.813375350140056,0.802380952380952,0.800641025641026,0.803571428571429,0.737649063032368,NA,6.78440250614317,0.392857142857143
"Epilepsy",4,3,2,1,0.875,0.876785714285714,0.877197802197802,0.876785714285714,0.875139994105511,0.875,0.833262441514249,NA,4.31734704936384,0.25
"Epilepsy",4,3,3,1,0.875,0.878571428571429,0.893939393939394,0.878571428571429,0.873522167487685,0.875,0.833968657348581,NA,4.31734704936384,0.25
"Epilepsy",4,4,1,1,0.851851851851852,0.851282051282051,0.879595588235294,0.851282051282051,0.841573971078977,0.851851851851852,0.802288329519451,NA,5.11685576220899,0.296296296296296
"Epilepsy",4,4,2,1,0.962962962962963,0.964102564102564,0.964285714285714,0.964102564102564,0.962148541114058,0.962962962962963,0.950594693504117,NA,1.27921394055225,0.0740740740740741
"Epilepsy",4,4,3,3,0.907407407407407,0.904990842490842,0.909970238095238,0.904990842490842,0.90424317617866,0.907407407407407,0.876373626373626,NA,1.40031686149428,0.152263374485597
"Epilepsy",4,5,1,1,0.924528301886792,0.925824175824176,0.925595238095238,0.925824175824176,0.923652828652829,0.924528301886792,0.899383009017561,NA,2.60670010527628,0.150943396226415
"Epilepsy",4,5,2,3,0.849056603773585,0.844322344322344,0.86734068627451,0.844322344322344,0.841282642089094,0.849056603773585,0.797999047165317,NA,1.49657382065667,0.205450733752621
"Epilepsy",4,5,3,1,0.981132075471698,0.979166666666667,0.983333333333333,0.979166666666667,0.980509745127436,0.981132075471698,0.974785918173168,NA,0.651675026319069,0.0377358490566038
"Epilepsy",5,1,1,1,0.857142857142857,0.860714285714286,0.863158899923606,0.860714285714286,0.852413793103448,0.857142857142857,0.810008481764207,NA,4.93411091355867,0.285714285714286
"Epilepsy",5,1,2,1,0.892857142857143,0.889285714285714,0.895238095238095,0.889285714285714,0.88974358974359,0.892857142857143,0.857021276595745,NA,3.700583185169,0.214285714285714
"Epilepsy",5,1,3,1,0.875,0.871428571428571,0.870512820512821,0.871428571428571,0.87037037037037,0.875,0.833049403747871,NA,4.31734704936384,0.25
"Epilepsy",5,2,1,1,0.803571428571429,0.804166666666667,0.840277777777778,0.804166666666667,0.793548387096774,0.803571428571429,0.738650827322868,NA,6.78440250614317,0.392857142857143
"Epilepsy",5,2,2,1,0.821428571428571,0.825,0.836805555555556,0.825,0.811725630691148,0.821428571428571,0.761904761904762,NA,6.16763864194834,0.357142857142857
"Epilepsy",5,2,3,1,0.928571428571429,0.932142857142857,0.932142857142857,0.932142857142857,0.928480204342273,0.928571428571429,0.904842820730671,NA,2.46705545677933,0.142857142857143
"Epilepsy",5,3,1,1,0.767857142857143,0.773809523809524,0.774509803921569,0.773809523809524,0.755782004830918,0.767857142857143,0.691394658753709,NA,8.01793023453284,0.464285714285714
"Epilepsy",5,3,2,1,0.875,0.874404761904762,0.872996794871795,0.874404761904762,0.871985111662531,0.875,0.832978270132083,NA,4.31734704936384,0.25
"Epilepsy",5,3,3,1,0.910714285714286,0.911904761904762,0.91875,0.911904761904762,0.906362007168459,0.910714285714286,0.880901743938749,NA,3.08381932097417,0.178571428571429
"Epilepsy",5,4,1,1,0.833333333333333,0.834615384615385,0.84375,0.834615384615385,0.824500768049155,0.833333333333333,0.777472527472528,NA,5.75646273248511,0.333333333333333
"Epilepsy",5,4,2,1,0.851851851851852,0.848489010989011,0.856448412698413,0.848489010989011,0.843471194277646,0.851851851851852,0.8021071919377,NA,5.11685576220899,0.296296296296296
"Epilepsy",5,4,3,1,0.944444444444444,0.942307692307692,0.948660714285714,0.942307692307692,0.940096018988025,0.944444444444444,0.925756186984418,NA,1.91882091082837,0.111111111111111
"Epilepsy",5,5,1,1,0.849056603773585,0.848672161172161,0.874264705882353,0.848672161172161,0.847118398842537,0.849056603773585,0.799052132701422,NA,5.21340021055256,0.30188679245283
"Epilepsy",5,5,2,1,0.886792452830189,0.884615384615385,0.904166666666667,0.884615384615385,0.872044334975369,0.886792452830189,0.849002849002849,NA,3.91005015791442,0.226415094339623
"Epilepsy",5,5,3,1,0.905660377358491,0.90521978021978,0.908333333333333,0.90521978021978,0.899994447220834,0.905660377358491,0.874228761271951,NA,3.25837513159535,0.188679245283019
"Epilepsy",6,1,1,1,0.785714285714286,0.78452380952381,0.797222222222222,0.78452380952381,0.780964405964406,0.785714285714286,0.714164185452999,NA,7.401166370338,0.428571428571429
"Epilepsy",6,1,2,1,0.839285714285714,0.842857142857143,0.838795518207283,0.842857142857143,0.833894230769231,0.839285714285714,0.785349233390119,NA,5.5508747777535,0.321428571428571
"Epilepsy",6,1,3,1,0.892857142857143,0.895238095238095,0.894683441558441,0.895238095238095,0.89044665012407,0.892857142857143,0.856960408684547,NA,3.700583185169,0.214285714285714
"Epilepsy",6,2,1,1,0.857142857142857,0.860714285714286,0.880952380952381,0.860714285714286,0.852548725637181,0.857142857142857,0.810089020771513,NA,4.93411091355867,0.285714285714286
"Epilepsy",6,2,2,1,0.875,0.876785714285714,0.883413461538462,0.876785714285714,0.873626373626374,0.875,0.833616298811545,NA,4.31734704936384,0.25
"Epilepsy",6,2,3,1,0.839285714285714,0.841071428571429,0.860819735819736,0.841071428571429,0.838998357963875,0.839285714285714,0.786531130876747,NA,5.5508747777535,0.321428571428571
"Epilepsy",6,3,1,1,0.875,0.877380952380952,0.878501400560224,0.877380952380952,0.870352564102564,0.875,0.833049403747871,NA,4.31734704936384,0.25
"Epilepsy",6,3,2,1,0.821428571428571,0.826190476190476,0.837698412698413,0.826190476190476,0.81471764117941,0.821428571428571,0.762611275964392,NA,6.16763864194834,0.357142857142857
"Epilepsy",6,3,3,1,0.928571428571429,0.930952380952381,0.928571428571429,0.930952380952381,0.9278135657446,0.928571428571429,0.904761904761905,NA,2.46705545677933,0.142857142857143
"Epilepsy",6,4,1,1,0.814814814814815,0.814194139194139,0.834077380952381,0.814194139194139,0.80041816009558,0.814814814814815,0.753086419753086,NA,6.39606970276124,0.37037037037037
"Epilepsy",6,4,2,3,0.833333333333333,0.826282051282051,0.855502136752137,0.826282051282051,0.820454545454546,0.833333333333333,0.776551724137931,NA,1.48702299532991,0.218106995884774
"Epilepsy",6,4,3,1,0.944444444444444,0.940705128205128,0.945913461538462,0.940705128205128,0.941102150537634,0.944444444444444,0.925722145804677,NA,1.91882091082837,0.111111111111111
"Epilepsy",6,5,1,1,0.830188679245283,0.832417582417582,0.847222222222222,0.832417582417582,0.824125874125874,0.830188679245283,0.774147727272727,NA,5.86507523687163,0.339622641509434
"Epilepsy",6,5,2,1,0.830188679245283,0.825320512820513,0.867543859649123,0.825320512820513,0.804713804713805,0.830188679245283,0.773073263558516,NA,5.86507523687163,0.339622641509434
"Epilepsy",6,5,3,1,0.962264150943396,0.961538461538462,0.964285714285714,0.961538461538462,0.959935897435897,0.962264150943396,0.949667616334283,NA,1.30335005263814,0.0754716981132075
"Epilepsy",7,1,1,1,0.803571428571429,0.80952380952381,0.809803921568627,0.80952380952381,0.798275862068966,0.803571428571429,0.738650827322868,NA,6.78440250614317,0.392857142857143
"Epilepsy",7,1,2,1,0.839285714285714,0.839880952380952,0.834615384615385,0.839880952380952,0.836666666666667,0.839285714285714,0.785349233390119,NA,5.5508747777535,0.321428571428571
"Epilepsy",7,1,3,1,0.928571428571429,0.925595238095238,0.928921568627451,0.925595238095238,0.925080128205128,0.928571428571429,0.904436860068259,NA,2.46705545677933,0.142857142857143
"Epilepsy",7,2,1,1,0.821428571428571,0.825,0.838541666666667,0.825,0.810147638790575,0.821428571428571,0.762510602205259,NA,6.16763864194834,0.357142857142857
"Epilepsy",7,2,2,3,0.875,0.877380952380952,0.880882352941176,0.877380952380952,0.86985153256705,0.875,0.833262441514249,NA,0.853353408811524,0.198412698412698
"Epilepsy",7,2,3,1,0.910714285714286,0.913095238095238,0.912202380952381,0.913095238095238,0.909493454265423,0.910714285714286,0.880851063829787,NA,3.08381932097417,0.178571428571429
"Epilepsy",7,3,1,1,0.821428571428571,0.826190476190476,0.853808198380567,0.826190476190476,0.813730624214495,0.821428571428571,0.76281236764083,NA,6.16763864194834,0.357142857142857
"Epilepsy",7,3,2,1,0.946428571428571,0.948809523809524,0.947435897435897,0.948809523809524,0.94628078817734,0.946428571428571,0.928510638297872,NA,1.8502915925845,0.107142857142857
"Epilepsy",7,3,3,1,0.892857142857143,0.894047619047619,0.916666666666667,0.894047619047619,0.887031484257871,0.892857142857143,0.857566765578635,NA,3.700583185169,0.214285714285714
"Epilepsy",7,4,1,1,0.888888888888889,0.891117216117216,0.896915584415584,0.891117216117216,0.887497719394271,0.888888888888889,0.851987208771128,NA,3.83764182165674,0.222222222222222
"Epilepsy",7,4,2,1,0.833333333333333,0.833424908424908,0.838541666666667,0.833424908424908,0.82270423927821,0.833333333333333,0.777268560953254,NA,5.75646273248511,0.333333333333333
"Epilepsy",7,4,3,1,0.907407407407407,0.911721611721612,0.910714285714286,0.911721611721612,0.907898614795167,0.907407407407407,0.876599634369287,NA,3.19803485138062,0.185185185185185
"Epilepsy",7,5,1,1,0.867924528301887,0.868131868131868,0.890756302521008,0.868131868131868,0.861658456486043,0.867924528301887,0.824087245139877,NA,4.56172518423349,0.264150943396226
"Epilepsy",7,5,2,1,0.924528301886792,0.924450549450549,0.9375,0.924450549450549,0.922417759374281,0.924528301886792,0.899478425794215,NA,2.60670010527628,0.150943396226415
"Epilepsy",7,5,3,1,0.905660377358491,0.906593406593407,0.908333333333333,0.906593406593407,0.902991452991453,0.905660377358491,0.874348032242769,NA,3.25837513159535,0.188679245283019
"Epilepsy",8,1,1,1,0.785714285714286,0.792857142857143,0.784794372294372,0.792857142857143,0.78175697865353,0.785714285714286,0.714649681528662,NA,7.401166370338,0.428571428571429
"Epilepsy",8,1,2,1,0.946428571428571,0.947619047619048,0.945913461538462,0.947619047619048,0.945537016438018,0.946428571428571,0.928449744463373,NA,1.8502915925845,0.107142857142857
"Epilepsy",8,1,3,1,0.928571428571429,0.929761904761905,0.927827380952381,0.929761904761905,0.925622486523488,0.928571428571429,0.90468085106383,NA,2.46705545677933,0.142857142857143
"Epilepsy",8,2,1,1,0.803571428571429,0.805952380952381,0.85952380952381,0.805952380952381,0.78006379585327,0.803571428571429,0.739424703891709,NA,6.78440250614317,0.392857142857143
"Epilepsy",8,2,2,1,0.928571428571429,0.929761904761905,0.936651583710407,0.929761904761905,0.92875,0.928571428571429,0.904518329070759,NA,2.46705545677933,0.142857142857143
"Epilepsy",8,2,3,1,0.910714285714286,0.908928571428571,0.906410256410256,0.908928571428571,0.907037037037037,0.910714285714286,0.880749574105622,NA,3.08381932097417,0.178571428571429
"Epilepsy",8,3,1,1,0.857142857142857,0.858333333333333,0.882352941176471,0.858333333333333,0.842313218390805,0.857142857142857,0.809685641461342,NA,4.93411091355867,0.285714285714286
"Epilepsy",8,3,2,1,0.857142857142857,0.863095238095238,0.872899159663866,0.863095238095238,0.853325123152709,0.857142857142857,0.810249894112664,NA,4.93411091355867,0.285714285714286
"Epilepsy",8,3,3,1,0.892857142857143,0.896428571428571,0.916666666666667,0.896428571428571,0.892222222222222,0.892857142857143,0.857687420584498,NA,3.700583185169,0.214285714285714
"Epilepsy",8,4,1,1,0.87037037037037,0.874450549450549,0.884512546277252,0.874450549450549,0.870256340083926,0.87037037037037,0.827554744525547,NA,4.47724879193287,0.259259259259259
"Epilepsy",8,4,2,3,0.833333333333333,0.828296703296703,0.836654135338346,0.828296703296703,0.807074344466252,0.833333333333333,0.776551724137931,NA,2.0934492346944,0.238683127572016
"Epilepsy",8,4,3,1,0.925925925925926,0.925824175824176,0.927827380952381,0.925824175824176,0.923473945409429,0.925925925925926,0.901098901098901,NA,2.5584278811045,0.148148148148148
"Epilepsy",8,5,1,3,0.792452830188679,0.79532967032967,0.810672514619883,0.79532967032967,0.785687729236116,0.792452830188679,0.724219489120151,NA,2.19735619953129,0.280922431865828
"Epilepsy",8,5,2,1,0.867924528301887,0.872252747252747,0.891666666666667,0.872252747252747,0.866666666666667,0.867924528301887,0.824503311258278,NA,4.56172518423349,0.264150943396226
"Epilepsy",8,5,3,1,0.924528301886792,0.925824175824176,0.924221611721612,0.925824175824176,0.922991452991453,0.924528301886792,0.899383009017561,NA,2.60670010527628,0.150943396226415
"Epilepsy",9,1,1,1,0.875,0.876190476190476,0.890257352941176,0.876190476190476,0.864725887911372,0.875,0.833120476798638,NA,4.31734704936384,0.25
"Epilepsy",9,1,2,1,0.892857142857143,0.897619047619048,0.905637254901961,0.897619047619048,0.891369486197072,0.892857142857143,0.857566765578635,NA,3.700583185169,0.214285714285714
"Epilepsy",9,1,3,1,0.928571428571429,0.928571428571429,0.939102564102564,0.928571428571429,0.925606060606061,0.928571428571429,0.904477611940299,NA,2.46705545677933,0.142857142857143
"Epilepsy",9,2,1,3,0.821428571428571,0.825595238095238,0.827848621966269,0.825595238095238,0.81643579919442,0.821428571428571,0.76271186440678,NA,1.48459816972451,0.238095238095238
"Epilepsy",9,2,2,1,0.892857142857143,0.898809523809524,0.908613445378151,0.898809523809524,0.889039408866995,0.892857142857143,0.857687420584498,NA,3.700583185169,0.214285714285714
"Epilepsy",9,2,3,1,0.857142857142857,0.864285714285714,0.866666666666667,0.864285714285714,0.857028826856413,0.857142857142857,0.810089020771513,NA,4.93411091355867,0.285714285714286
"Epilepsy",9,3,1,1,0.857142857142857,0.853571428571429,0.855654761904762,0.853571428571429,0.851801146573115,0.857142857142857,0.80936170212766,NA,4.93411091355867,0.285714285714286
"Epilepsy",9,3,2,1,0.821428571428571,0.819642857142857,0.810399159663866,0.819642857142857,0.801027097902098,0.821428571428571,0.761295822676897,NA,6.16763864194834,0.357142857142857
"Epilepsy",9,3,3,1,0.892857142857143,0.892261904761905,0.895833333333333,0.892261904761905,0.889954808920326,0.892857142857143,0.857203569910752,NA,3.700583185169,0.214285714285714
"Epilepsy",9,4,1,1,0.740740740740741,0.738003663003663,0.763888888888889,0.738003663003663,0.733841427389815,0.740740740740741,0.654478976234004,NA,8.95449758386573,0.518518518518518
"Epilepsy",9,4,2,3,0.87037037037037,0.871886446886447,0.878125,0.871886446886447,0.868292556230845,0.87037037037037,0.826923076923077,NA,2.73209109383832,0.259259259259259
"Epilepsy",9,4,3,1,0.981481481481482,0.980769230769231,0.980769230769231,0.980769230769231,0.98,0.981481481481482,0.975263398992212,NA,0.639606970276124,0.037037037037037
"Epilepsy",9,5,1,1,0.811320754716981,0.811813186813187,0.828256302521008,0.811813186813187,0.798574842123229,0.811320754716981,0.748338081671415,NA,6.5167502631907,0.377358490566038
"Epilepsy",9,5,2,1,0.792452830188679,0.789606227106227,0.814542483660131,0.789606227106227,0.770753350551445,0.792452830188679,0.723303274798291,NA,7.16842528950976,0.415094339622642
"Epilepsy",9,5,3,1,0.849056603773585,0.847298534798535,0.867320261437909,0.847298534798535,0.843621895346033,0.849056603773585,0.799052132701422,NA,5.21340021055256,0.30188679245283
"Epilepsy",10,1,1,1,0.892857142857143,0.892857142857143,0.90625,0.892857142857143,0.879974863845832,0.892857142857143,0.857142857142857,NA,3.700583185169,0.214285714285714
"Epilepsy",10,1,2,1,0.928571428571429,0.929761904761905,0.929166666666667,0.929761904761905,0.925139994105511,0.928571428571429,0.904802379940501,NA,2.46705545677933,0.142857142857143
"Epilepsy",10,1,3,1,0.892857142857143,0.891071428571429,0.897144522144522,0.891071428571429,0.888652037617555,0.892857142857143,0.856777493606138,NA,3.700583185169,0.214285714285714
