"base","seed","fold","n_noise","distance","p","n_sel","k_sel","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier"
"Setting1",19,2,2,"SFCL",4,3,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,2,2,"MFCL",4,3,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting1",19,3,2,"SFCL",4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,3,2,"MFCL",4,2,1,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting1",19,4,2,"SFCL",4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,4,2,"MFCL",4,2,3,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,2.04743244488352,0.197530864197531
"Setting1",19,5,2,"SFCL",4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,5,2,"MFCL",4,2,7,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,0.334050944115619,0.222222222222222
"Setting1",19,1,4,"SFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,1,4,"MFCL",6,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting1",19,2,4,"SFCL",6,6,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,2,4,"MFCL",6,6,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting1",19,3,4,"SFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,3,4,"MFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,4,4,"SFCL",6,6,3,1,1,1,1,1,1,1,NA,0.0225258393393425,0.0123456790123457
"Setting1",19,4,4,"MFCL",6,6,3,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,0.212171389431604,0.148148148148148
"Setting1",19,5,4,"SFCL",6,6,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,5,4,"MFCL",6,6,3,0.777777777777778,0.777777777777778,0.791666666666667,0.777777777777778,0.771428571428571,0.777777777777778,0.666666666666667,NA,0.356765260845181,0.259259259259259
"Setting1",19,1,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,1,8,"MFCL",10,2,7,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.361307772807201,0.244897959183673
"Setting1",19,2,8,"SFCL",10,2,3,1,1,1,1,1,1,1,NA,0.0225258393393425,0.0123456790123457
"Setting1",19,2,8,"MFCL",10,2,1,0.611111111111111,0.611111111111111,0.592592592592593,0.611111111111111,0.585185185185185,0.611111111111111,0.416666666666667,NA,13.4317463757986,0.777777777777778
"Setting1",19,3,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,3,8,"MFCL",10,2,5,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.303422519146059,0.204444444444444
"Setting1",19,4,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,4,8,"MFCL",10,2,3,0.777777777777778,0.777777777777778,0.866666666666667,0.777777777777778,0.75,0.777777777777778,0.666666666666667,NA,0.334239421505839,0.246913580246914
"Setting1",19,5,8,"SFCL",10,5,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,5,8,"MFCL",10,5,11,0.777777777777778,0.777777777777778,0.791666666666667,0.777777777777778,0.771428571428571,0.777777777777778,0.666666666666667,NA,0.369029013185104,0.243342516069789
"Setting1",19,1,16,"SFCL",18,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,1,16,"MFCL",18,2,7,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,0.44305511555499,0.26984126984127
"Setting1",19,2,16,"SFCL",18,17,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,2,16,"MFCL",18,17,11,0.722222222222222,0.722222222222222,0.723809523809524,0.722222222222222,0.72027972027972,0.722222222222222,0.583333333333333,NA,0.487414264471762,0.320477502295684
"Setting1",19,3,16,"SFCL",18,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,3,16,"MFCL",18,2,11,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,0.382404992891375,0.215794306703398
"Setting1",19,4,16,"SFCL",18,18,7,1,1,1,1,1,1,1,NA,0.0186929020345118,0.0090702947845805
"Setting1",19,4,16,"MFCL",18,18,1,0.722222222222222,0.722222222222222,0.740740740740741,0.722222222222222,0.703703703703704,0.722222222222222,0.583333333333333,NA,9.59410455414186,0.555555555555556
"Setting1",19,5,16,"SFCL",18,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",19,5,16,"MFCL",18,2,9,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.524809875642153,0.358024691358025
"Setting1",20,1,0,"SFCL",2,2,5,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,1,0,"MFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,2,0,"SFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,2,0,"MFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,3,0,"SFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,3,0,"MFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,4,0,"SFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,4,0,"MFCL",2,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting1",20,5,0,"SFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,5,0,"MFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,1,2,"SFCL",4,2,5,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,1,2,"MFCL",4,2,7,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.23853690086888,0.136054421768707
"Setting1",20,2,2,"SFCL",4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,2,2,"MFCL",4,2,9,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.666666666666667,NA,0.329743196197732,0.224965706447188
"Setting1",20,3,2,"SFCL",4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,3,2,"MFCL",4,2,7,1,1,1,1,1,1,1,NA,0.203861661475936,0.111111111111111
"Setting1",20,4,2,"SFCL",4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,4,2,"MFCL",4,2,7,0.777777777777778,0.777777777777778,0.791666666666667,0.777777777777778,0.771428571428571,0.777777777777778,0.666666666666667,NA,0.303416554074995,0.199546485260771
"Setting1",20,5,2,"SFCL",4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,5,2,"MFCL",4,2,7,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.262185112836974,0.163265306122449
"Setting1",20,1,4,"SFCL",6,2,5,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,1,4,"MFCL",6,2,11,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.282131148320411,0.152433425160698
"Setting1",20,2,4,"SFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,2,4,"MFCL",6,2,7,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.216011061529538,0.117913832199546
"Setting1",20,3,4,"SFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,3,4,"MFCL",6,2,9,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.246873480821192,0.135802469135802
"Setting1",20,4,4,"SFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,4,4,"MFCL",6,2,9,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.281548720214136,0.165980795610425
"Setting1",20,5,4,"SFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,5,4,"MFCL",6,2,7,1,1,1,1,1,1,1,NA,0.266041193468761,0.147392290249433
"Setting1",20,1,8,"SFCL",10,2,5,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,1,8,"MFCL",10,2,1,0.722222222222222,0.722222222222222,0.740740740740741,0.722222222222222,0.703703703703704,0.722222222222222,0.583333333333333,NA,9.59410455414186,0.555555555555556
"Setting1",20,2,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,2,8,"MFCL",10,2,7,0.777777777777778,0.777777777777778,0.866666666666667,0.777777777777778,0.75,0.777777777777778,0.666666666666667,NA,0.388541458171827,0.272108843537415
"Setting1",20,3,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,3,8,"MFCL",10,2,7,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,0.361750448898822,0.229024943310658
"Setting1",20,4,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,4,8,"MFCL",10,2,5,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.382706761126067,0.253333333333333
"Setting1",20,5,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,5,8,"MFCL",10,2,7,0.722222222222222,0.722222222222222,0.848484848484849,0.722222222222222,0.663865546218487,0.722222222222222,0.583333333333333,NA,2.27873570377157,0.351473922902494
"Setting1",20,1,16,"SFCL",18,2,5,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,1,16,"MFCL",18,2,1,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting1",20,2,16,"SFCL",18,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,2,16,"MFCL",18,2,11,0.777777777777778,0.777777777777778,0.866666666666667,0.777777777777778,0.75,0.777777777777778,0.666666666666667,NA,0.521543851737012,0.348025711662075
"Setting1",20,3,16,"SFCL",18,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,3,16,"MFCL",18,2,3,0.722222222222222,0.722222222222222,0.804232804232804,0.722222222222222,0.696581196581197,0.722222222222222,0.583333333333333,NA,5.96863412191672,0.45679012345679
"Setting1",20,4,16,"SFCL",18,17,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,4,16,"MFCL",18,17,1,0.666666666666667,0.666666666666667,0.674603174603175,0.666666666666667,0.646316646316646,0.666666666666667,0.5,NA,11.5129254649702,0.666666666666667
"Setting1",20,5,16,"SFCL",18,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",20,5,16,"MFCL",18,2,1,0.777777777777778,0.777777777777778,0.866666666666667,0.777777777777778,0.75,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting3",1,1,0,"SFCL",3,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,1,0,"MFCL",3,2,1,0.888888888888889,0.888888888888889,0.896825396825397,0.888888888888889,0.888500388500388,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting3",1,2,0,"SFCL",3,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,2,0,"MFCL",3,2,1,0.888888888888889,0.888888888888889,0.896825396825397,0.888888888888889,0.888500388500388,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting3",1,3,0,"SFCL",3,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",1,3,0,"MFCL",3,2,3,0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,0.830769230769231,0.833333333333333,0.75,NA,3.94372751637254,0.271604938271605
"Setting3",1,4,0,"SFCL",3,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,4,0,"MFCL",3,2,1,0.888888888888889,0.888888888888889,0.904761904761905,0.888888888888889,0.882051282051282,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting3",1,5,0,"SFCL",3,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,5,0,"MFCL",3,2,1,0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,0.830769230769231,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting3",1,1,2,"SFCL",5,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,1,2,"MFCL",5,2,1,0.777777777777778,0.777777777777778,0.827380952380952,0.777777777777778,0.768009768009768,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting3",1,2,2,"SFCL",5,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,2,2,"MFCL",5,2,7,0.722222222222222,0.722222222222222,0.773809523809524,0.722222222222222,0.713064713064713,0.722222222222222,0.583333333333333,NA,2.34474817306922,0.36734693877551
"Setting3",1,3,2,"SFCL",5,2,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.0864197530864197
"Setting3",1,3,2,"MFCL",5,2,1,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting3",1,4,2,"SFCL",5,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,4,2,"MFCL",5,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,5,2,"SFCL",5,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,5,2,"MFCL",5,2,1,0.722222222222222,0.722222222222222,0.796296296296296,0.722222222222222,0.722222222222222,0.722222222222222,0.583333333333333,NA,9.59410455414186,0.555555555555556
"Setting3",1,1,4,"SFCL",7,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,1,4,"MFCL",7,2,1,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.763492063492063,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting3",1,2,4,"SFCL",7,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,2,4,"MFCL",7,2,3,0.555555555555556,0.555555555555556,0.5,0.555555555555556,0.488888888888889,0.555555555555556,0.333333333333333,NA,4.24889759655813,0.518518518518518
"Setting3",1,3,4,"SFCL",7,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",1,3,4,"MFCL",7,2,1,0.722222222222222,0.722222222222222,0.734920634920635,0.722222222222222,0.725330225330225,0.722222222222222,0.583333333333333,NA,9.59410455414186,0.555555555555556
"Setting3",1,4,4,"SFCL",7,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,4,4,"MFCL",7,2,1,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting3",1,5,4,"SFCL",7,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,5,4,"MFCL",7,2,1,0.722222222222222,0.722222222222222,0.722222222222222,0.722222222222222,0.692592592592593,0.722222222222222,0.583333333333333,NA,9.59410455414186,0.555555555555556
"Setting3",1,1,8,"SFCL",11,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,1,8,"MFCL",11,2,3,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,0.363308762826091,0.222222222222222
"Setting3",1,2,8,"SFCL",11,11,1,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.891774891774892,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting3",1,2,8,"MFCL",11,11,1,0.666666666666667,0.666666666666667,0.672222222222222,0.666666666666667,0.648484848484848,0.666666666666667,0.5,NA,11.5129254649702,0.666666666666667
"Setting3",1,3,8,"SFCL",11,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",1,3,8,"MFCL",11,2,1,0.722222222222222,0.722222222222222,0.726190476190476,0.722222222222222,0.712820512820513,0.722222222222222,0.583333333333333,NA,9.59410455414186,0.555555555555556
"Setting3",1,4,8,"SFCL",11,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,4,8,"MFCL",11,2,1,0.833333333333333,0.833333333333333,0.83015873015873,0.833333333333333,0.827894327894328,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting3",1,5,8,"SFCL",11,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,5,8,"MFCL",11,2,3,0.611111111111111,0.611111111111111,0.616666666666667,0.611111111111111,0.583333333333333,0.611111111111111,0.416666666666667,NA,4.18786358052101,0.481481481481482
"Setting3",1,1,16,"SFCL",19,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,1,16,"MFCL",19,2,1,0.777777777777778,0.777777777777778,0.805555555555556,0.777777777777778,0.774603174603175,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting3",1,2,16,"SFCL",19,12,1,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.891774891774892,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting3",1,2,16,"MFCL",19,12,3,0.722222222222222,0.722222222222222,0.777777777777778,0.722222222222222,0.711111111111111,0.722222222222222,0.583333333333333,NA,4.13337306646481,0.382716049382716
"Setting3",1,3,16,"SFCL",19,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",1,3,16,"MFCL",19,2,1,0.833333333333333,0.833333333333333,0.85,0.833333333333333,0.831168831168831,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting3",1,4,16,"SFCL",19,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,4,16,"MFCL",19,2,3,0.666666666666667,0.666666666666667,0.833333333333333,0.666666666666667,0.655555555555556,0.666666666666667,0.5,NA,2.33662018771067,0.37037037037037
"Setting3",1,5,16,"SFCL",19,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",1,5,16,"MFCL",19,2,1,0.611111111111111,0.611111111111111,0.664814814814815,0.611111111111111,0.62020202020202,0.611111111111111,0.416666666666667,NA,13.4317463757986,0.777777777777778
"Setting3",2,1,0,"SFCL",3,2,3,1,1,1,1,1,1,1,NA,0,0
"Setting3",2,1,0,"MFCL",3,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",2,2,0,"SFCL",3,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",2,2,0,"MFCL",3,2,1,0.833333333333333,0.833333333333333,0.83015873015873,0.833333333333333,0.827894327894328,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting3",2,3,0,"SFCL",3,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",2,3,0,"MFCL",3,2,1,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting3",2,4,0,"SFCL",3,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",2,4,0,"MFCL",3,2,1,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting3",2,5,0,"SFCL",3,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",2,5,0,"MFCL",3,2,1,0.777777777777778,0.777777777777778,0.791666666666667,0.777777777777778,0.771428571428571,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting3",2,1,2,"SFCL",5,2,3,1,1,1,1,1,1,1,NA,0,0
"Setting3",2,1,2,"MFCL",5,2,1,0.666666666666667,0.666666666666667,0.768518518518518,0.666666666666667,0.603174603174603,0.666666666666667,0.5,NA,11.5129254649702,0.666666666666667
"Setting3",2,2,2,"SFCL",5,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",2,2,2,"MFCL",5,2,1,0.722222222222222,0.722222222222222,0.716666666666667,0.722222222222222,0.70995670995671,0.722222222222222,0.583333333333333,NA,9.59410455414186,0.555555555555556
"Setting3",2,3,2,"SFCL",5,2,3,1,1,1,1,1,1,1,NA,0.0675775180180274,0.037037037037037
"Setting3",2,3,2,"MFCL",5,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",2,4,2,"SFCL",5,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",2,4,2,"MFCL",5,2,1,0.833333333333333,0.833333333333333,0.861111111111111,0.833333333333333,0.83015873015873,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting3",2,5,2,"SFCL",5,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",2,5,2,"MFCL",5,2,1,0.777777777777778,0.777777777777778,0.774603174603175,0.777777777777778,0.772338772338772,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting3",2,1,4,"SFCL",7,2,3,1,1,1,1,1,1,1,NA,0,0
"Setting3",2,1,4,"MFCL",7,2,5,0.722222222222222,0.722222222222222,0.804232804232804,0.722222222222222,0.696581196581197,0.722222222222222,0.583333333333333,NA,4.20209835683992,0.471111111111111
"Setting3",2,2,4,"SFCL",7,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",2,2,4,"MFCL",7,2,5,0.611111111111111,0.611111111111111,0.731481481481482,0.611111111111111,0.558730158730159,0.611111111111111,0.416666666666667,NA,2.41705220204776,0.453333333333333
"Setting3",2,3,4,"SFCL",7,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",2,3,4,"MFCL",7,2,9,0.777777777777778,0.777777777777778,0.805555555555556,0.777777777777778,0.774603174603175,0.777777777777778,0.666666666666667,NA,0.530231004994312,0.315500685871056
"Setting3",2,4,4,"SFCL",7,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",2,4,4,"MFCL",7,2,1,0.611111111111111,0.611111111111111,0.616666666666667,0.611111111111111,0.583333333333333,0.611111111111111,0.416666666666667,NA,13.4317463757986,0.777777777777778
"Setting3",2,5,4,"SFCL",7,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",2,5,4,"MFCL",7,2,5,0.722222222222222,0.722222222222222,0.722222222222222,0.722222222222222,0.707936507936508,0.722222222222222,0.583333333333333,NA,2.25489824469121,0.342222222222222
"Setting3",2,1,8,"SFCL",11,2,3,1,1,1,1,1,1,1,NA,0,0
"Setting3",2,1,8,"MFCL",11,2,1,0.722222222222222,0.722222222222222,0.791666666666667,0.722222222222222,0.69047619047619,0.722222222222222,0.583333333333333,NA,9.59410455414186,0.555555555555556
"Setting3",2,2,8,"SFCL",11,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",2,2,8,"MFCL",11,2,1,0.555555555555556,0.555555555555556,0.366666666666667,0.555555555555556,0.44047619047619,0.555555555555556,0.333333333333333,NA,15.350567286627,0.888888888888889
"Setting3",2,3,8,"SFCL",11,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",2,3,8,"MFCL",11,2,1,0.666666666666667,0.666666666666667,0.694444444444444,0.666666666666667,0.668253968253968,0.666666666666667,0.5,NA,11.5129254649702,0.666666666666667
"Setting3",2,4,8,"SFCL",11,11,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",2,4,8,"MFCL",11,11,3,0.5,0.5,0.583333333333333,0.5,0.455555555555556,0.5,0.25,NA,6.1677185073865,0.604938271604938
"Setting3",2,5,8,"SFCL",11,3,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.106085694715802,0.0740740740740741
"Setting3",2,5,8,"MFCL",11,3,1,0.777777777777778,0.777777777777778,0.827380952380952,0.777777777777778,0.768009768009768,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting3",2,1,16,"SFCL",19,19,5,1,1,1,1,1,1,1,NA,0.0691552666025662,0.04
"Setting3",2,1,16,"MFCL",19,19,1,0.666666666666667,0.666666666666667,0.740740740740741,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,11.5129254649702,0.666666666666667
"Setting3",2,2,16,"SFCL",19,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",2,2,16,"MFCL",19,2,1,0.5,0.5,0.484126984126984,0.5,0.452564102564103,0.5,0.25,NA,17.2693881974553,1
"Setting3",2,3,16,"SFCL",19,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting3",2,3,16,"MFCL",19,2,1,0.777777777777778,0.777777777777778,0.793650793650794,0.777777777777778,0.781662781662782,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting3",2,4,16,"SFCL",19,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting3",2,4,16,"MFCL",19,2,1,0.555555555555556,0.555555555555556,0.648484848484848,0.555555555555556,0.523172905525847,0.555555555555556,0.333333333333333,NA,15.350567286627,0.888888888888889
"Setting3",2,5,16,"SFCL",19,2,1,1,1,1,1,1,1,1,NA,0,0
