"base","seed","fold","n_noise","distance","p","n_sel","k_sel","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier"
"Setting1",1,3,4,"SFCL",6,2,5,1,1,1,1,1,1,1,NA,0.077966657167935,0.0355555555555556
"Setting1",1,3,4,"MFCL",6,2,5,0.722222222222222,0.722222222222222,0.740740740740741,0.722222222222222,0.703703703703704,0.722222222222222,0.583333333333333,NA,0.374585510560618,0.266666666666667
"Setting1",1,4,4,"SFCL",6,2,5,1,1,1,1,1,1,1,NA,0,0
"Setting1",1,4,4,"MFCL",6,2,5,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.214009301788609,0.128888888888889
"Setting1",1,5,4,"SFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",1,5,4,"MFCL",6,2,7,0.722222222222222,0.722222222222222,0.723809523809524,0.722222222222222,0.72027972027972,0.722222222222222,0.583333333333333,NA,0.355886643455042,0.258503401360544
"Setting1",1,1,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",1,1,8,"MFCL",10,2,1,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting1",1,2,8,"SFCL",10,2,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.0610340160371172,0.0493827160493827
"Setting1",1,2,8,"MFCL",10,2,3,0.777777777777778,0.777777777777778,0.827380952380952,0.777777777777778,0.768009768009768,0.777777777777778,0.666666666666667,NA,0.356765260845181,0.246913580246914
"Setting1",1,3,8,"SFCL",10,2,5,1,1,1,1,1,1,1,NA,0.077966657167935,0.0355555555555556
"Setting1",1,3,8,"MFCL",10,2,3,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,2.198569818278,0.296296296296296
"Setting1",1,4,8,"SFCL",10,2,5,1,1,1,1,1,1,1,NA,0,0
"Setting1",1,4,8,"MFCL",10,2,1,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,3.83764182165674,0.222222222222222
"Setting1",1,5,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",1,5,8,"MFCL",10,2,3,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,0.257223068110289,0.17283950617284
"Setting1",1,1,16,"SFCL",18,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",1,1,16,"MFCL",18,2,1,0.722222222222222,0.722222222222222,0.848484848484849,0.722222222222222,0.663865546218487,0.722222222222222,0.583333333333333,NA,9.59410455414186,0.555555555555556
"Setting1",1,2,16,"SFCL",18,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting1",1,2,16,"MFCL",18,2,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.657142857142857,0.666666666666667,0.5,NA,11.5129254649702,0.666666666666667
"Setting1",1,3,16,"SFCL",18,2,5,1,1,1,1,1,1,1,NA,0.077966657167935,0.0355555555555556
"Setting1",1,3,16,"MFCL",18,2,1,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.666666666666667,NA,7.67528364331349,0.444444444444444
"Setting1",1,4,16,"SFCL",18,2,5,1,1,1,1,1,1,1,NA,0,0
"Setting1",1,4,16,"MFCL",18,2,3,0.833333333333333,0.833333333333333,0.857142857142857,0.833333333333333,0.830769230769231,0.833333333333333,0.75,NA,0.318257084147406,0.209876543209877
"Setting1",1,5,16,"SFCL",18,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",1,5,16,"MFCL",18,2,7,0.611111111111111,0.611111111111111,0.484848484848485,0.611111111111111,0.529411764705882,0.611111111111111,0.416666666666667,NA,0.751615456953786,0.55328798185941
"Setting1",2,1,0,"SFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,1,0,"MFCL",2,2,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.0835598553764597,0.0617283950617284
"Setting1",2,2,0,"SFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,2,0,"MFCL",2,2,9,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.0655570933418677,0.0411522633744856
"Setting1",2,3,0,"SFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,3,0,"MFCL",2,2,3,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,4,0,"SFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,4,0,"MFCL",2,2,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.0610340160371172,0.0493827160493827
"Setting1",2,5,0,"SFCL",2,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting1",2,5,0,"MFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,1,2,"SFCL",4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,1,2,"MFCL",4,2,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.196189052073172,0.123456790123457
"Setting1",2,2,2,"SFCL",4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,2,2,"MFCL",4,2,11,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,0.379088895742254,0.255280073461892
"Setting1",2,3,2,"SFCL",4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,3,2,"MFCL",4,2,7,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,0.287876892808183,0.17687074829932
"Setting1",2,4,2,"SFCL",4,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,4,2,"MFCL",4,2,5,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.208155939807618,0.128888888888889
"Setting1",2,5,2,"SFCL",4,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting1",2,5,2,"MFCL",4,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting1",2,1,4,"SFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,1,4,"MFCL",6,2,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.263766570091199,0.160493827160494
"Setting1",2,2,4,"SFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,2,4,"MFCL",6,2,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.17366321273383,0.111111111111111
"Setting1",2,3,4,"SFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,3,4,"MFCL",6,2,1,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,5.75646273248511,0.333333333333333
"Setting1",2,4,4,"SFCL",6,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,4,4,"MFCL",6,2,5,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.291025655184158,0.2
"Setting1",2,5,4,"SFCL",6,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting1",2,5,4,"MFCL",6,2,5,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,0.264914342448284,0.168888888888889
"Setting1",2,1,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,1,8,"MFCL",10,2,9,0.833333333333333,0.833333333333333,0.888888888888889,0.833333333333333,0.822222222222222,0.833333333333333,0.75,NA,0.430246136167799,0.277091906721536
"Setting1",2,2,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,2,8,"MFCL",10,2,7,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.278190593522362,0.154195011337868
"Setting1",2,3,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,3,8,"MFCL",10,2,9,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,0.315781283515459,0.186556927297668
"Setting1",2,4,8,"SFCL",10,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,4,8,"MFCL",10,2,5,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.885714285714286,0.888888888888889,0.833333333333333,NA,0.341240555843914,0.226666666666667
"Setting1",2,5,8,"SFCL",10,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting1",2,5,8,"MFCL",10,2,7,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.666666666666667,NA,0.367161134788192,0.249433106575964
"Setting1",2,1,16,"SFCL",18,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,1,16,"MFCL",18,2,3,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.666666666666667,NA,0.424342778863209,0.296296296296296
"Setting1",2,2,16,"SFCL",18,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,2,16,"MFCL",18,2,9,0.777777777777778,0.777777777777778,0.791666666666667,0.777777777777778,0.771428571428571,0.777777777777778,0.666666666666667,NA,0.456357448903673,0.297668038408779
"Setting1",2,3,16,"SFCL",18,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,3,16,"MFCL",18,2,7,0.833333333333333,0.833333333333333,0.838095238095238,0.833333333333333,0.832167832167832,0.833333333333333,0.75,NA,0.411090440838125,0.26530612244898
"Setting1",2,4,16,"SFCL",18,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",2,4,16,"MFCL",18,2,9,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.777777777777778,0.666666666666667,NA,0.450504086922683,0.286694101508916
"Setting1",2,5,16,"SFCL",18,2,1,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111
"Setting1",2,5,16,"MFCL",18,2,5,0.722222222222222,0.722222222222222,0.848484848484849,0.722222222222222,0.663865546218487,0.722222222222222,0.583333333333333,NA,0.50704268178476,0.355555555555556
"Setting1",3,1,0,"SFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",3,1,0,"MFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",3,2,0,"SFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",3,2,0,"MFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",3,3,0,"SFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",3,3,0,"MFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",3,4,0,"SFCL",2,2,3,1,1,1,1,1,1,1,NA,0,0
"Setting1",3,4,0,"MFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",3,5,0,"SFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",3,5,0,"MFCL",2,2,1,1,1,1,1,1,1,1,NA,0,0
"Setting1",3,1,2,"SFCL",4,2,1,1,1,1,1,1,1,1,NA,0,0
