"dataset","seed","fold","distance","k","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier"
"japanese_vowels",1,3,"MFCL",11,0.945736434108527,0.940064102564103,0.959230769230769,0.940064102564103,0.944271379049704,0.945736434108527,0.938328097254473,NA,0.417925949595866,0.0939201742584406
"japanese_vowels",1,4,"SFCL",1,0.9453125,0.938212250712251,0.951719576719577,0.938212250712251,0.940091103908375,0.9453125,0.937941543150021,NA,1.88883933409668,0.109375
"japanese_vowels",1,4,"SFCL",3,0.9609375,0.956018518518518,0.963293650793651,0.956018518518518,0.957012205682418,0.9609375,0.955694011768778,NA,0.349840907030413,0.0659722222222222
"japanese_vowels",1,4,"SFCL",5,0.9375,0.930275742775743,0.943322880822881,0.930275742775743,0.933788642669028,0.9375,0.929061309317631,NA,0.131137485891336,0.0825
"japanese_vowels",1,4,"SFCL",7,0.9453125,0.939535002035002,0.95648710451342,0.939535002035002,0.944972553114092,0.9453125,0.937920044342825,NA,0.144183672632581,0.0825892857142857
"japanese_vowels",1,4,"SFCL",9,0.9453125,0.939535002035002,0.954034391534392,0.939535002035002,0.943671109459707,0.9453125,0.937937244579899,NA,0.153536575560073,0.0848765432098765
"japanese_vowels",1,4,"SFCL",11,0.9296875,0.921016483516484,0.942811890838207,0.921016483516484,0.925527307002179,0.9296875,0.920182914155061,NA,0.149947570793212,0.0791580578512397
"japanese_vowels",1,4,"MFCL",1,0.96875,0.965990028490028,0.973751466398525,0.965990028490028,0.968984199067455,0.96875,0.964547846558648,NA,1.07933676234096,0.0625
"japanese_vowels",1,4,"MFCL",3,0.9609375,0.956730769230769,0.967592592592593,0.956730769230769,0.960759324576596,0.9609375,0.955672530821443,NA,0.857425170371043,0.0711805555555556
"japanese_vowels",1,4,"MFCL",5,0.9609375,0.956018518518518,0.964492207139266,0.956018518518518,0.957958204128417,0.9609375,0.955681739491725,NA,0.599132419207438,0.06
"japanese_vowels",1,4,"MFCL",7,0.96875,0.965277777777778,0.973039215686274,0.965277777777778,0.968174654344867,0.96875,0.96454539159338,NA,0.609741081251148,0.0618622448979592
"japanese_vowels",1,4,"MFCL",9,0.953125,0.94747150997151,0.957166199813259,0.94747150997151,0.949411195581408,0.953125,0.946821769837973,NA,0.620174730794302,0.0690586419753086
"japanese_vowels",1,4,"MFCL",11,0.9453125,0.938212250712251,0.950221755368814,0.938212250712251,0.939477759841521,0.9453125,0.937945841124732,NA,0.637504542233046,0.0792871900826446
"japanese_vowels",1,5,"SFCL",1,0.92741935483871,0.931577480490524,0.932171858642447,0.931577480490524,0.927926887926888,0.92741935483871,0.917680902854614,NA,2.50684667382416,0.145161290322581
"japanese_vowels",1,5,"SFCL",3,0.959677419354839,0.961029610486132,0.967567835214894,0.961029610486132,0.96344652195716,0.959677419354839,0.954179291996157,NA,0.637344600180256,0.0806451612903226
"japanese_vowels",1,5,"SFCL",5,0.951612903225806,0.953372915329437,0.953624480095068,0.953372915329437,0.952657139443746,0.951612903225806,0.945096302855878,NA,0.376767777443658,0.0683870967741936
"japanese_vowels",1,5,"SFCL",7,0.935483870967742,0.934012645969168,0.931138306138306,0.934012645969168,0.930391666840942,0.935483870967742,0.926849052429762,NA,0.408739784106757,0.0842659644502962
"japanese_vowels",1,5,"SFCL",9,0.951612903225806,0.950216349672871,0.949217666864726,0.950216349672871,0.948830048660134,0.951612903225806,0.945100354191263,NA,0.146907005105002,0.0774591796097173
"japanese_vowels",1,5,"SFCL",11,0.959677419354839,0.960317359773882,0.957466825113884,0.960317359773882,0.957931558511269,0.959677419354839,0.954260420509037,NA,0.142203638799601,0.0734470807784591
"japanese_vowels",1,5,"MFCL",1,0.92741935483871,0.923911635868158,0.930560507031095,0.923911635868158,0.921829767260736,0.92741935483871,0.917668756916267,NA,2.50684667382416,0.145161290322581
"japanese_vowels",1,5,"MFCL",3,0.911290322580645,0.907707932164454,0.91066877929623,0.907707932164454,0.904708131374798,0.911290322580645,0.899380348185305,NA,0.66297406655403,0.102150537634409
"japanese_vowels",1,5,"MFCL",5,0.935483870967742,0.934854396810919,0.936380612851201,0.934854396810919,0.931653038319705,0.935483870967742,0.926827469204101,NA,0.658767438972982,0.0916129032258065
"japanese_vowels",1,5,"MFCL",7,0.92741935483871,0.927068201524723,0.924242424242424,0.927068201524723,0.922414480918455,0.92741935483871,0.91772945079248,NA,0.153804001906405,0.0938117182356814
"japanese_vowels",1,5,"MFCL",9,0.935483870967742,0.937169211625733,0.939436026936027,0.937169211625733,0.934476048642715,0.935483870967742,0.926849052429762,NA,0.17872204391653,0.105137395459976
"japanese_vowels",1,5,"MFCL",11,0.943548387096774,0.946428470884993,0.945454545454545,0.946428470884993,0.942658327249258,0.943548387096774,0.936011795060818,NA,0.183177588805552,0.106238336443615
"japanese_vowels",2,1,"SFCL",1,0.961538461538462,0.960897435897436,0.964414398237928,0.960897435897436,0.961280815821046,0.961538461538462,0.956369982547993,NA,1.32841447672733,0.0769230769230769
"japanese_vowels",2,1,"SFCL",3,0.961538461538462,0.960185185185185,0.962776221599751,0.960185185185185,0.95808098045809,0.961538461538462,0.956402173183983,NA,0.31196219986166,0.0444444444444444
"japanese_vowels",2,1,"SFCL",5,0.953846153846154,0.950925925925926,0.954839713663243,0.950925925925926,0.947616547771435,0.953846153846154,0.94767909847062,NA,0.329249988074469,0.0498461538461538
"japanese_vowels",2,1,"SFCL",7,0.961538461538462,0.956267806267806,0.961911545244879,0.956267806267806,0.955924585689311,0.961538461538462,0.956364124597207,NA,0.339948161662669,0.0533751962323391
"japanese_vowels",2,1,"SFCL",9,0.961538461538462,0.956267806267806,0.960395269218799,0.956267806267806,0.954990965932162,0.961538461538462,0.956375838926174,NA,0.358286409009497,0.0626780626780627
"japanese_vowels",2,1,"SFCL",11,0.953846153846154,0.947008547008547,0.956172839506173,0.947008547008547,0.945789371109652,0.953846153846154,0.947640464523058,NA,0.364544657966199,0.0663699936427209
"japanese_vowels",2,1,"MFCL",1,0.930769230769231,0.9252849002849,0.936821219715957,0.9252849002849,0.924810056306808,0.930769230769231,0.921439602497818,NA,2.3911460581092,0.138461538461538
"japanese_vowels",2,1,"MFCL",3,0.938461538461538,0.933831908831909,0.946794871794872,0.933831908831909,0.934704236200988,0.938461538461538,0.930149775001679,NA,1.36312395511448,0.0888888888888889
"japanese_vowels",2,1,"MFCL",5,0.946153846153846,0.938461538461538,0.951658419553156,0.938461538461538,0.939888161623008,0.946153846153846,0.938848195685774,NA,1.37900926981349,0.088
"japanese_vowels",2,1,"MFCL",7,0.946153846153846,0.938461538461538,0.952879420774158,0.938461538461538,0.939888161623008,0.946153846153846,0.938852304797742,NA,1.12673217879495,0.0803767660910518
"japanese_vowels",2,1,"MFCL",9,0.946153846153846,0.938461538461538,0.951728395061728,0.938461538461538,0.939077352969063,0.946153846153846,0.938868735724842,NA,0.89399120076416,0.084710351377018
"japanese_vowels",2,1,"MFCL",11,0.953846153846154,0.947008547008547,0.956172839506173,0.947008547008547,0.945789371109652,0.953846153846154,0.947640464523058,NA,0.660813849257117,0.0872218690400509
"japanese_vowels",2,2,"SFCL",1,0.937984496124031,0.931598494098494,0.950712250712251,0.931598494098494,0.934924305904698,0.937984496124031,0.92950338137851,NA,2.14193962138981,0.124031007751938
"japanese_vowels",2,2,"SFCL",3,0.953488372093023,0.949404761904762,0.956730769230769,0.949404761904762,0.952286324786325,0.953488372093023,0.947152806226956,NA,0.603211899984707,0.0706287683031869
"japanese_vowels",2,2,"SFCL",5,0.953488372093023,0.950117012617013,0.959733077380136,0.950117012617013,0.95352589439546,0.953488372093023,0.947141979102643,NA,0.362848522874174,0.0669767441860465
"japanese_vowels",2,2,"SFCL",7,0.937984496124031,0.931598494098494,0.937443977591036,0.931598494098494,0.932205694970672,0.937984496124031,0.92956592956593,NA,0.38553798984622,0.0737225122607182
"japanese_vowels",2,2,"SFCL",9,0.945736434108527,0.940857753357753,0.948555088702148,0.940857753357753,0.942306705071682,0.945736434108527,0.938370188370188,NA,0.396644483226311,0.0765623504641593
