"dataset","method","family","needs_grid","seed","fold","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier","k_sel","gamma_sel","s_sel","n_sel","lambda","seconds","ok","error"
"japanese_vowels","SFKmL-C + medoid","proposed",FALSE,15,2,0.906976744186046,0.900579975579976,0.924347801798782,0.900579975579976,0.898519595334129,0.906976744186046,0.894298395356777,NA,1.80119060752896,0.784747107664848,NA,1,2.772334981081,11,1.42857142857143,0.540642023086548,TRUE,""
"japanese_vowels","SFKmL-C(dense) + kNN","proposed",FALSE,15,2,0.992248062015504,0.992063492063492,0.993055555555556,0.992063492063492,0.99230054427187,0.992248062015504,0.991203545857484,NA,0.0179457954495551,0.0103359173126615,3,1,3.46410161513775,12,1.42857142857143,0.147375822067261,TRUE,""
"japanese_vowels","MFKmL-C + kNN","proposed",FALSE,15,2,0.992248062015504,0.991452991452991,0.995555555555556,0.991452991452991,0.99328798185941,0.992248062015504,0.991197543500512,NA,0.0399477780600756,0.0241171403962102,3,1,3.46410161513775,12,1.42857142857143,0.0984499454498291,TRUE,""
"japanese_vowels","DTW + kNN","distance",FALSE,15,2,0.976744186046512,0.974786324786325,0.980472599296129,0.974786324786325,0.977156078890926,0.976744186046512,0.973589026137992,NA,0.0444079652298707,0.0310077519379845,3,1,3.46410161513775,12,1.42857142857143,0.0836181640625,TRUE,""
"japanese_vowels","SFKmL-C + kNN","proposed",FALSE,15,2,0.992248062015504,0.992063492063492,0.993055555555556,0.992063492063492,0.99230054427187,0.992248062015504,0.991203545857484,NA,0.29603071603011,0.0275624461670973,3,1,2.772334981081,11,1.42857142857143,0.623074054718018,TRUE,""
"japanese_vowels","SFKmL-C(dense) + SVM","proposed",FALSE,15,2,0.527131782945736,0.522338772338772,0.453265608932754,0.522338772338772,0.425494473160809,0.527131782945736,0.465929143477671,NA,1.40757187267639,0.585468142286964,NA,1,3.46410161513775,12,1.42857142857143,0.31401801109314,TRUE,""
"japanese_vowels","MFKmL-C + SVM","proposed",FALSE,15,2,0.573643410852713,0.565938690938691,0.587181687181687,0.565938690938691,0.499928970438578,0.573643410852713,0.517478237214363,NA,1.29897192327465,0.543067020154835,NA,1,3.46410161513775,12,1.42857142857143,0.972537040710449,TRUE,""
"japanese_vowels","DTW + SVM","distance",FALSE,15,2,0.589147286821705,0.582473082473082,0.588547631230558,0.582473082473082,0.494589299748999,0.589147286821705,0.534359463324934,NA,1.24040196900666,0.516191284323303,NA,1,3.46410161513775,12,1.42857142857143,0.285060882568359,TRUE,""
"japanese_vowels","SFKmL-C + SVM","proposed",FALSE,15,2,0.534883720930233,0.523481148481148,0.492465707982949,0.523481148481148,0.426370321385298,0.534883720930233,0.472104760605647,NA,1.34802273997869,0.561834953924589,NA,1,2.772334981081,11,1.42857142857143,0.795135021209717,TRUE,""
"japanese_vowels","SFKmL-C(dense) + kFDA","proposed",FALSE,15,2,0.961240310077519,0.958053520553521,0.964387464387464,0.958053520553521,0.960448692420019,0.961240310077519,0.955969690763875,NA,1.62708514741237,0.724773969667716,NA,1,3.46410161513775,12,1.42857142857143,0.558054208755493,TRUE,""
"japanese_vowels","MFKmL-C + kFDA","proposed",FALSE,15,2,0.953488372093023,0.950925925925926,0.958950617283951,0.950925925925926,0.951934221964648,0.953488372093023,0.947199672556109,NA,1.65378370996637,0.734348032319987,NA,1,3.46410161513775,12,1.42857142857143,0.542412042617798,TRUE,""
"japanese_vowels","DTW + kFDA","distance",FALSE,15,2,0.992248062015504,0.992592592592593,0.992063492063492,0.992592592592593,0.99205335603803,0.992248062015504,0.991205344968639,NA,1.51920929478126,0.685101401573794,NA,1,3.46410161513775,12,1.42857142857143,0.529121875762939,TRUE,""
"japanese_vowels","SFKmL-C + kFDA","proposed",FALSE,15,2,0.961240310077519,0.955738705738706,0.96195408077761,0.955738705738706,0.95835375165948,0.961240310077519,0.955978705978706,NA,1.60501726824008,0.717096097567246,NA,1,2.772334981081,11,1.42857142857143,1.07589197158813,TRUE,""
"japanese_vowels","SFKmL-C(gap) + medoid","proposed",FALSE,15,3,0.534883720930233,0.51791958041958,0.525052570885904,0.51791958041958,0.515875482542149,0.534883720930233,0.473576821056927,NA,1.73612274930123,0.773385421508828,NA,NA,1.02,2,1.42857142857143,3.6861310005188,TRUE,""
"japanese_vowels","SFKmL-C(gaplab) + medoid","proposed",FALSE,15,3,0.534883720930233,0.51791958041958,0.525052570885904,0.51791958041958,0.515875482542149,0.534883720930233,0.473576821056927,NA,1.73612274930123,0.773385421508828,NA,NA,1.02,2,1.42857142857143,0.334804058074951,TRUE,""
"japanese_vowels","1NN-DTW","distance",FALSE,15,3,0.976744186046512,0.976851851851852,0.974816033639563,0.976851851851852,0.97533173237151,0.976744186046512,0.97362682295216,NA,0.803227358021179,0.0465116279069767,1,NA,NA,12,1.42857142857143,0.00378298759460449,TRUE,""
"japanese_vowels","1NN-DDTW","distance",FALSE,15,3,0.651162790697674,0.633964646464646,0.756001113895851,0.633964646464646,0.615557253204312,0.651162790697674,0.603212576896788,NA,2.04769949334193,0.853328843676811,1,NA,NA,NA,1.42857142857143,0.0627689361572266,TRUE,""
"japanese_vowels","NC-DBA","distance",FALSE,15,3,0.953488372093023,0.951388888888889,0.946296296296296,0.951388888888889,0.948352331879511,0.953488372093023,0.947278795722362,NA,1.70965175595886,0.755173131474465,NA,NA,NA,NA,1.42857142857143,0.391593933105469,TRUE,""
"japanese_vowels","DistSpace-Frechet","depth",FALSE,15,3,0.968992248062015,0.965277777777778,0.97052503052503,0.965277777777778,0.966598627141382,0.968992248062015,0.964794978508562,NA,0.123869897630014,0.0635975320360702,7,NA,NA,8,1.42857142857143,0.641926050186157,TRUE,""
"japanese_vowels","SFKmL-C(dense) + medoid","proposed",FALSE,15,3,0.914728682170543,0.915740740740741,0.911799173860577,0.915740740740741,0.908794717415407,0.914728682170543,0.903423398897434,NA,1.83695698907646,0.795583012823369,NA,1,3.46410161513775,12,1.42857142857143,0.0456221103668213,TRUE,""
"japanese_vowels","MFKmL-C + medoid","proposed",FALSE,15,3,0.883720930232558,0.872542735042735,0.895413228746562,0.872542735042735,0.877259292331756,0.883720930232558,0.867782712675094,NA,1.84736420612502,0.798373209146795,NA,1,3.46410161513775,12,1.42857142857143,0.00125312805175781,TRUE,""
"japanese_vowels","DTW + medoid","distance",FALSE,15,3,0.930232558139535,0.922619047619048,0.945901387930373,0.922619047619048,0.927428363598576,0.930232558139535,0.920750853242321,NA,1.77612043652179,0.77720734269218,NA,1,3.46410161513775,12,1.42857142857143,0.00219297409057617,TRUE,""
"japanese_vowels","SFKmL-C + medoid","proposed",FALSE,15,3,0.930232558139535,0.923148148148148,0.930991230991231,0.923148148148148,0.923209725393598,0.930232558139535,0.92082651391162,NA,1.77551211346931,0.777026830776634,NA,1,2.55329310844588,8,1.42857142857143,0.532018899917603,TRUE,""
"japanese_vowels","SFKmL-C(dense) + kNN","proposed",FALSE,15,3,0.984496124031008,0.981481481481482,0.984126984126984,0.981481481481482,0.981351981351981,0.984496124031008,0.982408291285968,NA,0.0358915908991101,0.0223944875107666,3,1,3.46410161513775,12,1.42857142857143,0.144514083862305,TRUE,""
"japanese_vowels","MFKmL-C + kNN","proposed",FALSE,15,3,0.976744186046512,0.972222222222222,0.974816033639563,0.972222222222222,0.972864880690968,0.976744186046512,0.973605238030282,NA,0.0601236670945282,0.0396210163652024,3,1,3.46410161513775,12,1.42857142857143,0.103945970535278,TRUE,""
"japanese_vowels","DTW + kNN","distance",FALSE,15,3,0.968992248062015,0.962962962962963,0.971781305114638,0.962962962962963,0.962694821518351,0.968992248062015,0.96479738027016,NA,0.0645838542643233,0.0447889750215332,3,1,3.46410161513775,12,1.42857142857143,0.0878679752349854,TRUE,""
"japanese_vowels","SFKmL-C + kNN","proposed",FALSE,15,3,0.984496124031008,0.981481481481482,0.984126984126984,0.981481481481482,0.981351981351981,0.984496124031008,0.982408291285968,NA,0.309920324318699,0.0344530577088717,3,1,2.55329310844588,8,1.42857142857143,0.654582977294922,TRUE,""
"japanese_vowels","SFKmL-C(dense) + SVM","proposed",FALSE,15,3,0.534883720930233,0.522056647056647,0.501027479091995,0.522056647056647,0.42918153925323,0.534883720930233,0.475183075671277,NA,1.33157072113262,0.559471945426883,NA,1,3.46410161513775,12,1.42857142857143,0.314152002334595,TRUE,""
"japanese_vowels","MFKmL-C + SVM","proposed",FALSE,15,3,0.596899224806202,0.591681466681467,0.591029422279422,0.591681466681467,0.520235584521299,0.596899224806202,0.542677938369239,NA,1.27047702971391,0.537590494300147,NA,1,3.46410161513775,12,1.42857142857143,0.275742053985596,TRUE,""
