"method_a","method_b","n_pairs","mean_a","mean_b","diff","sd","t","wins","ties","p_wilcox"
"SFKmL-C(dense) + kNN","SFKmL-C + kNN",100,0.960071282984326,0.95234483612201,0.00772644686231641,0.017502700813237,4.41443120393911,66,4,4.98370271117928e-05
"SFKmL-C + kNN","MFKmL-C + kNN",100,0.95234483612201,0.957589200654418,-0.00524436453240803,0.019019337749984,-2.75738545755224,37,5,0.00658381237243347
"SFKmL-C + kNN","1NN-DTW",100,0.95234483612201,0.952736648013822,-0.000391811891811881,0.0205156403922547,-0.190982043124426,47,1,0.990253213910801
"SFKmL-C + kNN","DTW + kNN",100,0.95234483612201,0.959465574280792,-0.0071207381587816,0.0204132092448666,-3.48829920536493,33,3,0.00105842569744003
"SFKmL-C + kFDA","DTW + kFDA",100,0.95136627985541,0.985837845528063,-0.0344715656726526,0.0199863221248214,-17.2475783475148,3,1,1.12924123079612e-17
