"dataset","seed","fold","s","n_sel","p","k_sel","gamma_sel","bal_acc_knn","acc_knn","macro_f1_knn","bal_acc_kfda","acc_kfda","macro_f1_kfda"
"japanese_vowels",1,4,1.72253283030825,5,12,7,2,0.889041514041514,0.8984375,0.891730350969481,0.893139167595689,0.8984375,0.892040874723928
"japanese_vowels",1,4,2.05127216461134,6,12,5,0.5,0.921016483516484,0.9296875,0.924357033368138,0.913079975579976,0.921875,0.916877338027408
"japanese_vowels",1,4,2.44275024503092,8,12,7,4,0.930275742775743,0.9375,0.934808803819908,0.949585036541558,0.953125,0.951534391534392
"japanese_vowels",1,4,2.90894054067624,11,12,1,4,0.928952991452991,0.9375,0.932135649455932,0.963675213675214,0.96875,0.964599583423113
"japanese_vowels",1,4,3.46410161513775,12,12,1,4,0.962962962962963,0.96875,0.964731444705044,0.955128205128205,0.9609375,0.957420702414445
"japanese_vowels",1,5,1.02,2,12,5,0.125,0.51378993389863,0.524193548387097,0.50526564112771,0.689601360797013,0.693548387096774,0.687277771879221
"japanese_vowels",1,5,1.21466341371801,2,12,7,0.25,0.711916907569081,0.709677419354839,0.708608943391552,0.690882285990982,0.685483870967742,0.691880216391441
"japanese_vowels",1,5,1.44647765551479,4,12,11,0.125,0.823331459201024,0.830645161290323,0.81827617953114,0.884860308773352,0.887096774193548,0.881766735679779
"japanese_vowels",1,5,1.72253283030825,5,12,9,0.125,0.894531293987816,0.903225806451613,0.892607783532677,0.892646504059547,0.895161290322581,0.890539201626884
"japanese_vowels",1,5,2.05127216461134,6,12,9,8,0.913049812506334,0.919354838709677,0.912708540475539,0.92749822641127,0.92741935483871,0.924464424464424
"japanese_vowels",1,5,2.44275024503092,8,12,11,4,0.950216349672871,0.951612903225806,0.948328135114742,0.960317359773882,0.959677419354839,0.959770677997447
"japanese_vowels",1,5,2.90894054067624,11,12,1,4,0.940885302298346,0.935483870967742,0.935275414938809,0.979677629134151,0.975806451612903,0.97815449177768
"japanese_vowels",1,5,3.46410161513775,12,12,1,8,0.940885302298346,0.935483870967742,0.935275414938809,0.960317359773882,0.959677419354839,0.96065425496798
"japanese_vowels",2,1,1.02,2,12,7,0.125,0.599431586931587,0.615384615384615,0.605440310261287,0.768203093203093,0.784615384615385,0.757647815172288
"japanese_vowels",2,1,1.21466341371801,2,12,5,1,0.777457264957265,0.792307692307692,0.773901213103377,0.776465201465201,0.792307692307692,0.772456401268662
"japanese_vowels",2,1,1.44647765551479,3,12,7,0.25,0.900961538461538,0.9,0.905030417964287,0.928739316239316,0.930769230769231,0.930262085732733
"japanese_vowels",2,1,1.72253283030825,4,12,5,0.5,0.938461538461538,0.946153846153846,0.938522812507487,0.94031339031339,0.946153846153846,0.943126066480104
"japanese_vowels",2,1,2.05127216461134,6,12,5,0.125,0.938461538461538,0.946153846153846,0.937539898481095,0.937998575498576,0.938461538461538,0.939247672304526
"japanese_vowels",2,1,2.44275024503092,8,12,9,4,0.951638176638177,0.953846153846154,0.949739237896398,0.970156695156695,0.969230769230769,0.969614017777436
"japanese_vowels",2,1,2.90894054067624,11,12,1,2,0.960897435897436,0.961538461538462,0.961280815821046,0.951638176638177,0.953846153846154,0.952669083810621
"japanese_vowels",2,1,3.46410161513775,12,12,1,8,0.951638176638177,0.953846153846154,0.951393583711591,0.947720797720798,0.953846153846154,0.954232218086173
"japanese_vowels",2,2,1.02,2,12,9,0.25,0.451583601583602,0.449612403100775,0.440484477665018,0.685520960520961,0.674418604651163,0.666508910214075
