"dataset","method","family","needs_grid","seed","fold","acc","bal_acc","macro_prec","macro_rec","macro_f1","micro_f1","kappa","auc","logloss","brier","k_sel","gamma_sel","s_sel","n_sel","lambda","seconds","ok","error","lambda_method"
"Phase","SFKmL-C + kNN","proposed",FALSE,1,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,1.91882091082837,0.111111111111111,1,1,1.23703769049542,2,0.344827586206897,0.024846076965332,TRUE,"","rule"
"Phase","SFKmL-C + kFDA","proposed",FALSE,1,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.630197931850112,0.331000517912224,NA,1,1.23703769049542,2,0.344827586206897,0.0273849964141846,TRUE,"","rule"
"Phase","SFKmL-C + medoid","proposed",FALSE,1,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.806742961406013,0.462623009364293,NA,1,1.23703769049542,2,0.344827586206897,0.014523983001709,TRUE,"","rule"
"Phase","MFKmL-C + kNN","proposed",FALSE,1,3,0.722222222222222,0.722222222222222,0.715873015873016,0.722222222222222,0.716006216006216,0.722222222222222,0.583333333333333,NA,6.14229733465055,0.506172839506173,3,1,2.23606797749979,5,0.344827586206897,0.0106680393218994,TRUE,"","rule"
"Phase","MFKmL-C + kFDA","proposed",FALSE,1,3,0.611111111111111,0.611111111111111,0.635185185185185,0.611111111111111,0.604040404040404,0.611111111111111,0.416666666666667,NA,0.939414765704299,0.555486007406026,NA,1,2.23606797749979,5,0.344827586206897,0.00313615798950195,TRUE,"","rule"
"Phase","MFKmL-C + medoid","proposed",FALSE,1,3,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.444444444444444,0.166666666666667,NA,1.09105794857627,0.661097571949421,NA,1,2.23606797749979,5,0.344827586206897,0.000301122665405273,TRUE,"","rule"
"Phase","SFKmL-C + kNN","proposed",FALSE,1,4,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.0610340160371172,0.0493827160493827,3,1,1.45407538099083,5,0.344827586206897,0.0252659320831299,TRUE,"","rule"
"Phase","SFKmL-C + kFDA","proposed",FALSE,1,4,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.590015709158868,0.302513555975907,NA,1,1.45407538099083,5,0.344827586206897,0.0284149646759033,TRUE,"","rule"
"Phase","SFKmL-C + medoid","proposed",FALSE,1,4,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.833333333333333,NA,0.858799969611649,0.499979393404729,NA,1,1.45407538099083,5,0.344827586206897,0.0150539875030518,TRUE,"","rule"
"Phase","MFKmL-C + kNN","proposed",FALSE,1,4,0.666666666666667,0.666666666666667,0.75,0.666666666666667,0.642857142857143,0.666666666666667,0.5,NA,0.758609856498758,0.462222222222222,5,1,2.23606797749979,5,0.344827586206897,0.0116159915924072,TRUE,"","rule"
"Phase","MFKmL-C + kFDA","proposed",FALSE,1,4,0.388888888888889,0.388888888888889,0.347222222222222,0.388888888888889,0.365079365079365,0.388888888888889,0.0833333333333334,NA,1.07977440930906,0.658296266536682,NA,1,2.23606797749979,5,0.344827586206897,0.00285601615905762,TRUE,"","rule"
"Phase","MFKmL-C + medoid","proposed",FALSE,1,4,0.277777777777778,0.277777777777778,0.277777777777778,0.277777777777778,0.273015873015873,0.277777777777778,-0.0833333333333333,NA,1.10663128019576,0.672406452542763,NA,1,2.23606797749979,5,0.344827586206897,0.000279903411865234,TRUE,"","rule"
"Phase","SFKmL-C + kNN","proposed",FALSE,1,5,1,1,1,1,1,1,1,NA,0.0225258393393425,0.0123456790123457,3,1,1.02,2,0.344827586206897,0.0266919136047363,TRUE,"","rule"
"Phase","SFKmL-C + kFDA","proposed",FALSE,1,5,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.659076319466848,0.349961066495334,NA,1,1.02,2,0.344827586206897,0.0285549163818359,TRUE,"","rule"
"Phase","SFKmL-C + medoid","proposed",FALSE,1,5,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.814245163690583,0.470042320458195,NA,1,1.02,2,0.344827586206897,0.0135009288787842,TRUE,"","rule"
"Phase","MFKmL-C + kNN","proposed",FALSE,1,5,0.666666666666667,0.666666666666667,0.674603174603175,0.666666666666667,0.646316646316646,0.666666666666667,0.5,NA,0.996873463944354,0.568411386593205,11,1,2.23606797749979,5,0.344827586206897,0.0105068683624268,TRUE,"","rule"
"Phase","MFKmL-C + kFDA","proposed",FALSE,1,5,0.388888888888889,0.388888888888889,0.348148148148148,0.388888888888889,0.35959595959596,0.388888888888889,0.0833333333333334,NA,1.10808329522541,0.682870190281604,NA,1,2.23606797749979,5,0.344827586206897,0.00281095504760742,TRUE,"","rule"
"Phase","MFKmL-C + medoid","proposed",FALSE,1,5,0.444444444444444,0.444444444444444,0.466666666666667,0.444444444444444,0.433333333333333,0.444444444444444,0.166666666666667,NA,1.09021160876988,0.661711240467601,NA,1,2.23606797749979,5,0.344827586206897,0.000284910202026367,TRUE,"","rule"
"Phase","SFKmL-C + kNN","proposed",FALSE,2,1,1,1,1,1,1,1,1,NA,0,0,1,1,1.02,2,0.344827586206897,0.0241460800170898,TRUE,"","rule"
"Phase","SFKmL-C + kFDA","proposed",FALSE,2,1,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.891774891774892,0.888888888888889,0.833333333333333,NA,0.740459851493952,0.412440661434786,NA,1,1.02,2,0.344827586206897,0.0165688991546631,TRUE,"","rule"
"Phase","SFKmL-C + medoid","proposed",FALSE,2,1,0.833333333333333,0.833333333333333,0.83015873015873,0.833333333333333,0.827894327894328,0.833333333333333,0.75,NA,0.848129492304602,0.494865580405024,NA,1,1.02,2,0.344827586206897,0.0138840675354004,TRUE,"","rule"
"Phase","MFKmL-C + kNN","proposed",FALSE,2,1,0.666666666666667,0.666666666666667,0.680555555555556,0.666666666666667,0.66031746031746,0.666666666666667,0.5,NA,4.43409772079895,0.542222222222222,5,1,2.23606797749979,5,0.344827586206897,0.0101499557495117,TRUE,"","rule"
"Phase","MFKmL-C + kFDA","proposed",FALSE,2,1,0.555555555555556,0.555555555555556,0.546031746031746,0.555555555555556,0.548562548562548,0.555555555555556,0.333333333333333,NA,0.998917120029492,0.59758791056431,NA,1,2.23606797749979,5,0.344827586206897,0.00292205810546875,TRUE,"","rule"
"Phase","MFKmL-C + medoid","proposed",FALSE,2,1,0.555555555555556,0.555555555555556,0.642857142857143,0.555555555555556,0.566544566544567,0.555555555555556,0.333333333333333,NA,1.06138693088773,0.640940012621289,NA,1,2.23606797749979,5,0.344827586206897,0.000337839126586914,TRUE,"","rule"
"Phase","SFKmL-C + kNN","proposed",FALSE,2,2,1,1,1,1,1,1,1,NA,0.0450516786786849,0.0246913580246914,3,1,1.02,2,0.344827586206897,0.0240030288696289,TRUE,"","rule"
"Phase","SFKmL-C + kFDA","proposed",FALSE,2,2,1,1,1,1,1,1,1,NA,0.606566542593936,0.312571056455544,NA,1,1.02,2,0.344827586206897,0.0174400806427002,TRUE,"","rule"
"Phase","SFKmL-C + medoid","proposed",FALSE,2,2,0.888888888888889,0.888888888888889,0.916666666666667,0.888888888888889,0.891774891774892,0.888888888888889,0.833333333333333,NA,0.83717757628139,0.484830273864598,NA,1,1.02,2,0.344827586206897,0.026792049407959,TRUE,"","rule"
"Phase","MFKmL-C + kNN","proposed",FALSE,2,2,0.666666666666667,0.666666666666667,0.766666666666667,0.666666666666667,0.672979797979798,0.666666666666667,0.5,NA,0.849368280386963,0.519274376417234,7,1,2.23606797749979,5,0.344827586206897,0.0108880996704102,TRUE,"","rule"
"Phase","MFKmL-C + kFDA","proposed",FALSE,2,2,0.388888888888889,0.388888888888889,0.395238095238095,0.388888888888889,0.39044289044289,0.388888888888889,0.0833333333333334,NA,1.12660089322015,0.691326634166964,NA,1,2.23606797749979,5,0.344827586206897,0.00278496742248535,TRUE,"","rule"
"Phase","MFKmL-C + medoid","proposed",FALSE,2,2,0.333333333333333,0.333333333333333,0.259259259259259,0.333333333333333,0.288888888888889,0.333333333333333,0,NA,1.08468568310752,0.657050673972127,NA,1,2.23606797749979,5,0.344827586206897,0.000247955322265625,TRUE,"","rule"
"Phase","SFKmL-C + kNN","proposed",FALSE,2,3,1,1,1,1,1,1,1,NA,0,0,1,1,1.02,2,0.344827586206897,0.0257411003112793,TRUE,"","rule"
"Phase","SFKmL-C + kFDA","proposed",FALSE,2,3,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.632997140399737,0.331680984283548,NA,1,1.02,2,0.344827586206897,0.0170309543609619,TRUE,"","rule"
"Phase","SFKmL-C + medoid","proposed",FALSE,2,3,1,1,1,1,1,1,1,NA,0.830922372207516,0.478829711404063,NA,1,1.02,2,0.344827586206897,0.0139031410217285,TRUE,"","rule"
"Phase","MFKmL-C + kNN","proposed",FALSE,2,3,0.722222222222222,0.722222222222222,0.738888888888889,0.722222222222222,0.709090909090909,0.722222222222222,0.583333333333333,NA,4.36152679325484,0.518518518518519,3,1,2.23606797749979,5,0.344827586206897,0.0104291439056396,TRUE,"","rule"
"Phase","MFKmL-C + kFDA","proposed",FALSE,2,3,0.277777777777778,0.277777777777778,0.220238095238095,0.277777777777778,0.245421245421245,0.277777777777778,-0.0833333333333333,NA,1.07944109858779,0.661072573145352,NA,1,2.23606797749979,5,0.344827586206897,0.00310206413269043,TRUE,"","rule"
"Phase","MFKmL-C + medoid","proposed",FALSE,2,3,0.444444444444444,0.444444444444444,0.402777777777778,0.444444444444444,0.415873015873016,0.444444444444444,0.166666666666667,NA,1.08229455965814,0.655460316611832,NA,1,2.23606797749979,5,0.344827586206897,0.000273227691650391,TRUE,"","rule"
"Phase","SFKmL-C + kNN","proposed",FALSE,2,4,1,1,1,1,1,1,1,NA,0,0,1,1,1.12851884524771,2,0.344827586206897,0.0245711803436279,TRUE,"","rule"
"Phase","SFKmL-C + kFDA","proposed",FALSE,2,4,0.944444444444444,0.944444444444444,0.952380952380952,0.944444444444444,0.944055944055944,0.944444444444444,0.916666666666667,NA,0.629624178366695,0.332586106976643,NA,1,1.12851884524771,2,0.344827586206897,0.0161728858947754,TRUE,"","rule"
"Phase","SFKmL-C + medoid","proposed",FALSE,2,4,1,1,1,1,1,1,1,NA,0.863203399868246,0.502979732383639,NA,1,1.12851884524771,2,0.344827586206897,0.0245599746704102,TRUE,"","rule"
"Phase","MFKmL-C + kNN","proposed",FALSE,2,4,0.722222222222222,0.722222222222222,0.736111111111111,0.722222222222222,0.715873015873016,0.722222222222222,0.583333333333333,NA,0.747565616406986,0.449931412894376,9,1,2.23606797749979,5,0.344827586206897,0.0106880664825439,TRUE,"","rule"
"Phase","MFKmL-C + kFDA","proposed",FALSE,2,4,0.555555555555556,0.555555555555556,0.598148148148148,0.555555555555556,0.55959595959596,0.555555555555556,0.333333333333333,NA,0.973933244464533,0.586995826682378,NA,1,2.23606797749979,5,0.344827586206897,0.00267410278320312,TRUE,"","rule"
"Phase","MFKmL-C + medoid","proposed",FALSE,2,4,0.555555555555556,0.555555555555556,0.583333333333333,0.555555555555556,0.558974358974359,0.555555555555556,0.333333333333333,NA,1.04295411637586,0.629343779898012,NA,1,2.23606797749979,5,0.344827586206897,0.000238895416259766,TRUE,"","rule"
"Phase","SFKmL-C + kNN","proposed",FALSE,2,5,1,1,1,1,1,1,1,NA,0,0,1,1,1.12851884524771,2,0.344827586206897,0.0243561267852783,TRUE,"","rule"
