"method","HighDim20","HighDim50","Imbalanced","LeadLag","Phase","Phase_nowarp","Setting1","Setting2","Setting2_async","Setting2a","Setting2b","Setting3","Setting4","Setting5","Setting5_async","Setting6","Setting6_async","Shape","Shape_async","Shape_noise","SharedWarp","SyncBreak","Thyroid_like","OVERALL"
"MFKmL-C + SVM",0.269184709324016,0.390719835741438,0.211848551255038,0.00995785249572641,0.521567526612438,0.316432888653321,0.10622393290325,0.0825809901370297,0.402964985290054,0.0928412573899082,0.125478579976434,0.103617712656917,0.414320785346368,0.254190170668491,0.613595324188781,0.194342157107036,0.626645044756398,0.0516786497328602,0.640424592380729,0.371181817177821,0.278521461600073,0.382421846396219,0.630756106535152,0.308325946883717
"MFPCA-LDA",0.297219745241127,0.320157628250314,0.217467731951851,0.0366650806594375,0.671804482094254,3.74943568137484e-32,0.02416131653828,0.188461244414826,0.218474433271198,0.237679838941729,0.197958797894078,0.26043838942466,0.546514604336129,0.24619825153404,0.312429397755732,0.273801706440544,0.269900696917054,0.231006776491497,0.300614760595966,0.255642301780727,0.554879343187138,0.567565507757503,0.462938771788862,0.290955687272476
"DistSpace-bagdist",0.384856135046611,0.424249836230789,0.421547190728143,0.00166666666666667,0.474133333333333,0,0.0604938271604938,0.131805291005291,0.291525119677501,0.152471554547745,0.184783673469388,0.291934593096498,0.490340337616528,0.272832552280171,0.34174885361552,0.328521038044848,0.346320382968002,0.0596596623834719,0.335321541950113,0.20107220962459,0.15077037037037,0.355559637188209,0.560614764424288,0.272270807453416
"Euclid + SVM",0.265376146529735,0.310547117971465,0.196054977790673,0.0308455496393541,0.654956383922848,0.00251474848678231,0.0342995179596697,0.125883196694952,0.212233513841139,0.173244300318154,0.158972840146536,0.180523486748851,0.490773190568812,0.253192107581724,0.286499536029278,0.237199568741528,0.241429358037223,0.170895956432157,0.274519019364117,0.262034605220593,0.472472173297481,0.521237754366467,0.446695451342409,0.260973934827476
"DTW + SVM",0.260014527575987,0.313370604666134,0.158851474033528,0.0330717440138054,0.311648967817051,0.0064730946380191,0.0127681007719128,0.130432026345086,0.311481343392132,0.16407599283466,0.15910653133411,0.126235829305081,0.319888785925234,0.196230785805153,0.587714159290038,0.206651284166486,0.619378843572102,0.0617126006055268,0.626049220773999,0.161311414077638,0.31277396550277,0.265832943415047,0.619091487261765,0.259311553353185
"MFPCA-SVM",0.241707893939924,0.32804978169993,0.171133114918991,0.00934728060083099,0.449614668108958,0.00559275491586998,0.130648703804204,0.0801988431122211,0.198496049777874,0.0971131951823297,0.127375719320201,0.162332151215008,0.437129255271217,0.169418523545352,0.287563148410336,0.196225359836404,0.24645133537606,0.0740606212870871,0.255825085689472,0.180564577659684,0.347671864594197,0.389216054941043,0.430922613674775,0.218115591168781
"SFKmL-C(dense) + kNN",0.1953729526882,0.352262296896448,0.0946909549004787,0.00518518518518519,0.198038811903362,0.04655160829764,0.0212954749168313,0.0333580134934632,0.220282210732812,0.0528685219542362,0.0831038539498376,0.0418479487839757,0.142938632621365,0.0936944460061343,0.297433721442187,0.123863187638079,0.324581429494561,0.0365685283166764,0.299022848193796,0.142773482552222,0.657984028701778,0.702122929285988,0.552803657362003,0.205158466318142
"DistSpace-Frechet",0.0449248677248677,0.0459221970269589,0.0467270345175107,0,0.226605996472663,0.0256943310657596,0.0366572940287226,0.0428329554043839,0.268462887377173,0.0397154950869236,0.113496397077349,0.0378205089443184,0.4532589569161,0.0426455026455026,0.226141798941799,0.038661325270849,0.217597682035777,0.173727084908037,0.309356311413454,0.196882842025699,0.745931670445956,0.733321390778534,0.589472612748803,0.202428571428571
"SFKmL-C + kNN",0.0286992225560768,0.0391420182261933,0.0472227765180146,0,0.0733919718035158,0.00228828980151731,0.0115874933396819,0.0361978886415635,0.275294910672496,0.0338768057588644,0.110934151797644,0.0332914981834654,0.306490714238285,0.0375264379751152,0.247555023054013,0.0353198676334799,0.243423481106213,0.0461319671901682,0.138870118533418,0.0262823885109599,0.673571278788018,0.737235523655437,0.441415560955532,0.157641277779986
"SFKmL-C + SVM",0.0444395033564762,0.0451148714104904,0.0449142565181506,0.00395110853949286,0.0967425613928945,0.0168840828282367,0.0183641445942377,0.0490043801752114,0.249915522228978,0.0518045115009384,0.0988757542015524,0.0438597759224671,0.212322872223381,0.0498766242768344,0.226784777033076,0.0455663748983391,0.20745843533966,0.0605331897812816,0.174323019942202,0.0644387260543599,0.517737333784213,0.533771454851986,0.429923603163056,0.142895951479022
"SFKmL-C(dense) + SVM",0.075502772111691,0.136823428497215,0.0471174602527492,0.00513171454469532,0.109548019064396,0.0137416285447759,0.0246837875308947,0.0419859192703994,0.193450833238317,0.0542436614620257,0.0699576267176311,0.0330133966750677,0.116395252968269,0.058106608434152,0.207128703327332,0.0561501395032207,0.18927807671492,0.0581726830415333,0.182243508759172,0.0843223078065945,0.524484710739552,0.538670632923592,0.449709927344965,0.142167947803181
